thoi_diem,muc_nuoc_thuong_luu_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,phase_pre_lu_som,phase_lu_som,phase_lu_chinh_vu,phase_tai_tich,is_event_month,luu_luong_den_ho_m3_s_capped_month_median,luu_luong_den_ho_m3_s_capped_pct_in_month,luu_luong_den_ho_m3_s_capped
1/1/2022 0:00,112.13,848,1104,0,1104,0,0,0,0,0,583.5,0.70094086,848
1/1/2022 1:00,112.14,700,589,0,589,0,0,0,0,0,583.5,0.598958333,700
1/1/2022 2:00,112.14,700,589,0,589,0,0,0,0,0,583.5,0.598958333,700
1/1/2022 3:00,112.14,700,589,0,589,0,0,0,0,0,583.5,0.598958333,700
1/1/2022 4:00,112.14,700,589,0,589,0,0,0,0,0,583.5,0.598958333,700
1/1/2022 5:00,112.14,700,589,0,589,0,0,0,0,0,583.5,0.598958333,700
1/1/2022 6:00,112.14,700,589,0,589,0,0,0,0,0,583.5,0.598958333,700
1/1/2022 7:00,112.2,820,250,0,250,0,0,0,0,0,583.5,0.679267473,820
1/1/2022 8:00,112.2,820,250,0,250,0,0,0,0,0,583.5,0.679267473,820
1/1/2022 9:00,112.2,820,250,0,250,0,0,0,0,0,583.5,0.679267473,820
1/1/2022 10:00,112.2,820,250,0,250,0,0,0,0,0,583.5,0.679267473,820
1/1/2022 11:00,112.2,820,250,0,250,0,0,0,0,0,583.5,0.679267473,820
1/1/2022 12:00,112.2,820,250,0,250,0,0,0,0,0,583.5,0.679267473,820
1/1/2022 13:00,112.28,1499,746,0,746,0,0,0,0,0,583.5,0.940188172,1499
1/1/2022 14:00,112.28,1499,746,0,746,0,0,0,0,0,583.5,0.940188172,1499
1/1/2022 15:00,112.28,1499,746,0,746,0,0,0,0,0,583.5,0.940188172,1499
1/1/2022 16:00,112.28,1499,746,0,746,0,0,0,0,0,583.5,0.940188172,1499
1/1/2022 17:00,112.28,1499,746,0,746,0,0,0,0,0,583.5,0.940188172,1499
1/1/2022 18:00,112.28,1499,746,0,746,0,0,0,0,0,583.5,0.940188172,1499
1/1/2022 19:00,112.22,857,1388,0,1388,0,0,0,0,0,583.5,0.704133065,857
1/1/2022 20:00,112.22,857,1388,0,1388,0,0,0,0,0,583.5,0.704133065,857
1/1/2022 21:00,112.22,857,1388,0,1388,0,0,0,0,0,583.5,0.704133065,857
1/1/2022 22:00,112.22,857,1388,0,1388,0,0,0,0,0,583.5,0.704133065,857
1/1/2022 23:00,112.22,857,1388,0,1388,0,0,0,0,0,583.5,0.704133065,857
1/2/2022 0:00,112.22,857,1388,0,1388,0,0,0,0,0,583.5,0.704133065,857
1/2/2022 1:00,112.12,961,1858,0,1858,0,0,0,0,0,583.5,0.774361559,961
1/2/2022 2:00,112.12,961,1858,0,1858,0,0,0,0,0,583.5,0.774361559,961
1/2/2022 3:00,112.12,961,1858,0,1858,0,0,0,0,0,583.5,0.774361559,961
1/2/2022 4:00,112.12,961,1858,0,1858,0,0,0,0,0,583.5,0.774361559,961
1/2/2022 5:00,112.12,961,1858,0,1858,0,0,0,0,0,583.5,0.774361559,961
1/2/2022 6:00,112.12,961,1858,0,1858,0,0,0,0,0,583.5,0.774361559,961
1/2/2022 7:00,111.91,40,1885,0,1885,0,0,0,0,0,583.5,0.054435484,40
1/2/2022 8:00,111.91,40,1885,0,1885,0,0,0,0,0,583.5,0.054435484,40
1/2/2022 9:00,111.91,40,1885,0,1885,0,0,0,0,0,583.5,0.054435484,40
1/2/2022 10:00,111.91,40,1885,0,1885,0,0,0,0,0,583.5,0.054435484,40
1/2/2022 11:00,111.91,40,1885,0,1885,0,0,0,0,0,583.5,0.054435484,40
1/2/2022 12:00,111.91,40,1885,0,1885,0,0,0,0,0,583.5,0.054435484,40
1/2/2022 13:00,111.79,592,1662,0,1662,0,0,0,0,0,583.5,0.505208333,592
1/2/2022 14:00,111.79,592,1662,0,1662,0,0,0,0,0,583.5,0.505208333,592
1/2/2022 15:00,111.79,592,1662,0,1662,0,0,0,0,0,583.5,0.505208333,592
1/2/2022 16:00,111.79,592,1662,0,1662,0,0,0,0,0,583.5,0.505208333,592
1/2/2022 17:00,111.79,592,1662,0,1662,0,0,0,0,0,583.5,0.505208333,592
1/2/2022 18:00,111.79,592,1662,0,1662,0,0,0,0,0,583.5,0.505208333,592
1/2/2022 19:00,111.66,694,1855,0,1855,0,0,0,0,0,583.5,0.592909946,694
1/2/2022 20:00,111.66,694,1855,0,1855,0,0,0,0,0,583.5,0.592909946,694
1/2/2022 21:00,111.66,694,1855,0,1855,0,0,0,0,0,583.5,0.592909946,694
1/2/2022 22:00,111.66,694,1855,0,1855,0,0,0,0,0,583.5,0.592909946,694
1/2/2022 23:00,111.66,694,1855,0,1855,0,0,0,0,0,583.5,0.592909946,694
1/3/2022 0:00,111.66,694,1855,0,1855,0,0,0,0,0,583.5,0.592909946,694
1/3/2022 1:00,111.66,1858,1835,0,1835,0,0,0,0,0,583.5,0.965893817,1640.5
1/3/2022 2:00,111.66,1858,1835,0,1835,0,0,0,0,0,583.5,0.965893817,1640.5
1/3/2022 3:00,111.66,1858,1835,0,1835,0,0,0,0,0,583.5,0.965893817,1640.5
1/3/2022 4:00,111.66,1858,1835,0,1835,0,0,0,0,0,583.5,0.965893817,1640.5
1/3/2022 5:00,111.66,1858,1835,0,1835,0,0,0,0,0,583.5,0.965893817,1640.5
1/3/2022 6:00,111.66,1858,1835,0,1835,0,0,0,0,0,583.5,0.965893817,1640.5
1/3/2022 7:00,111.46,128,1925,0,1925,0,0,0,0,0,583.5,0.156754032,128
1/3/2022 8:00,111.46,128,1925,0,1925,0,0,0,0,0,583.5,0.156754032,128
1/3/2022 9:00,111.34,40,2165,0,2165,0,0,0,0,0,583.5,0.054435484,40
1/3/2022 10:00,111.34,40,2165,0,2165,0,0,0,0,0,583.5,0.054435484,40
1/3/2022 11:00,111.28,282,1898,0,1898,0,0,0,0,0,583.5,0.259576613,282
1/3/2022 12:00,111.28,282,1898,0,1898,0,0,0,0,0,583.5,0.259576613,282
1/3/2022 13:00,111.25,827,1625,0,1625,0,0,0,0,0,583.5,0.6875,827
1/3/2022 14:00,111.25,827,1625,0,1625,0,0,0,0,0,583.5,0.6875,827
1/3/2022 15:00,111.22,865,1663,0,1663,0,0,0,0,0,583.5,0.710013441,865
1/3/2022 16:00,111.22,865,1663,0,1663,0,0,0,0,0,583.5,0.710013441,865
1/3/2022 17:00,111.18,676,1747,0,1747,0,0,0,0,0,583.5,0.569052419,676
1/3/2022 18:00,111.18,676,1747,0,1747,0,0,0,0,0,583.5,0.569052419,676
1/3/2022 19:00,111.16,1001,1526,0,1526,0,0,0,0,0,583.5,0.793514785,1001
1/3/2022 20:00,111.16,1001,1526,0,1526,0,0,0,0,0,583.5,0.793514785,1001
1/3/2022 21:00,111.19,1920,1082,0,1082,0,0,0,0,0,583.5,0.965893817,1640.5
1/3/2022 22:00,111.19,1920,1082,0,1082,0,0,0,0,0,583.5,0.965893817,1640.5
1/3/2022 23:00,111.21,1750,1186,0,1186,0,0,0,0,0,583.5,0.965893817,1640.5
1/4/2022 0:00,111.21,1750,1186,0,1186,0,0,0,0,0,583.5,0.965893817,1640.5
1/4/2022 1:00,111.22,1693,1401,0,1401,0,0,0,0,0,583.5,0.965893817,1640.5
1/4/2022 2:00,111.22,1693,1401,0,1401,0,0,0,0,0,583.5,0.965893817,1640.5
1/4/2022 3:00,111.22,1478,1458,0,1458,0,0,0,0,0,583.5,0.933299731,1478
1/4/2022 4:00,111.22,1478,1458,0,1458,0,0,0,0,0,583.5,0.933299731,1478
1/4/2022 5:00,111.23,1809,1516,0,1516,0,0,0,0,0,583.5,0.965893817,1640.5
1/4/2022 6:00,111.23,1809,1516,0,1516,0,0,0,0,0,583.5,0.965893817,1640.5
1/4/2022 7:00,111.2,718,1516,0,1516,0,0,0,0,0,583.5,0.606350806,718
1/4/2022 8:00,111.2,718,1516,0,1516,0,0,0,0,0,583.5,0.606350806,718
1/4/2022 9:00,111.16,446,1517,0,1517,0,0,0,0,0,583.5,0.38625672,446
1/4/2022 10:00,111.16,446,1517,0,1517,0,0,0,0,0,583.5,0.38625672,446
1/4/2022 11:00,111.13,840,1528,0,1528,0,0,0,0,0,583.5,0.697076613,840
1/4/2022 12:00,111.13,840,1528,0,1528,0,0,0,0,0,583.5,0.697076613,840
1/4/2022 13:00,111.12,1179,1541,0,1541,0,0,0,0,0,583.5,0.869119624,1179
1/4/2022 14:00,111.12,1179,1541,0,1541,0,0,0,0,0,583.5,0.869119624,1179
1/4/2022 15:00,111.12,1224,1204,0,1204,0,0,0,0,0,583.5,0.880712366,1224
1/4/2022 16:00,111.12,1224,1204,0,1204,0,0,0,0,0,583.5,0.880712366,1224
1/4/2022 17:00,111.1,719,1245,0,1245,0,0,0,0,0,583.5,0.607358871,719
1/4/2022 18:00,111.1,719,1245,0,1245,0,0,0,0,0,583.5,0.607358871,719
1/4/2022 19:00,111.07,721,1519,0,1519,0,0,0,0,0,583.5,0.608198925,721
1/4/2022 20:00,111.07,721,1519,0,1519,0,0,0,0,0,583.5,0.608198925,721
1/4/2022 21:00,111.09,1758,1193,0,1193,0,0,0,0,0,583.5,0.965893817,1640.5
1/4/2022 22:00,111.09,1758,1193,0,1193,0,0,0,0,0,583.5,0.965893817,1640.5
1/4/2022 23:00,111.11,1809,1244,0,1244,0,0,0,0,0,583.5,0.965893817,1640.5
1/5/2022 0:00,111.11,1809,1244,0,1244,0,0,0,0,0,583.5,0.965893817,1640.5
1/5/2022 1:00,111.11,1477,1457,0,1457,0,0,0,0,0,583.5,0.932627688,1477
1/5/2022 2:00,111.11,1477,1457,0,1457,0,0,0,0,0,583.5,0.932627688,1477
1/5/2022 3:00,111.11,1420,1400,0,1400,0,0,0,0,0,583.5,0.921538978,1420
1/5/2022 4:00,111.11,1420,1400,0,1400,0,0,0,0,0,583.5,0.921538978,1420
1/5/2022 5:00,111.12,1692,1400,0,1400,0,0,0,0,0,583.5,0.965893817,1640.5
1/5/2022 6:00,111.12,1692,1400,0,1400,0,0,0,0,0,583.5,0.965893817,1640.5
1/5/2022 7:00,111.08,329,1400,0,1400,0,0,0,0,0,583.5,0.290490591,329
1/5/2022 8:00,111.08,329,1400,0,1400,0,0,0,0,0,583.5,0.290490591,329
1/5/2022 9:00,111.04,330,1402,0,1402,0,0,0,0,0,583.5,0.292002688,330
1/5/2022 10:00,111.04,330,1402,0,1402,0,0,0,0,0,583.5,0.292002688,330
1/5/2022 11:00,111.01,604,1402,0,1402,0,0,0,0,0,583.5,0.512600806,604
1/5/2022 12:00,111.01,604,1402,0,1402,0,0,0,0,0,583.5,0.512600806,604
1/5/2022 13:00,111,1086,1338,0,1338,0,0,0,0,0,583.5,0.846270161,1086
1/5/2022 14:00,111,1086,1338,0,1338,0,0,0,0,0,583.5,0.846270161,1086
1/5/2022 15:00,111.01,1346,1054,0,1054,0,0,0,0,0,583.5,0.906418011,1346
1/5/2022 16:00,111.01,1346,1054,0,1054,0,0,0,0,0,583.5,0.906418011,1346
1/5/2022 17:00,111.02,1127,834,0,834,0,0,0,0,0,583.5,0.856350806,1127
1/5/2022 18:00,111.02,1127,834,0,834,0,0,0,0,0,583.5,0.856350806,1127
1/5/2022 19:00,111.03,1127,834,0,834,0,0,0,0,0,583.5,0.856350806,1127
1/5/2022 20:00,111.03,1127,834,0,834,0,0,0,0,0,583.5,0.856350806,1127
1/5/2022 21:00,111.05,1471,852,0,852,0,0,0,0,0,583.5,0.931283602,1471
1/5/2022 22:00,111.05,1471,852,0,852,0,0,0,0,0,583.5,0.931283602,1471
1/5/2022 23:00,111.07,1424,860,0,860,0,0,0,0,0,583.5,0.923051075,1424
1/6/2022 0:00,111.07,1424,860,0,860,0,0,0,0,0,583.5,0.923051075,1424
1/6/2022 1:00,111.07,867,847,0,847,0,0,0,0,0,583.5,0.711861559,867
1/6/2022 2:00,111.07,867,847,0,847,0,0,0,0,0,583.5,0.711861559,867
1/6/2022 3:00,111.07,860,840,0,840,0,0,0,0,0,583.5,0.70749328,860
1/6/2022 4:00,111.07,860,840,0,840,0,0,0,0,0,583.5,0.70749328,860
1/6/2022 5:00,111.07,860,840,0,840,0,0,0,0,0,583.5,0.70749328,860
1/6/2022 6:00,111.07,860,840,0,840,0,0,0,0,0,583.5,0.70749328,860
1/6/2022 7:00,111.06,794,930,0,930,0,0,0,0,0,583.5,0.650033602,794
1/6/2022 8:00,111.06,794,930,0,930,0,0,0,0,0,583.5,0.650033602,794
1/6/2022 9:00,111.05,685,938,0,938,0,0,0,0,0,583.5,0.577116935,685
1/6/2022 10:00,111.05,685,938,0,938,0,0,0,0,0,583.5,0.577116935,685
1/6/2022 11:00,111.05,914,860,0,860,0,0,0,0,0,583.5,0.736055108,914
1/6/2022 12:00,111.05,914,860,0,860,0,0,0,0,0,583.5,0.736055108,914
1/6/2022 13:00,111.06,742,449,0,449,0,0,0,0,0,583.5,0.617775538,742
1/6/2022 14:00,111.06,742,449,0,449,0,0,0,0,0,583.5,0.617775538,742
1/6/2022 15:00,111.1,1167,58,0,58,0,0,0,0,0,583.5,0.86609543,1167
1/6/2022 16:00,111.1,1167,58,0,58,0,0,0,0,0,583.5,0.86609543,1167
1/6/2022 17:00,111.12,840,275,0,275,0,0,0,0,0,583.5,0.697076613,840
1/6/2022 18:00,111.12,840,275,0,275,0,0,0,0,0,583.5,0.697076613,840
1/6/2022 19:00,111.15,1214,377,0,377,0,0,0,0,0,583.5,0.875504032,1214
1/6/2022 20:00,111.15,1214,377,0,377,0,0,0,0,0,583.5,0.875504032,1214
1/6/2022 21:00,111.2,1531,149,0,149,0,0,0,0,0,583.5,0.944388441,1531
1/6/2022 22:00,111.2,1531,149,0,149,0,0,0,0,0,583.5,0.944388441,1531
1/6/2022 23:00,111.2,1531,149,0,149,0,0,0,0,0,583.5,0.944388441,1531
1/7/2022 0:00,111.2,1531,149,0,149,0,0,0,0,0,583.5,0.944388441,1531
1/7/2022 1:00,111.28,1349,149,0,149,0,0,0,0,0,583.5,0.909106183,1349
1/7/2022 2:00,111.28,1349,149,0,149,0,0,0,0,0,583.5,0.909106183,1349
1/7/2022 3:00,111.28,1349,149,0,149,0,0,0,0,0,583.5,0.909106183,1349
1/7/2022 4:00,111.28,1349,149,0,149,0,0,0,0,0,583.5,0.909106183,1349
1/7/2022 5:00,111.28,1349,149,0,149,0,0,0,0,0,583.5,0.909106183,1349
1/7/2022 6:00,111.28,1349,149,0,149,0,0,0,0,0,583.5,0.909106183,1349
1/7/2022 7:00,111.35,690,34,0,34,0,0,0,0,0,583.5,0.587197581,690
1/7/2022 8:00,111.35,690,34,0,34,0,0,0,0,0,583.5,0.587197581,690
1/7/2022 9:00,111.35,690,34,0,34,0,0,0,0,0,583.5,0.587197581,690
1/7/2022 10:00,111.35,690,34,0,34,0,0,0,0,0,583.5,0.587197581,690
1/7/2022 11:00,111.35,690,34,0,34,0,0,0,0,0,583.5,0.587197581,690
1/7/2022 12:00,111.35,690,34,0,34,0,0,0,0,0,583.5,0.587197581,690
1/7/2022 13:00,111.36,539,428,0,428,0,0,0,0,0,583.5,0.462197581,539
1/7/2022 14:00,111.36,539,428,0,428,0,0,0,0,0,583.5,0.462197581,539
1/7/2022 15:00,111.36,539,428,0,428,0,0,0,0,0,583.5,0.462197581,539
1/7/2022 16:00,111.36,539,428,0,428,0,0,0,0,0,583.5,0.462197581,539
1/7/2022 17:00,111.36,539,428,0,428,0,0,0,0,0,583.5,0.462197581,539
1/7/2022 18:00,111.36,539,428,0,428,0,0,0,0,0,583.5,0.462197581,539
1/7/2022 19:00,111.35,811,882,0,882,0,0,0,0,0,583.5,0.670530914,811
1/7/2022 20:00,111.35,811,882,0,882,0,0,0,0,0,583.5,0.670530914,811
1/7/2022 21:00,111.35,811,882,0,882,0,0,0,0,0,583.5,0.670530914,811
1/7/2022 22:00,111.35,811,882,0,882,0,0,0,0,0,583.5,0.670530914,811
1/7/2022 23:00,111.35,811,882,0,882,0,0,0,0,0,583.5,0.670530914,811
1/8/2022 0:00,111.35,811,882,0,882,0,0,0,0,0,583.5,0.670530914,811
1/8/2022 1:00,111.34,529,600,0,600,0,0,0,0,0,583.5,0.445396505,529
1/8/2022 2:00,111.34,529,600,0,600,0,0,0,0,0,583.5,0.445396505,529
1/8/2022 3:00,111.34,529,600,0,600,0,0,0,0,0,583.5,0.445396505,529
1/8/2022 4:00,111.34,529,600,0,600,0,0,0,0,0,583.5,0.445396505,529
1/8/2022 5:00,111.34,529,600,0,600,0,0,0,0,0,583.5,0.445396505,529
1/8/2022 6:00,111.34,529,600,0,600,0,0,0,0,0,583.5,0.445396505,529
1/8/2022 7:00,111.39,902,428,0,428,0,0,0,0,0,583.5,0.731686828,902
1/8/2022 8:00,111.39,902,428,0,428,0,0,0,0,0,583.5,0.731686828,902
1/8/2022 9:00,111.39,902,428,0,428,0,0,0,0,0,583.5,0.731686828,902
1/8/2022 10:00,111.39,902,428,0,428,0,0,0,0,0,583.5,0.731686828,902
1/8/2022 11:00,111.39,902,428,0,428,0,0,0,0,0,583.5,0.731686828,902
1/8/2022 12:00,111.39,902,428,0,428,0,0,0,0,0,583.5,0.731686828,902
1/8/2022 13:00,111.39,832,812,0,812,0,0,0,0,0,583.5,0.690356183,832
1/8/2022 14:00,111.39,832,812,0,812,0,0,0,0,0,583.5,0.690356183,832
1/8/2022 15:00,111.39,832,812,0,812,0,0,0,0,0,583.5,0.690356183,832
1/8/2022 16:00,111.39,832,812,0,812,0,0,0,0,0,583.5,0.690356183,832
1/8/2022 17:00,111.39,832,812,0,812,0,0,0,0,0,583.5,0.690356183,832
1/8/2022 18:00,111.39,832,812,0,812,0,0,0,0,0,583.5,0.690356183,832
1/8/2022 19:00,111.39,1064,1044,0,1044,0,0,0,0,0,583.5,0.831821237,1064
1/8/2022 20:00,111.39,1064,1044,0,1044,0,0,0,0,0,583.5,0.831821237,1064
1/8/2022 21:00,111.39,1064,1044,0,1044,0,0,0,0,0,583.5,0.831821237,1064
1/8/2022 22:00,111.39,1064,1044,0,1044,0,0,0,0,0,583.5,0.831821237,1064
1/8/2022 23:00,111.39,1064,1044,0,1044,0,0,0,0,0,583.5,0.831821237,1064
1/9/2022 0:00,111.39,1064,1044,0,1044,0,0,0,0,0,583.5,0.831821237,1064
1/9/2022 1:00,111.4,763,652,0,652,0,0,0,0,0,583.5,0.632560484,763
1/9/2022 2:00,111.4,763,652,0,652,0,0,0,0,0,583.5,0.632560484,763
1/9/2022 3:00,111.4,763,652,0,652,0,0,0,0,0,583.5,0.632560484,763
1/9/2022 4:00,111.4,763,652,0,652,0,0,0,0,0,583.5,0.632560484,763
1/9/2022 5:00,111.4,763,652,0,652,0,0,0,0,0,583.5,0.632560484,763
1/9/2022 6:00,111.4,763,652,0,652,0,0,0,0,0,583.5,0.632560484,763
1/9/2022 7:00,111.44,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/9/2022 8:00,111.44,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/9/2022 9:00,111.44,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/9/2022 10:00,111.44,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/9/2022 11:00,111.44,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/9/2022 12:00,111.44,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/9/2022 13:00,111.5,815,250,0,250,0,0,0,0,0,583.5,0.675235215,815
1/9/2022 14:00,111.5,815,250,0,250,0,0,0,0,0,583.5,0.675235215,815
1/9/2022 15:00,111.5,815,250,0,250,0,0,0,0,0,583.5,0.675235215,815
1/9/2022 16:00,111.5,815,250,0,250,0,0,0,0,0,583.5,0.675235215,815
1/9/2022 17:00,111.5,815,250,0,250,0,0,0,0,0,583.5,0.675235215,815
1/9/2022 18:00,111.5,815,250,0,250,0,0,0,0,0,583.5,0.675235215,815
1/9/2022 19:00,111.5,282,262,0,262,0,0,0,0,0,583.5,0.259576613,282
1/9/2022 20:00,111.5,282,262,0,262,0,0,0,0,0,583.5,0.259576613,282
1/9/2022 21:00,111.5,282,262,0,262,0,0,0,0,0,583.5,0.259576613,282
1/9/2022 22:00,111.5,282,262,0,262,0,0,0,0,0,583.5,0.259576613,282
1/9/2022 23:00,111.5,282,262,0,262,0,0,0,0,0,583.5,0.259576613,282
1/10/2022 0:00,111.5,282,262,0,262,0,0,0,0,0,583.5,0.259576613,282
1/10/2022 1:00,111.6,1167,239,0,239,0,0,0,0,0,583.5,0.86609543,1167
1/10/2022 2:00,111.6,1167,239,0,239,0,0,0,0,0,583.5,0.86609543,1167
1/10/2022 3:00,111.6,1167,239,0,239,0,0,0,0,0,583.5,0.86609543,1167
1/10/2022 4:00,111.6,1167,239,0,239,0,0,0,0,0,583.5,0.86609543,1167
1/10/2022 5:00,111.6,1167,239,0,239,0,0,0,0,0,583.5,0.86609543,1167
1/10/2022 6:00,111.6,1167,239,0,239,0,0,0,0,0,583.5,0.86609543,1167
1/10/2022 7:00,111.6,636,616,0,616,0,0,0,0,0,583.5,0.538642473,636
1/10/2022 8:00,111.6,636,616,0,616,0,0,0,0,0,583.5,0.538642473,636
1/10/2022 9:00,111.6,636,616,0,616,0,0,0,0,0,583.5,0.538642473,636
1/10/2022 10:00,111.6,636,616,0,616,0,0,0,0,0,583.5,0.538642473,636
1/10/2022 11:00,111.6,636,616,0,616,0,0,0,0,0,583.5,0.538642473,636
1/10/2022 12:00,111.6,636,616,0,616,0,0,0,0,0,583.5,0.538642473,636
1/10/2022 13:00,111.61,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/10/2022 14:00,111.61,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/10/2022 15:00,111.61,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/10/2022 16:00,111.61,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/10/2022 17:00,111.61,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/10/2022 18:00,111.61,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/10/2022 19:00,111.66,1627,1173,0,1173,0,0,0,0,0,583.5,0.959173387,1627
1/10/2022 20:00,111.66,1627,1173,0,1173,0,0,0,0,0,583.5,0.959173387,1627
1/10/2022 21:00,111.66,1627,1173,0,1173,0,0,0,0,0,583.5,0.959173387,1627
1/10/2022 22:00,111.66,1627,1173,0,1173,0,0,0,0,0,583.5,0.959173387,1627
1/10/2022 23:00,111.66,1627,1173,0,1173,0,0,0,0,0,583.5,0.959173387,1627
1/11/2022 0:00,111.66,1627,1173,0,1173,0,0,0,0,0,583.5,0.959173387,1627
1/11/2022 1:00,111.68,1008,806,0,806,0,0,0,0,0,583.5,0.798387097,1008
1/11/2022 2:00,111.68,1008,806,0,806,0,0,0,0,0,583.5,0.798387097,1008
1/11/2022 3:00,111.68,1008,806,0,806,0,0,0,0,0,583.5,0.798387097,1008
1/11/2022 4:00,111.68,1008,806,0,806,0,0,0,0,0,583.5,0.798387097,1008
1/11/2022 5:00,111.68,1008,806,0,806,0,0,0,0,0,583.5,0.798387097,1008
1/11/2022 6:00,111.68,1008,806,0,806,0,0,0,0,0,583.5,0.798387097,1008
1/11/2022 7:00,111.72,956,573,0,573,0,0,0,0,0,583.5,0.769321237,956
1/11/2022 8:00,111.72,956,573,0,573,0,0,0,0,0,583.5,0.769321237,956
1/11/2022 9:00,111.72,956,573,0,573,0,0,0,0,0,583.5,0.769321237,956
1/11/2022 10:00,111.72,956,573,0,573,0,0,0,0,0,583.5,0.769321237,956
1/11/2022 11:00,111.72,956,573,0,573,0,0,0,0,0,583.5,0.769321237,956
1/11/2022 12:00,111.72,956,573,0,573,0,0,0,0,0,583.5,0.769321237,956
1/11/2022 13:00,111.73,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/11/2022 14:00,111.73,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/11/2022 15:00,111.73,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/11/2022 16:00,111.73,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/11/2022 17:00,111.73,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/11/2022 18:00,111.73,1085,975,0,975,0,0,0,0,0,583.5,0.843581989,1085
1/11/2022 19:00,111.71,884,1046,0,1046,0,0,0,0,0,583.5,0.720598118,884
1/11/2022 20:00,111.71,884,1046,0,1046,0,0,0,0,0,583.5,0.720598118,884
1/11/2022 21:00,111.71,884,1046,0,1046,0,0,0,0,0,583.5,0.720598118,884
1/11/2022 22:00,111.71,884,1046,0,1046,0,0,0,0,0,583.5,0.720598118,884
1/11/2022 23:00,111.71,884,1046,0,1046,0,0,0,0,0,583.5,0.720598118,884
1/12/2022 0:00,111.71,884,1046,0,1046,0,0,0,0,0,583.5,0.720598118,884
1/12/2022 1:00,111.78,1299,644,0,644,0,0,0,0,0,583.5,0.894657258,1299
1/12/2022 2:00,111.78,1299,644,0,644,0,0,0,0,0,583.5,0.894657258,1299
1/12/2022 3:00,111.78,1299,644,0,644,0,0,0,0,0,583.5,0.894657258,1299
1/12/2022 4:00,111.78,1299,644,0,644,0,0,0,0,0,583.5,0.894657258,1299
1/12/2022 5:00,111.78,1299,644,0,644,0,0,0,0,0,583.5,0.894657258,1299
1/12/2022 6:00,111.78,1299,644,0,644,0,0,0,0,0,583.5,0.894657258,1299
1/12/2022 7:00,111.84,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/12/2022 8:00,111.84,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/12/2022 9:00,111.84,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/12/2022 10:00,111.84,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/12/2022 11:00,111.84,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/12/2022 12:00,111.84,633,250,0,250,0,0,0,0,0,583.5,0.531754032,633
1/12/2022 13:00,111.79,977,1230,0,1230,0,0,0,0,0,583.5,0.784106183,977
1/12/2022 14:00,111.79,977,1230,0,1230,0,0,0,0,0,583.5,0.784106183,977
1/12/2022 15:00,111.79,977,1230,0,1230,0,0,0,0,0,583.5,0.784106183,977
1/12/2022 16:00,111.79,977,1230,0,1230,0,0,0,0,0,583.5,0.784106183,977
1/12/2022 17:00,111.79,977,1230,0,1230,0,0,0,0,0,583.5,0.784106183,977
1/12/2022 18:00,111.79,977,1230,0,1230,0,0,0,0,0,583.5,0.784106183,977
1/12/2022 19:00,111.65,967,2219,0,2219,0,0,0,0,0,583.5,0.777385753,967
1/12/2022 20:00,111.65,967,2219,0,2219,0,0,0,0,0,583.5,0.777385753,967
1/12/2022 21:00,111.65,967,2219,0,2219,0,0,0,0,0,583.5,0.777385753,967
1/12/2022 22:00,111.65,967,2219,0,2219,0,0,0,0,0,583.5,0.777385753,967
1/12/2022 23:00,111.65,967,2219,0,2219,0,0,0,0,0,583.5,0.777385753,967
1/13/2022 0:00,111.65,967,2219,0,2219,0,0,0,0,0,583.5,0.777385753,967
1/13/2022 1:00,111.56,1430,2228,0,2228,0,0,0,0,0,583.5,0.925403226,1430
1/13/2022 2:00,111.56,1430,2228,0,2228,0,0,0,0,0,583.5,0.925403226,1430
1/13/2022 3:00,111.56,1430,2228,0,2228,0,0,0,0,0,583.5,0.925403226,1430
1/13/2022 4:00,111.56,1430,2228,0,2228,0,0,0,0,0,583.5,0.925403226,1430
1/13/2022 5:00,111.56,1430,2228,0,2228,0,0,0,0,0,583.5,0.925403226,1430
