thoi_diem,muc_nuoc_thuong_luu_m,luu_luong_den_ho_m3_s,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),_time_raw,_time_clean
2025-10-22 08:00:00,115.48,544,22.0,66,0.0,100,10/22/2025 8:00,10/22/2025 8:00
2025-10-22 09:00:00,115.43,1111,22.7,64,0.0,100,10/22/2025 9:00,10/22/2025 9:00
2025-10-22 10:00:00,115.38,1117,23.4,61,0.0,100,10/22/2025 10:00,10/22/2025 10:00
2025-10-22 11:00:00,115.35,1095,24.9,56,0.0,100,10/22/2025 11:00,10/22/2025 11:00
2025-10-22 12:00:00,115.34,900,25.5,54,0.0,100,10/22/2025 12:00,10/22/2025 12:00
2025-10-22 13:00:00,115.34,751,25.5,55,0.0,100,10/22/2025 13:00,10/22/2025 13:00
2025-10-22 14:00:00,115.33,271,25.3,54,0.0,100,10/22/2025 14:00,10/22/2025 14:00
2025-10-22 15:00:00,115.34,1503,25.6,54,0.0,100,10/22/2025 15:00,10/22/2025 15:00
2025-10-22 16:00:00,115.34,1296,25.4,59,0.0,100,10/22/2025 16:00,10/22/2025 16:00
2025-10-22 17:00:00,115.33,1211,23.3,66,0.0,100,10/22/2025 17:00,10/22/2025 17:00
2025-10-22 18:00:00,115.33,1848,22.5,70,0.0,100,10/22/2025 18:00,10/22/2025 18:00
2025-10-22 19:00:00,115.34,2466,23.2,68,0.0,100,10/22/2025 19:00,10/22/2025 19:00
2025-10-22 20:00:00,115.36,3216,22.8,67,0.0,100,10/22/2025 20:00,10/22/2025 20:00
2025-10-22 21:00:00,115.39,3208,22.3,67,0.0,100,10/22/2025 21:00,10/22/2025 21:00
2025-10-22 22:00:00,115.42,2704,21.9,66,0.0,100,10/22/2025 22:00,10/22/2025 22:00
2025-10-22 23:00:00,115.46,2891,21.6,66,0.0,100,10/22/2025 23:00,10/22/2025 23:00
2025-10-23 00:00:00,115.49,2440,21.3,66,0.0,100,10/23/2025 0:00,10/23/2025 0:00
2025-10-23 01:00:00,115.5,1309,21.5,68,0.0,100,10/23/2025 1:00,10/23/2025 1:00
2025-10-23 02:00:00,115.5,742,20.9,69,0.0,96,10/23/2025 2:00,10/23/2025 2:00
2025-10-23 03:00:00,115.51,1308,20.5,70,0.0,93,10/23/2025 3:00,10/23/2025 3:00
2025-10-23 04:00:00,115.52,1309,19.9,72,0.0,89,10/23/2025 4:00,10/23/2025 4:00
2025-10-23 05:00:00,115.53,1252,19.4,74,0.0,88,10/23/2025 5:00,10/23/2025 5:00
2025-10-23 06:00:00,115.54,1082,19.3,74,0.0,100,10/23/2025 6:00,10/23/2025 6:00
2025-10-23 07:00:00,115.55,1305,20.1,72,0.0,100,10/23/2025 7:00,10/23/2025 7:00
2025-10-23 08:00:00,115.56,1437,19.7,74,0.0,100,10/23/2025 8:00,10/23/2025 8:00
2025-10-23 09:00:00,115.58,2137,19.7,75,0.0,100,10/23/2025 9:00,10/23/2025 9:00
2025-10-23 10:00:00,115.61,2704,20.1,73,0.0,100,10/23/2025 10:00,10/23/2025 10:00
2025-10-23 11:00:00,115.63,2174,20.2,73,0.0,100,10/23/2025 11:00,10/23/2025 11:00
2025-10-23 12:00:00,115.64,1605,20.3,72,0.0,100,10/23/2025 12:00,10/23/2025 12:00
2025-10-23 13:00:00,115.65,1530,21.0,70,0.3,100,10/23/2025 13:00,10/23/2025 13:00
2025-10-23 14:00:00,115.65,1008,20.8,70,0.0,100,10/23/2025 14:00,10/23/2025 14:00
2025-10-23 15:00:00,115.65,1008,20.6,74,0.0,100,10/23/2025 15:00,10/23/2025 15:00
2025-10-23 16:00:00,115.65,1203,20.3,75,0.0,100,10/23/2025 16:00,10/23/2025 16:00
2025-10-23 17:00:00,115.64,1344,19.9,78,0.0,100,10/23/2025 17:00,10/23/2025 17:00
2025-10-23 18:00:00,115.64,2317,19.6,80,0.0,100,10/23/2025 18:00,10/23/2025 18:00
2025-10-23 19:00:00,115.66,3155,20.3,83,0.0,100,10/23/2025 19:00,10/23/2025 19:00
2025-10-23 20:00:00,115.68,2944,20.2,84,0.0,100,10/23/2025 20:00,10/23/2025 20:00
2025-10-23 21:00:00,115.7,2909,20.3,81,0.0,100,10/23/2025 21:00,10/23/2025 21:00
2025-10-23 22:00:00,115.72,2569,20.2,81,0.1,100,10/23/2025 22:00,10/23/2025 22:00
2025-10-23 23:00:00,115.74,2112,19.8,84,0.3,100,10/23/2025 23:00,10/23/2025 23:00
