thoi_diem,muc_nuoc_thuong_luu_m,luu_luong_den_ho_m3_s,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),_time_raw,_time_clean
2025-09-01 00:00:00,105.09,3574,25.1,99,0.0,100,9/1/2025 0:00,9/1/2025 0:00
2025-09-01 01:00:00,105.13,2927,24.9,100,0.0,98,9/1/2025 1:00,9/1/2025 1:00
2025-09-01 02:00:00,105.17,2865,25.0,95,0.2,99,9/1/2025 2:00,9/1/2025 2:00
2025-09-01 03:00:00,105.2,2348,24.9,98,0.6,99,9/1/2025 3:00,9/1/2025 3:00
2025-09-01 04:00:00,105.23,2344,24.5,99,2.3,97,9/1/2025 4:00,9/1/2025 4:00
2025-09-01 05:00:00,105.25,1829,24.6,100,0.5,100,9/1/2025 5:00,9/1/2025 5:00
2025-09-01 06:00:00,105.27,1832,24.5,100,0.0,99,9/1/2025 6:00,9/1/2025 6:00
2025-09-01 07:00:00,105.29,1828,25.0,98,0.0,100,9/1/2025 7:00,9/1/2025 7:00
2025-09-01 08:00:00,105.31,1981,26.0,97,0.2,100,9/1/2025 8:00,9/1/2025 8:00
2025-09-01 09:00:00,105.34,2022,26.6,95,0.3,100,9/1/2025 9:00,9/1/2025 9:00
2025-09-01 10:00:00,105.36,1699,27.8,88,0.2,100,9/1/2025 10:00,9/1/2025 10:00
2025-09-01 11:00:00,105.38,1699,27.7,87,0.3,100,9/1/2025 11:00,9/1/2025 11:00
2025-09-01 12:00:00,105.39,1184,28.1,85,0.1,100,9/1/2025 12:00,9/1/2025 12:00
2025-09-01 13:00:00,105.39,669,29.7,76,0.0,100,9/1/2025 13:00,9/1/2025 13:00
2025-09-01 14:00:00,105.38,434,30.4,72,0.0,100,9/1/2025 14:00,9/1/2025 14:00
2025-09-01 15:00:00,105.37,472,30.5,71,0.0,99,9/1/2025 15:00,9/1/2025 15:00
2025-09-01 16:00:00,105.35,626,30.7,71,0.0,38,9/1/2025 16:00,9/1/2025 16:00
2025-09-01 17:00:00,105.34,1050,30.0,74,0.0,21,9/1/2025 17:00,9/1/2025 17:00
2025-09-01 18:00:00,105.33,1065,28.7,85,0.0,51,9/1/2025 18:00,9/1/2025 18:00
2025-09-01 19:00:00,105.33,1499,27.9,88,0.0,91,9/1/2025 19:00,9/1/2025 19:00
2025-09-01 20:00:00,105.34,1739,27.0,92,0.0,100,9/1/2025 20:00,9/1/2025 20:00
2025-09-01 21:00:00,105.35,1736,26.6,95,0.0,100,9/1/2025 21:00,9/1/2025 21:00
2025-09-01 22:00:00,105.37,2246,26.2,97,0.0,100,9/1/2025 22:00,9/1/2025 22:00
2025-09-01 23:00:00,105.39,2164,25.9,99,0.0,95,9/1/2025 23:00,9/1/2025 23:00
2025-09-02 00:00:00,105.41,2100,25.6,99,0.0,86,9/2/2025 0:00,9/2/2025 0:00
2025-09-02 01:00:00,105.42,1375,25.3,99,0.0,17,9/2/2025 1:00,9/2/2025 1:00
2025-09-02 02:00:00,105.42,731,25.2,99,0.0,7,9/2/2025 2:00,9/2/2025 2:00
2025-09-02 03:00:00,105.42,668,25.1,99,0.0,24,9/2/2025 3:00,9/2/2025 3:00
2025-09-02 04:00:00,105.42,670,24.9,100,0.0,100,9/2/2025 4:00,9/2/2025 4:00
2025-09-02 05:00:00,105.43,1270,24.8,100,0.0,99,9/2/2025 5:00,9/2/2025 5:00
2025-09-02 06:00:00,105.43,984,24.8,100,0.0,100,9/2/2025 6:00,9/2/2025 6:00
2025-09-02 07:00:00,105.43,993,26.0,96,0.0,100,9/2/2025 7:00,9/2/2025 7:00
2025-09-02 08:00:00,105.44,1279,28.0,86,0.1,42,9/2/2025 8:00,9/2/2025 8:00
2025-09-02 09:00:00,105.45,1188,29.4,76,0.0,35,9/2/2025 9:00,9/2/2025 9:00
2025-09-02 10:00:00,105.47,1446,30.6,69,0.0,20,9/2/2025 10:00,9/2/2025 10:00
2025-09-02 11:00:00,105.49,1441,31.6,64,0.1,88,9/2/2025 11:00,9/2/2025 11:00
2025-09-02 12:00:00,105.51,1492,32.0,63,0.2,100,9/2/2025 12:00,9/2/2025 12:00
2025-09-02 13:00:00,105.53,1441,31.7,69,0.1,82,9/2/2025 13:00,9/2/2025 13:00
2025-09-02 14:00:00,105.54,1183,31.7,69,0.1,89,9/2/2025 14:00,9/2/2025 14:00
2025-09-02 15:00:00,105.56,1698,30.5,74,0.6,87,9/2/2025 15:00,9/2/2025 15:00
2025-09-02 16:00:00,105.56,1203,30.1,77,0.0,87,9/2/2025 16:00,9/2/2025 16:00
2025-09-02 17:00:00,105.54,274,29.9,79,0.0,88,9/2/2025 17:00,9/2/2025 17:00
2025-09-02 18:00:00,105.53,779,28.7,86,0.0,73,9/2/2025 18:00,9/2/2025 18:00
2025-09-02 19:00:00,105.51,555,27.9,90,0.0,52,9/2/2025 19:00,9/2/2025 19:00
2025-09-02 20:00:00,105.5,750,27.7,93,0.0,98,9/2/2025 20:00,9/2/2025 20:00
2025-09-02 21:00:00,105.5,1081,27.3,95,0.0,94,9/2/2025 21:00,9/2/2025 21:00
2025-09-02 22:00:00,105.51,1407,26.9,97,0.0,64,9/2/2025 22:00,9/2/2025 22:00
2025-09-02 23:00:00,105.51,1107,26.7,97,0.0,58,9/2/2025 23:00,9/2/2025 23:00
2025-09-03 00:00:00,105.52,1347,26.4,97,0.0,32,9/3/2025 0:00,9/3/2025 0:00
2025-09-03 01:00:00,105.55,1957,26.1,97,0.0,5,9/3/2025 1:00,9/3/2025 1:00
2025-09-03 02:00:00,105.56,1183,25.8,97,0.0,1,9/3/2025 2:00,9/3/2025 2:00
2025-09-03 03:00:00,105.57,1182,25.5,98,0.0,4,9/3/2025 3:00,9/3/2025 3:00
2025-09-03 04:00:00,105.57,873,25.4,99,0.0,57,9/3/2025 4:00,9/3/2025 4:00
2025-09-03 05:00:00,105.56,626,25.2,99,0.0,76,9/3/2025 5:00,9/3/2025 5:00
2025-09-03 06:00:00,105.55,543,25.3,98,0.0,17,9/3/2025 6:00,9/3/2025 6:00
2025-09-03 07:00:00,105.55,1099,26.4,95,0.0,17,9/3/2025 7:00,9/3/2025 7:00
2025-09-03 08:00:00,105.54,638,28.5,87,0.0,34,9/3/2025 8:00,9/3/2025 8:00
2025-09-03 09:00:00,105.53,1142,30.0,77,0.0,76,9/3/2025 9:00,9/3/2025 9:00
2025-09-03 10:00:00,105.52,1531,31.5,68,0.0,88,9/3/2025 10:00,9/3/2025 10:00
2025-09-03 11:00:00,105.51,1679,32.7,60,0.0,53,9/3/2025 11:00,9/3/2025 11:00
2025-09-03 12:00:00,105.51,2077,33.4,57,0.0,14,9/3/2025 12:00,9/3/2025 12:00
2025-09-03 13:00:00,105.52,2589,33.9,55,0.0,14,9/3/2025 13:00,9/3/2025 13:00
2025-09-03 14:00:00,105.54,3109,34.1,55,0.0,18,9/3/2025 14:00,9/3/2025 14:00
2025-09-03 15:00:00,105.56,3100,33.7,57,0.0,56,9/3/2025 15:00,9/3/2025 15:00
2025-09-03 16:00:00,105.58,3223,33.1,60,0.0,19,9/3/2025 16:00,9/3/2025 16:00
2025-09-03 17:00:00,105.59,2836,31.6,70,0.0,18,9/3/2025 17:00,9/3/2025 17:00
2025-09-03 18:00:00,105.61,2948,29.8,80,0.0,21,9/3/2025 18:00,9/3/2025 18:00
2025-09-03 19:00:00,105.62,2589,28.9,86,0.0,9,9/3/2025 19:00,9/3/2025 19:00
2025-09-03 20:00:00,105.62,2322,29.0,83,0.0,36,9/3/2025 20:00,9/3/2025 20:00
2025-09-03 21:00:00,105.64,3146,28.4,87,0.0,43,9/3/2025 21:00,9/3/2025 21:00
2025-09-03 22:00:00,105.65,2841,27.8,89,0.0,13,9/3/2025 22:00,9/3/2025 22:00
2025-09-03 23:00:00,105.65,2323,27.3,92,0.0,87,9/3/2025 23:00,9/3/2025 23:00
2025-09-04 00:00:00,105.64,1962,26.7,94,0.0,85,9/4/2025 0:00,9/4/2025 0:00
2025-09-04 01:00:00,105.63,1809,26.2,97,0.0,18,9/4/2025 1:00,9/4/2025 1:00
2025-09-04 02:00:00,105.63,2326,25.9,97,0.0,0,9/4/2025 2:00,9/4/2025 2:00
2025-09-04 03:00:00,105.63,2326,25.5,98,0.0,0,9/4/2025 3:00,9/4/2025 3:00
2025-09-04 04:00:00,105.63,2327,25.2,99,0.0,4,9/4/2025 4:00,9/4/2025 4:00
2025-09-04 05:00:00,105.62,1812,25.1,99,0.0,8,9/4/2025 5:00,9/4/2025 5:00
2025-09-04 06:00:00,105.6,1503,25.1,99,0.0,6,9/4/2025 6:00,9/4/2025 6:00
2025-09-04 07:00:00,105.61,2843,26.4,94,0.0,72,9/4/2025 7:00,9/4/2025 7:00
2025-09-04 08:00:00,105.62,2837,28.8,86,0.0,0,9/4/2025 8:00,9/4/2025 8:00
2025-09-04 09:00:00,105.62,2322,30.3,76,0.0,3,9/4/2025 9:00,9/4/2025 9:00
2025-09-04 10:00:00,105.62,2134,31.6,68,0.0,6,9/4/2025 10:00,9/4/2025 10:00
2025-09-04 11:00:00,105.62,2136,32.8,61,0.0,48,9/4/2025 11:00,9/4/2025 11:00
2025-09-04 12:00:00,105.61,1814,33.6,56,0.0,33,9/4/2025 12:00,9/4/2025 12:00
2025-09-04 13:00:00,105.6,1813,34.1,55,0.0,11,9/4/2025 13:00,9/4/2025 13:00
2025-09-04 14:00:00,105.59,1811,34.3,54,0.0,4,9/4/2025 14:00,9/4/2025 14:00
2025-09-04 15:00:00,105.59,2325,34.2,54,0.0,13,9/4/2025 15:00,9/4/2025 15:00
2025-09-04 16:00:00,105.6,2841,33.6,57,0.0,8,9/4/2025 16:00,9/4/2025 16:00
2025-09-04 17:00:00,105.61,2839,32.4,66,0.0,15,9/4/2025 17:00,9/4/2025 17:00
2025-09-04 18:00:00,105.62,2838,30.5,75,0.0,8,9/4/2025 18:00,9/4/2025 18:00
2025-09-04 19:00:00,105.62,2325,29.4,80,0.0,3,9/4/2025 19:00,9/4/2025 19:00
2025-09-04 20:00:00,105.63,2618,29.4,80,0.0,0,9/4/2025 20:00,9/4/2025 20:00
2025-09-04 21:00:00,105.64,2620,28.7,83,0.0,0,9/4/2025 21:00,9/4/2025 21:00
2025-09-04 22:00:00,105.64,2327,28.0,86,0.0,0,9/4/2025 22:00,9/4/2025 22:00
2025-09-04 23:00:00,105.63,1963,27.5,88,0.0,5,9/4/2025 23:00,9/4/2025 23:00
2025-09-05 00:00:00,105.62,1800,27.0,89,0.0,10,9/5/2025 0:00,9/5/2025 0:00
2025-09-05 01:00:00,105.61,1519,26.5,91,0.0,43,9/5/2025 1:00,9/5/2025 1:00
2025-09-05 02:00:00,105.6,1245,26.1,94,0.0,76,9/5/2025 2:00,9/5/2025 2:00
2025-09-05 03:00:00,105.6,1762,25.7,96,0.0,50,9/5/2025 3:00,9/5/2025 3:00
2025-09-05 04:00:00,105.6,1759,25.3,97,0.0,67,9/5/2025 4:00,9/5/2025 4:00
2025-09-05 05:00:00,105.6,1760,25.2,97,0.0,79,9/5/2025 5:00,9/5/2025 5:00
2025-09-05 06:00:00,105.59,1247,25.1,97,0.0,65,9/5/2025 6:00,9/5/2025 6:00
2025-09-05 07:00:00,105.57,934,26.5,92,0.0,86,9/5/2025 7:00,9/5/2025 7:00
2025-09-05 08:00:00,105.55,876,29.0,83,0.0,88,9/5/2025 8:00,9/5/2025 8:00
2025-09-05 09:00:00,105.53,1159,30.7,72,0.0,62,9/5/2025 9:00,9/5/2025 9:00
2025-09-05 10:00:00,105.5,818,32.2,63,0.0,44,9/5/2025 10:00,9/5/2025 10:00
2025-09-05 11:00:00,105.5,2365,33.3,58,0.0,49,9/5/2025 11:00,9/5/2025 11:00
2025-09-05 12:00:00,105.49,1812,34.2,54,0.0,20,9/5/2025 12:00,9/5/2025 12:00
2025-09-05 13:00:00,105.48,1812,34.7,52,0.0,13,9/5/2025 13:00,9/5/2025 13:00
2025-09-05 14:00:00,105.46,1296,34.8,52,0.0,21,9/5/2025 14:00,9/5/2025 14:00
2025-09-05 15:00:00,105.45,1813,34.8,51,0.0,8,9/5/2025 15:00,9/5/2025 15:00
2025-09-05 16:00:00,105.44,1814,34.5,53,0.0,9,9/5/2025 16:00,9/5/2025 16:00
2025-09-05 17:00:00,105.43,1799,33.3,62,0.0,4,9/5/2025 17:00,9/5/2025 17:00
2025-09-05 18:00:00,105.43,2315,31.3,75,0.0,6,9/5/2025 18:00,9/5/2025 18:00
2025-09-05 19:00:00,105.45,2951,30.1,79,0.0,2,9/5/2025 19:00,9/5/2025 19:00
2025-09-05 20:00:00,105.48,3136,29.9,84,0.0,88,9/5/2025 20:00,9/5/2025 20:00
2025-09-05 21:00:00,105.5,2926,29.5,85,0.0,99,9/5/2025 21:00,9/5/2025 21:00
2025-09-05 22:00:00,105.5,2327,28.8,88,0.0,41,9/5/2025 22:00,9/5/2025 22:00
2025-09-05 23:00:00,105.48,1298,28.3,91,0.0,100,9/5/2025 23:00,9/5/2025 23:00
2025-09-06 00:00:00,105.46,1298,27.8,92,0.0,95,9/6/2025 0:00,9/6/2025 0:00
2025-09-06 01:00:00,105.44,1298,27.3,94,0.0,74,9/6/2025 1:00,9/6/2025 1:00
2025-09-06 02:00:00,105.42,1299,26.8,96,0.0,86,9/6/2025 2:00,9/6/2025 2:00
2025-09-06 03:00:00,105.42,2331,26.5,97,0.0,55,9/6/2025 3:00,9/6/2025 3:00
2025-09-06 04:00:00,105.41,1817,26.2,98,0.0,100,9/6/2025 4:00,9/6/2025 4:00
2025-09-06 05:00:00,105.39,1303,26.0,99,0.0,98,9/6/2025 5:00,9/6/2025 5:00
2025-09-06 06:00:00,105.37,1303,26.0,99,0.0,99,9/6/2025 6:00,9/6/2025 6:00
2025-09-06 07:00:00,105.35,1302,27.3,94,0.0,99,9/6/2025 7:00,9/6/2025 7:00
2025-09-06 08:00:00,105.33,1300,29.4,84,0.0,92,9/6/2025 8:00,9/6/2025 8:00
2025-09-06 09:00:00,105.32,1917,30.7,76,0.0,100,9/6/2025 9:00,9/6/2025 9:00
2025-09-06 10:00:00,105.32,2329,31.8,68,0.0,99,9/6/2025 10:00,9/6/2025 10:00
2025-09-06 11:00:00,105.31,1816,32.6,65,0.0,100,9/6/2025 11:00,9/6/2025 11:00
2025-09-06 12:00:00,105.31,2048,33.0,63,0.0,100,9/6/2025 12:00,9/6/2025 12:00
2025-09-06 13:00:00,105.31,2047,33.3,62,0.0,100,9/6/2025 13:00,9/6/2025 13:00
2025-09-06 14:00:00,105.3,1818,33.1,63,0.0,96,9/6/2025 14:00,9/6/2025 14:00
2025-09-06 15:00:00,105.28,1302,32.5,65,0.5,97,9/6/2025 15:00,9/6/2025 15:00
2025-09-06 16:00:00,105.25,788,32.4,63,0.0,100,9/6/2025 16:00,9/6/2025 16:00
2025-09-06 17:00:00,105.21,482,32.1,66,0.0,100,9/6/2025 17:00,9/6/2025 17:00
2025-09-06 18:00:00,105.2,1822,30.4,78,0.0,100,9/6/2025 18:00,9/6/2025 18:00
2025-09-06 19:00:00,105.21,2849,29.4,85,0.0,96,9/6/2025 19:00,9/6/2025 19:00
2025-09-06 20:00:00,105.23,3362,28.8,86,0.0,65,9/6/2025 20:00,9/6/2025 20:00
2025-09-06 21:00:00,105.23,2333,28.4,90,0.0,5,9/6/2025 21:00,9/6/2025 21:00
2025-09-06 22:00:00,105.23,2334,27.9,92,0.0,3,9/6/2025 22:00,9/6/2025 22:00
2025-09-06 23:00:00,105.23,2331,27.6,95,0.0,66,9/6/2025 23:00,9/6/2025 23:00
2025-09-07 00:00:00,105.22,1818,27.3,96,0.0,0,9/7/2025 0:00,9/7/2025 0:00
2025-09-07 01:00:00,105.21,1746,27.0,97,0.0,0,9/7/2025 1:00,9/7/2025 1:00
2025-09-07 02:00:00,105.21,2020,26.8,97,0.0,1,9/7/2025 2:00,9/7/2025 2:00
2025-09-07 03:00:00,105.21,1854,26.6,98,0.0,4,9/7/2025 3:00,9/7/2025 3:00
2025-09-07 04:00:00,105.22,2248,26.4,99,0.0,2,9/7/2025 4:00,9/7/2025 4:00
2025-09-07 05:00:00,105.23,2124,26.2,100,0.0,99,9/7/2025 5:00,9/7/2025 5:00
2025-09-07 06:00:00,105.24,2110,26.2,100,0.0,100,9/7/2025 6:00,9/7/2025 6:00
2025-09-07 07:00:00,105.25,2008,27.3,97,0.0,99,9/7/2025 7:00,9/7/2025 7:00
2025-09-07 08:00:00,105.27,2553,28.7,82,0.0,49,9/7/2025 8:00,9/7/2025 8:00
2025-09-07 09:00:00,105.3,2979,29.9,76,0.0,80,9/7/2025 9:00,9/7/2025 9:00
2025-09-07 10:00:00,105.32,2465,30.8,71,0.1,49,9/7/2025 10:00,9/7/2025 10:00
2025-09-07 11:00:00,105.32,1785,31.8,66,0.0,70,9/7/2025 11:00,9/7/2025 11:00
2025-09-07 12:00:00,105.31,1329,32.4,65,0.1,75,9/7/2025 12:00,9/7/2025 12:00
2025-09-07 13:00:00,105.29,1019,32.9,63,0.1,21,9/7/2025 13:00,9/7/2025 13:00
2025-09-07 14:00:00,105.26,886,32.7,61,0.1,23,9/7/2025 14:00,9/7/2025 14:00
2025-09-07 15:00:00,105.23,992,32.8,61,0.1,36,9/7/2025 15:00,9/7/2025 15:00
2025-09-07 16:00:00,105.23,2334,32.5,62,0.0,88,9/7/2025 16:00,9/7/2025 16:00
2025-09-07 17:00:00,105.24,2438,32.1,63,0.0,85,9/7/2025 17:00,9/7/2025 17:00
2025-09-07 18:00:00,105.25,2848,30.6,80,0.0,100,9/7/2025 18:00,9/7/2025 18:00
2025-09-07 19:00:00,105.25,2172,29.8,82,0.0,100,9/7/2025 19:00,9/7/2025 19:00
2025-09-07 20:00:00,105.26,2428,29.8,90,0.0,100,9/7/2025 20:00,9/7/2025 20:00
2025-09-07 21:00:00,105.27,2480,29.1,95,0.0,100,9/7/2025 21:00,9/7/2025 21:00
2025-09-07 22:00:00,105.28,2740,28.5,96,0.0,100,9/7/2025 22:00,9/7/2025 22:00
2025-09-07 23:00:00,105.3,3105,28.0,95,0.0,100,9/7/2025 23:00,9/7/2025 23:00
2025-09-08 00:00:00,105.32,3157,27.5,96,0.0,94,9/8/2025 0:00,9/8/2025 0:00
2025-09-08 01:00:00,105.34,2978,27.3,94,0.0,44,9/8/2025 1:00,9/8/2025 1:00
2025-09-08 02:00:00,105.37,3012,27.2,92,0.0,39,9/8/2025 2:00,9/8/2025 2:00
2025-09-08 03:00:00,105.4,2839,27.0,91,0.0,5,9/8/2025 3:00,9/8/2025 3:00
2025-09-08 04:00:00,105.41,1747,26.7,93,0.0,7,9/8/2025 4:00,9/8/2025 4:00
2025-09-08 05:00:00,105.42,1954,26.6,92,0.0,65,9/8/2025 5:00,9/8/2025 5:00
2025-09-08 06:00:00,105.44,2646,26.7,92,0.0,82,9/8/2025 6:00,9/8/2025 6:00
2025-09-08 07:00:00,105.47,2809,28.1,87,0.0,100,9/8/2025 7:00,9/8/2025 7:00
2025-09-08 08:00:00,105.5,3017,30.4,81,0.0,96,9/8/2025 8:00,9/8/2025 8:00
2025-09-08 09:00:00,105.52,2961,32.1,70,0.0,96,9/8/2025 9:00,9/8/2025 9:00
2025-09-08 10:00:00,105.53,2628,32.9,66,0.0,95,9/8/2025 10:00,9/8/2025 10:00
2025-09-08 11:00:00,105.54,2766,33.4,65,0.1,58,9/8/2025 11:00,9/8/2025 11:00
2025-09-08 12:00:00,105.55,2839,34.2,62,0.1,63,9/8/2025 12:00,9/8/2025 12:00
2025-09-08 13:00:00,105.55,2323,34.7,58,0.0,69,9/8/2025 13:00,9/8/2025 13:00
2025-09-08 14:00:00,105.53,1295,34.8,56,0.0,99,9/8/2025 14:00,9/8/2025 14:00
2025-09-08 15:00:00,105.51,1298,34.4,58,0.0,73,9/8/2025 15:00,9/8/2025 15:00
2025-09-08 16:00:00,105.5,1684,34.1,58,0.3,43,9/8/2025 16:00,9/8/2025 16:00
2025-09-08 17:00:00,105.5,2200,33.7,61,0.0,100,9/8/2025 17:00,9/8/2025 17:00
2025-09-08 18:00:00,105.51,2715,31.7,76,0.0,100,9/8/2025 18:00,9/8/2025 18:00
2025-09-08 19:00:00,105.53,2948,30.7,81,0.0,100,9/8/2025 19:00,9/8/2025 19:00
2025-09-08 20:00:00,105.55,2946,30.4,82,0.0,100,9/8/2025 20:00,9/8/2025 20:00
2025-09-08 21:00:00,105.57,3072,30.2,79,0.0,100,9/8/2025 21:00,9/8/2025 21:00
2025-09-08 22:00:00,105.59,3097,29.4,79,0.0,100,9/8/2025 22:00,9/8/2025 22:00
2025-09-08 23:00:00,105.61,3146,28.8,81,0.0,100,9/8/2025 23:00,9/8/2025 23:00
2025-09-09 00:00:00,105.62,2837,28.3,85,0.0,100,9/9/2025 0:00,9/9/2025 0:00
2025-09-09 01:00:00,105.62,2324,28.0,87,0.0,100,9/9/2025 1:00,9/9/2025 1:00
2025-09-09 02:00:00,105.64,3165,27.7,90,0.0,99,9/9/2025 2:00,9/9/2025 2:00
2025-09-09 03:00:00,105.65,2367,27.5,92,0.0,77,9/9/2025 3:00,9/9/2025 3:00
2025-09-09 04:00:00,105.66,2186,27.3,92,0.0,100,9/9/2025 4:00,9/9/2025 4:00
2025-09-09 05:00:00,105.67,2421,27.3,93,0.0,100,9/9/2025 5:00,9/9/2025 5:00
2025-09-09 06:00:00,105.68,2304,27.2,94,0.0,100,9/9/2025 6:00,9/9/2025 6:00
2025-09-09 07:00:00,105.69,2122,28.5,89,0.0,100,9/9/2025 7:00,9/9/2025 7:00
2025-09-09 08:00:00,105.7,1959,29.5,86,0.0,100,9/9/2025 8:00,9/9/2025 8:00
2025-09-09 09:00:00,105.72,2711,29.4,85,0.0,100,9/9/2025 9:00,9/9/2025 9:00
2025-09-09 10:00:00,105.73,2589,30.1,81,0.0,100,9/9/2025 10:00,9/9/2025 10:00
2025-09-09 11:00:00,105.72,1807,30.8,76,0.0,100,9/9/2025 11:00,9/9/2025 11:00
2025-09-09 12:00:00,105.71,1469,32.0,72,0.0,100,9/9/2025 12:00,9/9/2025 12:00
2025-09-09 13:00:00,105.71,1641,31.3,73,0.0,100,9/9/2025 13:00,9/9/2025 13:00
2025-09-09 14:00:00,105.72,2032,31.0,74,0.0,100,9/9/2025 14:00,9/9/2025 14:00
2025-09-09 15:00:00,105.73,2238,31.1,74,0.0,100,9/9/2025 15:00,9/9/2025 15:00
2025-09-09 16:00:00,105.74,2550,31.0,74,0.0,95,9/9/2025 16:00,9/9/2025 16:00
2025-09-09 17:00:00,105.75,2407,30.3,76,0.0,100,9/9/2025 17:00,9/9/2025 17:00
2025-09-09 18:00:00,105.75,2064,29.5,82,0.0,100,9/9/2025 18:00,9/9/2025 18:00
2025-09-09 19:00:00,105.76,2256,29.0,86,0.0,100,9/9/2025 19:00,9/9/2025 19:00
2025-09-09 20:00:00,105.79,2751,26.7,92,0.0,100,9/9/2025 20:00,9/9/2025 20:00
2025-09-09 21:00:00,105.82,2956,26.7,94,0.0,100,9/9/2025 21:00,9/9/2025 21:00
2025-09-09 22:00:00,105.85,3110,26.8,95,0.0,100,9/9/2025 22:00,9/9/2025 22:00
2025-09-09 23:00:00,105.88,3196,26.8,96,0.0,100,9/9/2025 23:00,9/9/2025 23:00
2025-09-10 00:00:00,105.92,3207,26.5,98,0.0,100,9/10/2025 0:00,9/10/2025 0:00
2025-09-10 01:00:00,105.96,2995,26.4,98,0.0,100,9/10/2025 1:00,9/10/2025 1:00
2025-09-10 02:00:00,106.0,3048,26.4,99,0.0,100,9/10/2025 2:00,9/10/2025 2:00
2025-09-10 03:00:00,106.04,2996,26.1,98,0.0,100,9/10/2025 3:00,9/10/2025 3:00
2025-09-10 04:00:00,106.08,2896,26.0,97,0.0,98,9/10/2025 4:00,9/10/2025 4:00
2025-09-10 05:00:00,106.13,3236,25.9,97,0.0,98,9/10/2025 5:00,9/10/2025 5:00
2025-09-10 06:00:00,106.18,3407,26.0,98,0.0,95,9/10/2025 6:00,9/10/2025 6:00
2025-09-10 07:00:00,106.23,3399,26.7,95,0.0,97,9/10/2025 7:00,9/10/2025 7:00
2025-09-10 08:00:00,106.26,2789,28.1,86,0.0,90,9/10/2025 8:00,9/10/2025 8:00
2025-09-10 09:00:00,106.28,2551,29.4,79,0.0,100,9/10/2025 9:00,9/10/2025 9:00
2025-09-10 10:00:00,106.3,2767,30.3,75,0.0,100,9/10/2025 10:00,9/10/2025 10:00
2025-09-10 11:00:00,106.32,2921,31.4,71,0.0,100,9/10/2025 11:00,9/10/2025 11:00
2025-09-10 12:00:00,106.33,2338,32.2,68,0.0,100,9/10/2025 12:00,9/10/2025 12:00
2025-09-10 13:00:00,106.35,2492,33.1,63,0.0,99,9/10/2025 13:00,9/10/2025 13:00
2025-09-10 14:00:00,106.35,1777,32.5,65,0.0,100,9/10/2025 14:00,9/10/2025 14:00
2025-09-10 15:00:00,106.35,2154,29.6,79,1.3,99,9/10/2025 15:00,9/10/2025 15:00
2025-09-10 16:00:00,106.34,1802,29.3,79,0.0,100,9/10/2025 16:00,9/10/2025 16:00
2025-09-10 17:00:00,106.34,2083,29.1,81,0.0,98,9/10/2025 17:00,9/10/2025 17:00
2025-09-10 18:00:00,106.35,2360,28.5,86,0.0,100,9/10/2025 18:00,9/10/2025 18:00
2025-09-10 19:00:00,106.37,2958,28.1,89,0.0,100,9/10/2025 19:00,9/10/2025 19:00
2025-09-10 20:00:00,106.39,3064,28.0,92,0.0,100,9/10/2025 20:00,9/10/2025 20:00
2025-09-10 21:00:00,106.42,3440,27.7,93,0.0,100,9/10/2025 21:00,9/10/2025 21:00
2025-09-10 22:00:00,106.44,2869,27.4,95,0.0,100,9/10/2025 22:00,9/10/2025 22:00
2025-09-10 23:00:00,106.46,2889,27.1,97,0.0,100,9/10/2025 23:00,9/10/2025 23:00
2025-09-11 00:00:00,106.48,2717,26.8,97,0.0,100,9/11/2025 0:00,9/11/2025 0:00
2025-09-11 01:00:00,106.51,2902,26.8,94,0.0,100,9/11/2025 1:00,9/11/2025 1:00
2025-09-11 02:00:00,106.55,3187,26.4,93,0.0,100,9/11/2025 2:00,9/11/2025 2:00
2025-09-11 03:00:00,106.59,3199,26.0,96,0.0,100,9/11/2025 3:00,9/11/2025 3:00
2025-09-11 04:00:00,106.63,3176,25.9,95,0.0,100,9/11/2025 4:00,9/11/2025 4:00
2025-09-11 05:00:00,106.68,3586,25.7,95,0.0,100,9/11/2025 5:00,9/11/2025 5:00
2025-09-11 06:00:00,106.73,3691,25.6,96,0.0,99,9/11/2025 6:00,9/11/2025 6:00
2025-09-11 07:00:00,106.78,3454,26.5,92,0.0,100,9/11/2025 7:00,9/11/2025 7:00
2025-09-11 08:00:00,106.82,3268,27.8,92,0.7,100,9/11/2025 8:00,9/11/2025 8:00
2025-09-11 09:00:00,106.85,3081,28.7,87,0.1,100,9/11/2025 9:00,9/11/2025 9:00
2025-09-11 10:00:00,106.86,2530,28.1,91,1.5,100,9/11/2025 10:00,9/11/2025 10:00
2025-09-11 11:00:00,106.87,2567,29.0,88,0.2,92,9/11/2025 11:00,9/11/2025 11:00
2025-09-11 12:00:00,106.87,2004,31.2,77,0.2,99,9/11/2025 12:00,9/11/2025 12:00
2025-09-11 13:00:00,106.88,2195,32.3,71,0.1,100,9/11/2025 13:00,9/11/2025 13:00
2025-09-11 14:00:00,106.88,1743,29.0,81,1.0,100,9/11/2025 14:00,9/11/2025 14:00
2025-09-11 15:00:00,106.88,1888,28.6,83,0.1,100,9/11/2025 15:00,9/11/2025 15:00
2025-09-11 16:00:00,106.87,1591,29.4,81,0.2,100,9/11/2025 16:00,9/11/2025 16:00
2025-09-11 17:00:00,106.86,1779,29.3,82,0.0,100,9/11/2025 17:00,9/11/2025 17:00
