time,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),cloud_cover (%),muc_nuoc_thuong_luu_m,muc_nuoc_dang_binh_thuong_m,muc_nuoc_chet_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,so_cua_xa_sau,so_cua_xa_mat
2023-07-03T10:00,27.9,0,59,100,103.07,105,101,100,127,0,127,0,0
2023-07-03T11:00,26.6,0,67,100,103.07,105,101,88,0,0,0,0,0
2023-07-03T12:00,25,0,75,99,103.08,105,101,79,0,0,0,0,0
2023-07-03T13:00,23.8,0,82,100,103.09,105,101,100,0,0,0,0,0
2023-07-03T14:00,23.3,0,87,100,103.08,105,101,79,127,0,127,0,0
2023-07-03T15:00,23,0,90,100,103.08,105,101,82,127,0,127,0,0
2023-07-03T16:00,22.9,0,91,100,103.06,105,101,86,376,0,376,0,0
2023-07-03T17:00,22.4,0,94,100,103.04,105,101,70,308,0,308,0,0
2023-07-03T18:00,22.3,0,94,100,103.02,105,101,60,308,0,308,0,0
2023-07-03T19:00,21.9,0,95,100,102.99,105,101,58,376,0,376,0,0
2023-07-03T20:00,21.8,0,96,100,102.96,105,101,62,308,0,308,0,0
2023-07-03T21:00,21.6,0,96,100,102.93,105,101,60,376,0,376,0,0
2023-07-03T22:00,21.6,0,96,100,102.92,105,101,50,376,0,376,0,0
2023-07-03T23:00,22.1,0,94,100,102.93,105,101,60,0,0,0,0,0
2023-07-04T00:00,23.5,0,86,100,102.94,105,101,68,0,0,0,0,0
2023-07-04T01:00,25.3,0,77,99,102.94,105,101,79,0,0,0,0,0
2023-07-04T02:00,26.8,0,68,100,102.94,105,101,57,0,0,0,0,0
2023-07-04T03:00,27.6,0,65,99,102.94,105,101,40,0,0,0,0,0
2023-07-04T04:00,27.9,0.3,65,97,102.95,105,101,45,0,0,0,0,0
2023-07-04T05:00,29.4,0,63,96,102.95,105,101,42,0,0,0,0,0
2023-07-04T06:00,30,0.1,61,94,102.96,105,101,43,0,0,0,0,0
2023-07-04T07:00,26.7,2.6,72,100,102.96,105,101,41,0,0,0,0,0
2023-07-04T08:00,25.4,0.1,78,100,102.95,105,101,88,163,0,163,0,0
2023-07-04T09:00,25,0,80,99,102.95,105,101,88,127,0,127,0,0
2023-07-04T10:00,24.8,0,82,100,102.95,105,101,88,145,0,145,0,0
2023-07-04T11:00,24.4,0,84,99,102.95,105,101,66,0,0,0,0,0
2023-07-04T12:00,23.9,0,88,100,102.97,105,101,260,0,0,0,0,0
2023-07-04T13:00,23.3,0,91,23,102.99,105,101,260,0,0,0,0,0
2023-07-04T14:00,22.7,0,93,98,102.99,105,101,86,0,0,0,0,0
2023-07-04T15:00,22.2,0,93,93,102.98,105,101,86,290,0,290,0,0
2023-07-04T16:00,21.9,0,93,95,102.97,105,101,87,290,0,290,0,0
2023-07-04T17:00,21.6,0,93,98,102.95,105,101,40,290,0,290,0,0
2023-07-04T18:00,21.5,0,92,100,102.93,105,101,31,290,0,290,0,0
2023-07-04T19:00,21.4,0,91,100,102.91,105,101,31,290,0,290,0,0
2023-07-04T20:00,21.3,0,91,93,102.89,105,101,50,290,0,290,0,0
2023-07-04T21:00,21.3,0,91,66,102.87,105,101,60,345,0,345,0,0
2023-07-04T22:00,21.2,0,92,84,102.85,105,101,55,345,0,345,0,0
2023-07-04T23:00,21.5,0,92,3,102.83,105,101,50,290,0,290,0,0
2023-07-05T00:00,23.8,0,84,4,102.81,105,101,52,290,0,290,0,0
2023-07-05T01:00,25.9,0,75,36,102.81,105,101,34,0,0,0,0,0
2023-07-05T02:00,27.5,0,64,25,102.81,105,101,35,0,0,0,0,0
2023-07-05T03:00,28.5,0,60,26,102.82,105,101,30,0,0,0,0,0
2023-07-05T04:00,29.3,0,57,29,102.82,105,101,32,0,0,0,0,0
2023-07-05T05:00,30,0,56,43,102.81,105,101,26,120,0,120,0,0
2023-07-05T06:00,30.2,0.1,56,100,102.8,105,101,28,126,0,126,0,0
2023-07-05T07:00,30.1,0,55,100,102.79,105,101,27,126,0,126,0,0
2023-07-05T08:00,26.7,0.8,72,74,102.78,105,101,27,172,0,172,0,0
2023-07-05T09:00,26.2,0.1,76,83,102.77,105,101,43,172,0,172,0,0
2023-07-05T10:00,24.9,1.1,80,97,102.77,105,101,43,0,0,0,0,0
2023-07-05T11:00,24.2,0,82,98,102.78,105,101,87,0,0,0,0,0
2023-07-05T12:00,23.5,0,90,97,102.78,105,101,65,0,0,0,0,0
2023-07-05T13:00,23.6,0,87,100,102.79,105,101,65,0,0,0,0,0
2023-07-05T14:00,23.2,0,89,100,102.79,105,101,63,0,0,0,0,0
2023-07-05T15:00,23.4,0,87,100,102.79,105,101,62,120,0,120,0,0
2023-07-05T16:00,23.3,0,86,100,102.77,105,101,56,180,0,180,0,0
2023-07-05T17:00,23,0,88,100,102.74,105,101,50,344,0,344,0,0
2023-07-05T18:00,22.1,0,92,100,102.71,105,101,32,290,0,290,0,0
2023-07-05T19:00,21.1,0,96,100,102.68,105,101,28,344,0,344,0,0
2023-07-05T20:00,21.1,0,97,100,102.65,105,101,30,344,0,344,0,0
2023-07-05T21:00,20.8,0,97,100,102.63,105,101,32,290,0,290,0,0
2023-07-05T22:00,20.8,0,97,95,102.61,105,101,28,344,0,344,0,0
2023-07-05T23:00,21.1,0,97,99,102.6,105,101,42,172,0,172,0,0
2023-07-06T00:00,23.2,0,89,100,102.6,105,101,20,172,0,172,0,0
2023-07-06T01:00,25,0,84,100,102.6,105,101,50,0,0,0,0,0
2023-07-06T02:00,26.5,0,75,100,102.61,105,101,52,0,0,0,0,0
2023-07-06T03:00,28.1,0,65,100,102.61,105,101,50,0,0,0,0,0
2023-07-06T04:00,29.1,0,59,100,102.62,105,101,52,0,0,0,0,0
2023-07-06T05:00,30,0,56,47,102.62,105,101,51,0,0,0,0,0
2023-07-06T06:00,30.5,0,54,25,102.62,105,101,51,0,0,0,0,0
2023-07-06T07:00,30.7,0,54,22,102.61,105,101,55,126,0,126,0,0
2023-07-06T08:00,30.6,0,54,23,102.61,105,101,60,172,0,172,0,0
2023-07-06T09:00,29.5,0,57,44,102.6,105,101,62,126,0,126,0,0
2023-07-06T10:00,27.1,0.7,68,75,102.6,105,101,60,126,0,126,0,0
2023-07-06T11:00,26,0.2,75,77,102.6,105,101,40,0,0,0,0,0
2023-07-06T12:00,24.5,0.1,89,85,102.61,105,101,35,0,0,0,0,0
2023-07-06T13:00,23.8,0.5,89,94,102.61,105,101,32,0,0,0,0,0
2023-07-06T14:00,23.6,0.3,86,100,102.61,105,101,30,0,0,0,0,0
2023-07-06T15:00,23.2,0.1,91,75,102.6,105,101,25,120,0,120,0,0
2023-07-06T16:00,22.7,0,94,98,102.59,105,101,18,120,0,120,0,0
2023-07-06T17:00,22.1,0,97,98,102.57,105,101,22,313,0,313,0,0
2023-07-06T18:00,22,0,98,99,102.55,105,101,25,290,0,290,0,0
2023-07-06T19:00,21.6,0,98,97,102.53,105,101,20,280,0,280,0,0
2023-07-06T20:00,21.4,0,97,89,102.5,105,101,18,345,0,345,0,0
2023-07-06T21:00,21.3,0,97,99,102.48,105,101,45,325,0,325,0,0
2023-07-06T22:00,21.6,0,97,100,102.47,105,101,42,172,0,172,0,0
2023-07-06T23:00,21.7,0,97,100,102.47,105,101,43,0,0,0,0,0
2023-07-07T00:00,23,0,90,100,102.47,105,101,46,0,0,0,0,0
2023-07-07T01:00,25.2,0,78,99,102.47,105,101,41,0,0,0,0,0
2023-07-07T02:00,26.7,0,74,97,102.48,105,101,42,0,0,0,0,0
2023-07-07T03:00,27.8,0.1,69,90,102.48,105,101,40,0,0,0,0,0
2023-07-07T04:00,29,0,65,60,102.48,105,101,38,0,0,0,0,0
2023-07-07T05:00,29.5,0,62,100,102.48,105,101,39,0,0,0,0,0
2023-07-07T06:00,26.8,1.7,72,99,102.49,105,101,36,0,0,0,0,0
2023-07-07T07:00,26.1,0.2,78,100,102.49,105,101,50,120,0,120,0,0
2023-07-07T08:00,27.2,0.2,72,68,102.48,105,101,48,181,0,181,0,0
2023-07-07T09:00,27.2,0.1,72,80,102.47,105,101,48,127,0,127,0,0
2023-07-07T10:00,26,0.7,74,78,102.46,105,101,42,127,0,127,0,0
2023-07-07T11:00,25.3,0.2,79,29,102.47,105,101,47,0,0,0,0,0
2023-07-07T12:00,24.2,0,87,15,102.48,105,101,48,0,0,0,0,0
2023-07-07T13:00,23.2,0,92,15,102.49,105,101,65,0,0,0,0,0
2023-07-07T14:00,23.3,0,92,9,102.5,105,101,85,0,0,0,0,0
2023-07-07T15:00,23,0,93,10,102.5,105,101,86,120,0,120,0,0
2023-07-07T16:00,23.5,0.3,89,38,102.48,105,101,85,290,0,290,0,0
2023-07-07T17:00,23.5,0,89,26,102.46,105,101,75,326,0,326,0,0
2023-07-07T18:00,23.3,0,90,84,102.44,105,101,60,326,0,326,0,0
2023-07-07T19:00,22.3,0,93,90,102.42,105,101,55,326,0,326,0,0
2023-07-07T20:00,21.4,0,96,88,102.38,105,101,40,326,0,326,0,0
2023-07-07T21:00,21.2,0,98,57,102.34,105,101,32,376,0,376,0,0
2023-07-07T22:00,20.9,0,99,43,102.34,105,101,29,0,0,0,0,0
2023-07-07T23:00,21.4,0,98,31,102.35,105,101,32,0,0,0,0,0
2023-07-08T00:00,23.6,0,89,4,102.35,105,101,36,0,0,0,0,0
2023-07-08T01:00,25.7,0,79,68,102.36,105,101,38,0,0,0,0,0
2023-07-08T02:00,26.9,0.1,71,20,102.36,105,101,39,0,0,0,0,0
2023-07-08T03:00,27.9,0.1,65,31,102.37,105,101,41,0,0,0,0,0
2023-07-08T04:00,28.4,0.2,64,34,102.37,105,101,41,0,0,0,0,0
2023-07-08T05:00,28.7,0.7,66,91,102.38,105,101,40,0,0,0,0,0
2023-07-08T06:00,29.1,0.1,65,99,102.39,105,101,58,0,0,0,0,0
2023-07-08T07:00,30.1,0,58,75,102.38,105,101,52,120,0,120,0,0
2023-07-08T08:00,28.4,0.2,63,85,102.38,105,101,50,127,0,127,0,0
2023-07-08T09:00,27.1,0.4,69,75,102.38,105,101,105,127,0,127,0,0
2023-07-08T10:00,26.3,0.3,72,70,102.38,105,101,106,127,0,127,0,0
2023-07-08T11:00,25.5,0,76,94,102.39,105,101,103,0,0,0,0,0
2023-07-08T12:00,24,0,86,93,102.4,105,101,104,0,0,0,0,0
2023-07-08T13:00,23.1,0,94,96,102.41,105,101,104,0,0,0,0,0
2023-07-08T14:00,23.4,0,92,93,102.42,105,101,105,0,0,0,0,0
2023-07-08T15:00,22.1,0.1,96,91,102.41,105,101,70,120,0,120,0,0
2023-07-08T16:00,21.9,0.1,97,100,102.4,105,101,45,176,0,176,0,0
2023-07-08T17:00,21.5,0,97,99,102.4,105,101,80,176,0,176,0,0
2023-07-08T18:00,21.6,0,96,100,102.4,105,101,135,126,0,126,0,0
2023-07-08T19:00,21.2,0,96,46,102.39,105,101,70,126,0,126,0,0
2023-07-08T20:00,21.1,0,96,18,102.4,105,101,75,0,0,0,0,0
2023-07-08T21:00,20.9,0,95,6,102.41,105,101,80,0,0,0,0,0
2023-07-08T22:00,20.8,0,94,1,102.42,105,101,70,0,0,0,0,0
2023-07-08T23:00,21.3,0,93,2,102.42,105,101,75,0,0,0,0,0
2023-07-09T00:00,23.9,0,85,20,102.43,105,101,73,0,0,0,0,0
2023-07-09T01:00,25.5,0,77,2,102.43,105,101,45,0,0,0,0,0
2023-07-09T02:00,26.7,0,73,16,102.44,105,101,42,0,0,0,0,0
2023-07-09T03:00,27.9,0.1,69,24,102.44,105,101,40,0,0,0,0,0
2023-07-09T04:00,29.1,0.1,62,100,102.45,105,101,38,0,0,0,0,0
2023-07-09T05:00,25.6,1.7,75,89,102.45,105,101,36,0,0,0,0,0
2023-07-09T06:00,25,0.1,82,40,102.46,105,101,45,0,0,0,0,0
2023-07-09T07:00,28.1,0.2,70,55,102.46,105,101,48,0,0,0,0,0
2023-07-09T08:00,26.3,2.8,74,91,102.47,105,101,50,0,0,0,0,0
2023-07-09T09:00,24.7,0.1,83,97,102.48,105,101,110,0,0,0,0,0
2023-07-09T10:00,24.9,0,83,100,102.49,105,101,145,0,0,0,0,0
2023-07-09T11:00,24.5,0.1,87,100,102.5,105,101,120,0,0,0,0,0
2023-07-09T12:00,23.3,0,94,69,102.51,105,101,160,0,0,0,0,0
2023-07-09T13:00,22.8,0,95,25,102.53,105,101,195,0,0,0,0,0
2023-07-09T14:00,22.6,0,95,45,102.54,105,101,130,0,0,0,0,0
2023-07-09T15:00,22.2,0,96,93,102.54,105,101,95,120,0,120,0,0
2023-07-09T16:00,21.8,0,96,88,102.54,105,101,90,127,0,127,0,0
2023-07-09T17:00,21.7,0,96,97,102.53,105,101,80,127,0,127,0,0
2023-07-09T18:00,22,0,96,100,102.52,105,101,62,127,0,127,0,0
2023-07-09T19:00,22,0,96,97,102.52,105,101,62,127,0,127,0,0
2023-07-09T20:00,21.5,0,97,47,102.52,105,101,65,0,0,0,0,0
2023-07-09T21:00,21,0,98,100,102.53,105,101,65,0,0,0,0,0
2023-07-09T22:00,20.8,0,97,97,102.53,105,101,70,0,0,0,0,0
2023-07-09T23:00,20.9,0,97,94,102.54,105,101,68,0,0,0,0,0
2023-07-10T00:00,23.1,0,90,100,102.54,105,101,65,0,0,0,0,0
2023-07-10T01:00,25.2,0,80,100,102.55,105,101,108,0,0,0,0,0
2023-07-10T02:00,27,0,71,100,102.56,105,101,155,0,0,0,0,0
2023-07-10T03:00,28.5,0,63,100,102.58,105,101,190,0,0,0,0,0
2023-07-10T04:00,29.5,0,60,100,102.6,105,101,235,0,0,0,0,0
2023-07-10T05:00,30.5,0,59,100,102.62,105,101,240,0,0,0,0,0
2023-07-10T06:00,30.8,0,58,100,102.64,105,101,247,0,0,0,0,0
2023-07-10T07:00,30.9,0,58,100,102.65,105,101,255,120,0,120,0,0
2023-07-10T08:00,26.2,3.2,74,100,102.65,105,101,139,127,0,127,0,0
2023-07-10T09:00,25.3,0.7,80,100,102.66,105,101,179,127,0,127,0,0
2023-07-10T10:00,24.5,0,86,97,102.66,105,101,157,127,0,127,0,0
2023-07-10T11:00,24.2,0,88,91,102.67,105,101,155,0,0,0,0,0
2023-07-10T12:00,23.7,0,91,100,102.68,105,101,145,0,0,0,0,0
2023-07-10T13:00,22.8,0,95,100,102.7,105,101,188,0,0,0,0,0
2023-07-10T14:00,22.8,0,95,99,102.72,105,101,190,0,0,0,0,0
2023-07-10T15:00,22.5,0,95,95,102.72,105,101,137,120,0,120,0,0
2023-07-10T16:00,22.2,0,96,93,102.72,105,101,110,127,0,127,0,0
2023-07-10T17:00,21.9,0,96,97,102.72,105,101,127,127,0,127,0,0
2023-07-10T18:00,21.7,0,96,98,102.72,105,101,115,127,0,127,0,0
2023-07-10T19:00,21.6,0,95,75,102.71,105,101,110,154,0,154,0,0
2023-07-10T20:00,21.4,0,95,47,102.71,105,101,108,188,0,188,0,0
2023-07-10T21:00,21.1,0,97,53,102.7,105,101,100,193,0,193,0,0
2023-07-10T22:00,21.1,0,97,94,102.69,105,101,99,193,0,193,0,0
2023-07-10T23:00,21.4,0,96,94,102.69,105,101,65,0,0,0,0,0
2023-07-11T00:00,22.6,0,94,83,102.7,105,101,65,0,0,0,0,0
2023-07-11T01:00,25,0,80,34,102.7,105,101,67,0,0,0,0,0
2023-07-11T02:00,26.5,0,72,42,102.71,105,101,67,0,0,0,0,0
2023-07-11T03:00,28.2,0,63,13,102.71,105,101,65,0,0,0,0,0
2023-07-11T04:00,29.2,0,60,8,102.72,105,101,65,0,0,0,0,0
2023-07-11T05:00,30.1,0,57,3,102.72,105,101,63,0,0,0,0,0
2023-07-11T06:00,30.8,0,56,23,102.73,105,101,63,0,0,0,0,0
2023-07-11T07:00,30.6,0.1,57,61,102.73,105,101,67,127,0,127,0,0
2023-07-11T08:00,27.3,1.2,70,75,102.73,105,101,90,172,0,172,0,0
2023-07-11T09:00,26.9,0.4,72,57,102.73,105,101,95,127,0,127,0,0
2023-07-11T10:00,26.7,0.1,74,66,102.73,105,101,88,0,0,0,0,0
2023-07-11T11:00,24.6,0,84,89,102.74,105,101,85,0,0,0,0,0
2023-07-11T12:00,23.1,0.8,92,84,102.75,105,101,95,0,0,0,0,0
2023-07-11T13:00,23.1,0,92,100,102.76,105,101,105,0,0,0,0,0
2023-07-11T14:00,22.3,0,98,100,102.77,105,101,100,0,0,0,0,0
2023-07-11T15:00,22.5,0,94,100,102.77,105,101,80,120,0,120,0,0
2023-07-11T16:00,22.2,0,95,100,102.77,105,101,120,120,0,120,0,0
2023-07-11T17:00,21.8,0,96,98,102.76,105,101,110,300,0,300,0,0
2023-07-11T18:00,21.7,0,96,99,102.74,105,101,103,360,0,360,0,0
2023-07-11T19:00,21.5,0,98,98,102.72,105,101,103,360,0,360,0,0
2023-07-11T20:00,21.3,0,97,92,102.7,105,101,90,360,0,360,0,0
2023-07-11T21:00,21.1,0,96,87,102.68,105,101,80,376,0,376,0,0
2023-07-11T22:00,21.1,0,96,95,102.66,105,101,88,376,0,376,0,0
2023-07-11T23:00,21.6,0,96,100,102.63,105,101,57,363,0,363,0,0
2023-07-12T00:00,22.6,0,89,99,102.6,105,101,55,345,0,345,0,0
2023-07-12T01:00,24.5,0,82,99,102.6,105,101,48,0,0,0,0,0
2023-07-12T02:00,26,0,76,100,102.6,105,101,45,0,0,0,0,0
2023-07-12T03:00,27.8,0,70,53,102.6,105,101,44,0,0,0,0,0
2023-07-12T04:00,29.1,0,65,99,102.61,105,101,39,0,0,0,0,0
2023-07-12T05:00,30.1,0,60,95,102.61,105,101,37,0,0,0,0,0
2023-07-12T06:00,30.2,0,58,100,102.61,105,101,32,0,0,0,0,0
2023-07-12T07:00,26.9,0.9,69,100,102.6,105,101,30,172,0,172,0,0
2023-07-12T08:00,26.7,0.3,73,82,102.59,105,101,52,127,0,127,0,0
2023-07-12T09:00,27,0.1,71,71,102.58,105,101,55,127,0,127,0,0
2023-07-12T10:00,27,0.1,71,84,102.58,105,101,57,127,0,127,0,0
2023-07-12T11:00,25.6,0.1,78,98,102.58,105,101,45,0,0,0,0,0
2023-07-12T12:00,23.9,0.1,89,57,102.58,105,101,35,0,0,0,0,0
2023-07-12T13:00,23.3,0.2,91,70,102.58,105,101,33,0,0,0,0,0
2023-07-12T14:00,22.8,0.1,90,67,102.59,105,101,32,0,0,0,0,0
2023-07-12T15:00,22.2,0,93,28,102.59,105,101,37,120,0,120,0,0
2023-07-12T16:00,21.7,0,94,41,102.58,105,101,52,182,0,182,0,0
2023-07-12T17:00,21.5,0,95,76,102.57,105,101,65,254,0,254,0,0
2023-07-12T18:00,21.6,0,93,12,102.56,105,101,70,254,0,254,0,0
2023-07-12T19:00,21.8,0,92,77,102.54,105,101,80,254,0,254,0,0
2023-07-12T20:00,21.8,0,93,99,102.52,105,101,85,350,0,350,0,0
2023-07-12T21:00,21.7,0,93,100,102.5,105,101,90,350,0,350,0,0
2023-07-12T22:00,21.5,0,95,99,102.48,105,101,90,350,0,350,0,0
2023-07-12T23:00,21.8,0,94,100,102.46,105,101,95,350,0,350,0,0
2023-07-13T00:00,23.6,0,90,99,102.44,105,101,95,350,0,350,0,0
2023-07-13T01:00,25.5,0,81,100,102.43,105,101,67,0,0,0,0,0
2023-07-13T02:00,26.9,0,74,38,102.44,105,101,67,0,0,0,0,0
2023-07-13T03:00,27.8,0,71,44,102.45,105,101,67,0,0,0,0,0
2023-07-13T04:00,29.1,0,67,23,102.46,105,101,67,0,0,0,0,0
2023-07-13T05:00,29.8,0,63,22,102.47,105,101,67,0,0,0,0,0
2023-07-13T06:00,30.5,0,59,100,102.48,105,101,67,0,0,0,0,0
2023-07-13T07:00,28.8,0.2,63,100,102.48,105,101,120,127,0,127,0,0
2023-07-13T08:00,25.5,7.7,79,63,102.48,105,101,170,172,0,172,0,0
2023-07-13T09:00,25.5,0.9,78,82,102.49,105,101,182,120,0,120,0,0
2023-07-13T10:00,25.1,0.4,83,37,102.51,105,101,185,127,0,127,0,0
2023-07-13T11:00,23.7,0,89,53,102.52,105,101,160,0,0,0,0,0
2023-07-13T12:00,24,0.2,89,97,102.53,105,101,145,0,0,0,0,0
2023-07-13T13:00,23.2,0,93,84,102.54,105,101,120,0,0,0,0,0
2023-07-13T14:00,22.8,0,95,100,102.55,105,101,110,0,0,0,0,0
2023-07-13T15:00,22.3,0,96,65,102.56,105,101,142,127,0,127,0,0
2023-07-13T16:00,22,0,97,100,102.57,105,101,182,127,0,127,0,0
2023-07-13T17:00,22.2,0,96,100,102.57,105,101,195,254,0,254,0,0
2023-07-13T18:00,21.9,0,97,100,102.55,105,101,182,254,0,254,0,0
2023-07-13T19:00,21.9,0,98,100,102.52,105,101,150,310,0,310,0,0
2023-07-13T20:00,22.2,0,96,100,102.51,105,101,145,363,0,363,0,0
2023-07-13T21:00,22.2,0,96,100,102.5,105,101,148,363,0,363,0,0
2023-07-13T22:00,22.1,0,96,100,102.49,105,101,150,345,0,345,0,0
2023-07-13T23:00,22.4,0,95,100,102.48,105,101,152,254,0,254,0,0
2023-07-14T00:00,23.6,0,86,99,102.47,105,101,155,254,0,254,0,0
2023-07-14T01:00,25.2,0,79,84,102.49,105,101,165,0,0,0,0,0
2023-07-14T02:00,26.4,0,72,49,102.5,105,101,167,0,0,0,0,0
2023-07-14T03:00,28,0,68,41,102.52,105,101,172,0,0,0,0,0
2023-07-14T04:00,29,0,65,8,102.53,105,101,173,0,0,0,0,0
2023-07-14T05:00,29.8,0,62,62,102.55,105,101,175,0,0,0,0,0
2023-07-14T06:00,28.2,0.2,63,65,102.57,105,101,199,0,0,0,0,0
2023-07-14T07:00,28.3,0.3,67,43,102.59,105,101,242,0,0,0,0,0
2023-07-14T08:00,29.1,0.1,65,21,102.61,105,101,256,172,0,172,0,0
2023-07-14T09:00,28.3,0.1,67,73,102.64,105,101,245,0,0,0,0,0
2023-07-14T10:00,25.8,1.3,78,100,102.67,105,101,263,0,0,0,0,0
2023-07-14T11:00,25.1,0,83,98,102.69,105,101,220,0,0,0,0,0
2023-07-14T12:00,25.2,0,80,99,102.71,105,101,200,0,0,0,0,0
2023-07-14T13:00,24.6,0,84,97,102.72,105,101,190,0,0,0,0,0
2023-07-14T14:00,24.1,0,87,80,102.73,105,101,160,0,0,0,0,0
2023-07-14T15:00,23.6,0,90,79,102.73,105,101,134,170,0,170,0,0
2023-07-14T16:00,23.3,0.1,90,100,102.72,105,101,130,170,0,170,0,0
2023-07-14T17:00,22.1,0.1,90,91,102.71,105,101,132,170,0,170,0,0
2023-07-14T18:00,21.9,0,93,100,102.7,105,101,138,170,0,170,0,0
2023-07-14T19:00,21.6,0,95,100,102.68,105,101,151,345,0,345,0,0
2023-07-14T20:00,21.7,0,94,100,102.67,105,101,175,345,0,345,0,0
2023-07-14T21:00,21.6,0,92,100,102.66,105,101,170,345,0,345,0,0
2023-07-14T22:00,21.3,0,93,100,102.64,105,101,150,345,0,345,0,0
2023-07-14T23:00,21.5,0,93,100,102.62,105,101,120,254,0,254,0,0
2023-07-15T00:00,22.2,0,91,100,102.6,105,101,110,254,0,254,0,0
2023-07-15T01:00,23.2,0,86,100,102.61,105,101,120,0,0,0,0,0
2023-07-15T02:00,25,0,77,100,102.62,105,101,115,0,0,0,0,0
2023-07-15T03:00,26,0,73,94,102.63,105,101,110,0,0,0,0,0
2023-07-15T04:00,26.8,0,69,50,102.64,105,101,116,0,0,0,0,0
2023-07-15T05:00,27.6,0.1,67,39,102.65,105,101,110,0,0,0,0,0
2023-07-15T06:00,28.6,0.1,64,10,102.66,105,101,125,0,0,0,0,0
2023-07-15T07:00,29.1,0.4,62,57,102.68,105,101,150,0,0,0,0,0
2023-07-15T08:00,28.2,0.2,65,100,102.68,105,101,135,127,0,127,0,0
2023-07-15T09:00,27.1,0.1,70,100,102.68,105,101,168,127,0,127,0,0
2023-07-15T10:00,24.6,1.5,81,100,102.71,105,101,225,127,0,127,0,0
2023-07-15T11:00,23.7,0.8,89,100,102.73,105,101,246,0,0,0,0,0
2023-07-15T12:00,24.3,0,84,100,102.75,105,101,250,0,0,0,0,0
2023-07-15T13:00,23.2,0,89,100,102.77,105,101,245,0,0,0,0,0
2023-07-15T14:00,22.8,0.1,92,100,102.79,105,101,242,0,0,0,0,0
2023-07-15T15:00,22.4,0,92,100,102.79,105,101,180,127,0,127,0,0
2023-07-15T16:00,21.9,0,94,100,102.8,105,101,179,127,0,127,0,0
2023-07-15T17:00,22.1,0,95,100,102.8,105,101,188,254,0,254,0,0
2023-07-15T18:00,22.3,0.1,94,100,102.79,105,101,189,254,0,254,0,0
2023-07-15T19:00,22.2,0,95,100,102.78,105,101,168,254,0,254,0,0
2023-07-15T20:00,21.9,0,97,100,102.76,105,101,160,254,0,254,0,0
2023-07-15T21:00,21.8,0,95,100,102.76,105,101,130,127,0,127,0,0
2023-07-15T22:00,21,0.1,95,100,102.76,105,101,130,127,0,127,0,0
2023-07-15T23:00,21.2,0.2,93,100,102.76,105,101,135,127,0,127,0,0
2023-07-16T00:00,21.7,0.2,91,100,102.77,105,101,150,0,0,0,0,0
2023-07-16T01:00,22.8,0.1,86,100,102.79,105,101,242,0,0,0,0,0
2023-07-16T02:00,23.9,0.2,80,100,102.81,105,101,297,0,0,0,0,0
2023-07-16T03:00,23.3,0.2,85,100,102.84,105,101,330,0,0,0,0,0
2023-07-16T04:00,25,0.1,77,100,102.87,105,101,335,0,0,0,0,0
2023-07-16T05:00,25.9,0,71,100,102.9,105,101,337,0,0,0,0,0
2023-07-16T06:00,26.3,0.1,69,100,102.93,105,101,346,0,0,0,0,0
2023-07-16T07:00,25.9,0.1,71,100,102.95,105,101,348,127,0,127,0,0
2023-07-16T08:00,25.4,0.1,75,100,102.97,105,101,365,127,0,127,0,0
2023-07-16T09:00,24.8,0,79,100,103,105,101,380,0,0,0,0,0
2023-07-16T10:00,23.8,0,84,100,103.04,105,101,465,0,0,0,0,0
2023-07-16T11:00,23.3,0,87,100,103.07,105,101,420,0,0,0,0,0
2023-07-16T12:00,23,0,89,100,103.11,105,101,490,0,0,0,0,0
2023-07-16T13:00,22.4,0,93,100,103.14,105,101,415,0,0,0,0,0
2023-07-16T14:00,22.2,0,94,100,103.17,105,101,350,0,0,0,0,0
2023-07-16T15:00,22.2,0,93,100,103.19,105,101,365,120,0,120,0,0
2023-07-16T16:00,22.3,0,92,100,103.21,105,101,360,127,0,127,0,0
2023-07-16T17:00,21.9,0.1,96,100,103.23,105,101,380,127,0,127,0,0
2023-07-16T18:00,21.8,0.1,95,100,103.25,105,101,395,127,0,127,0,0
2023-07-16T19:00,21.5,0,94,100,103.27,105,101,378,127,0,127,0,0
2023-07-16T20:00,21.5,0,93,100,103.29,105,101,387,127,0,127,0,0
2023-07-16T21:00,21.5,0.1,95,100,103.31,105,101,379,0,0,0,0,0
2023-07-16T22:00,21.4,0.2,96,100,103.34,105,101,390,0,0,0,0,0
2023-07-16T23:00,21.5,0.3,94,100,103.37,105,101,380,0,0,0,0,0
2023-07-17T00:00,21.8,2.2,96,100,103.4,105,101,395,0,0,0,0,0
2023-07-17T01:00,22.3,0.1,94,100,103.43,105,101,368,0,0,0,0,0
2023-07-17T02:00,22.4,1.3,94,100,103.45,105,101,305,0,0,0,0,0
2023-07-17T03:00,22.5,3.6,96,100,103.47,105,101,295,0,0,0,0,0
2023-07-17T04:00,23,0.6,93,100,103.49,105,101,292,0,0,0,0,0
2023-07-17T05:00,24.3,0.1,84,100,103.5,105,101,288,120,0,120,0,0
2023-07-17T06:00,26,0.1,76,100,103.49,105,101,250,345,0,345,0,0
