time,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),cloud_cover (%),muc_nuoc_thuong_luu_m,muc_nuoc_dang_binh_thuong_m,muc_nuoc_chet_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,so_cua_xa_sau,so_cua_xa_mat
2022-01-01T00:00,17.5,0,93,100,104.94,105,101,410,450,50,400,0,1
2022-01-01T01:00,19.1,0,86,44,104.93,105,101,405,450,50,400,0,1
2022-01-01T02:00,21,0,75,100,104.93,105,101,415,450,50,400,0,1
2022-01-01T03:00,21.4,0.1,76,69,104.92,105,101,420,450,50,400,0,1
2022-01-01T04:00,21.9,0.1,74,100,104.92,105,101,425,450,50,400,0,1
2022-01-01T05:00,21.8,0.1,76,50,104.91,105,101,410,450,50,400,0,1
2022-01-01T06:00,22.4,0,73,40,104.91,105,101,415,450,50,400,0,1
2022-01-01T07:00,22,0,75,46,104.9,105,101,405,450,50,400,0,1
2022-01-01T08:00,21.4,0.1,76,55,104.9,105,101,410,450,50,400,0,1
2022-01-01T09:00,20.3,0.1,80,41,104.89,105,101,415,450,50,400,0,1
2022-01-01T10:00,19.1,0,86,48,104.89,105,101,420,250,50,200,0,1
2022-01-01T11:00,18,0,92,43,104.9,105,101,425,250,50,200,0,1
2022-01-01T12:00,17.7,0,93,80,104.91,105,101,410,250,50,200,0,1
2022-01-01T13:00,17.4,0,94,36,104.92,105,101,405,250,50,200,0,1
2022-01-01T14:00,17.2,0,94,83,104.93,105,101,415,250,50,200,0,1
2022-01-01T15:00,17.2,0,95,94,104.93,105,101,400,370,50,320,0,1
2022-01-01T16:00,17.3,0,95,100,104.92,105,101,410,450,50,400,0,1
2022-01-01T17:00,17.3,0,94,100,104.92,105,101,420,450,50,400,0,1
2022-01-01T18:00,17,0,95,99,104.91,105,101,415,450,50,400,0,1
2022-01-01T19:00,17,0,95,100,104.91,105,101,425,450,50,400,0,1
2022-01-01T20:00,17.6,0,93,63,104.89,105,101,370,450,50,400,0,1
2022-01-01T21:00,17.5,0,92,61,104.88,105,101,360,450,50,400,0,1
2022-01-01T22:00,17.5,0,93,100,104.87,105,101,365,450,50,400,0,1
2022-01-01T23:00,17.8,0,91,100,104.86,105,101,345,450,50,400,0,1
2022-01-02T00:00,18,0,91,100,104.85,105,101,355,450,50,400,0,1
2022-01-02T01:00,19.4,0,85,49,104.84,105,101,350,450,50,400,0,1
2022-01-02T02:00,20.6,0.1,79,80,104.83,105,101,360,450,50,400,0,1
2022-01-02T03:00,21.2,0.1,76,77,104.82,105,101,345,450,50,400,0,1
2022-01-02T04:00,21.9,0.1,73,66,104.81,105,101,365,450,50,400,0,1
2022-01-02T05:00,22.5,0.1,70,63,104.8,105,101,355,450,50,400,0,1
2022-01-02T06:00,22.1,0.1,71,87,104.79,105,101,360,450,50,400,0,1
2022-01-02T07:00,21.8,0.1,74,70,104.78,105,101,355,450,50,400,0,1
2022-01-02T08:00,21.2,0,75,75,104.77,105,101,365,450,50,400,0,1
2022-01-02T09:00,20,0.1,81,44,104.76,105,101,360,450,50,400,0,1
2022-01-02T10:00,18.8,0,87,100,104.75,105,101,350,450,50,400,0,1
2022-01-02T11:00,17.9,0.1,94,72,104.74,105,101,355,450,50,400,0,1
2022-01-02T12:00,17.5,0,95,100,104.75,105,101,340,250,50,200,0,1
2022-01-02T13:00,17.4,0,95,100,104.76,105,101,335,250,50,200,0,1
2022-01-02T14:00,17.4,0,96,100,104.76,105,101,345,250,50,200,0,1
2022-01-02T15:00,17.3,0,96,100,104.75,105,101,330,450,50,400,0,1
2022-01-02T16:00,17.4,0,97,100,104.74,105,101,270,400,0,400,0,0
2022-01-02T17:00,17.4,0,96,100,104.73,105,101,275,400,0,400,0,0
2022-01-02T18:00,17.1,0,97,100,104.72,105,101,280,400,0,400,0,0
2022-01-02T19:00,17.1,0,97,100,104.71,105,101,285,400,0,400,0,0
2022-01-02T20:00,17.2,0,95,100,104.7,105,101,275,400,0,400,0,0
2022-01-02T21:00,17.3,0,94,100,104.69,105,101,270,400,0,400,0,0
2022-01-02T22:00,17.2,0,95,100,104.68,105,101,280,400,0,400,0,0
2022-01-02T23:00,16.9,0,96,100,104.67,105,101,290,400,0,400,0,0
2022-01-03T00:00,17.1,0,96,100,104.66,105,101,280,400,0,400,0,0
2022-01-03T01:00,18.6,0,87,100,104.65,105,101,275,400,0,400,0,0
2022-01-03T02:00,20.1,0,79,99,104.64,105,101,270,400,0,400,0,0
2022-01-03T03:00,20.9,0,76,97,104.63,105,101,265,400,0,400,0,0
2022-01-03T04:00,22.1,0,70,100,104.62,105,101,270,400,0,400,0,0
2022-01-03T05:00,21.9,0.2,72,100,104.61,105,101,280,400,0,400,0,0
2022-01-03T06:00,21.3,0.1,75,94,104.6,105,101,275,400,0,400,0,0
2022-01-03T07:00,21.8,0.1,73,58,104.59,105,101,285,400,0,400,0,0
2022-01-03T08:00,21.5,0.1,75,93,104.58,105,101,280,400,0,400,0,0
2022-01-03T09:00,20.9,0,77,100,104.57,105,101,275,400,0,400,0,0
2022-01-03T10:00,19.4,0,84,100,104.56,105,101,270,200,0,200,0,0
2022-01-03T11:00,18.4,0,89,100,104.57,105,101,230,0,0,0,0,0
2022-01-03T12:00,17.7,0,94,100,104.58,105,101,190,0,0,0,0,0
2022-01-03T13:00,17.2,0,94,100,104.58,105,101,155,0,0,0,0,0
2022-01-03T14:00,17,0,93,99,104.59,105,101,110,0,0,0,0,0
2022-01-03T15:00,16.8,0,93,61,104.59,105,101,145,120,0,120,0,0
2022-01-03T16:00,16.6,0,93,70,104.58,105,101,170,400,0,400,0,0
2022-01-03T17:00,16.5,0,92,80,104.57,105,101,195,400,0,400,0,0
2022-01-03T18:00,16.4,0,92,42,104.57,105,101,245,400,0,400,0,0
2022-01-03T19:00,16.3,0,92,100,104.56,105,101,250,400,0,400,0,0
2022-01-03T20:00,16.2,0,92,96,104.55,105,101,265,400,0,400,0,0
2022-01-03T21:00,16.3,0,90,100,104.54,105,101,260,400,0,400,0,0
2022-01-03T22:00,16.6,0,88,100,104.53,105,101,255,400,0,400,0,0
2022-01-03T23:00,16.7,0,88,43,104.52,105,101,260,400,0,400,0,0
2022-01-04T00:00,17.2,0,91,36,104.51,105,101,265,400,0,400,0,0
2022-01-04T01:00,18.9,0,85,93,104.5,105,101,260,340,0,340,0,0
2022-01-04T02:00,20.6,0,78,93,104.49,105,101,250,340,0,340,0,0
2022-01-04T03:00,22.1,0,71,98,104.48,105,101,255,340,0,340,0,0
2022-01-04T04:00,22.7,0,71,100,104.47,105,101,250,352,0,352,0,0
2022-01-04T05:00,23.1,0,70,100,104.46,105,101,255,352,0,352,0,0
2022-01-04T06:00,23.1,0.1,71,100,104.45,105,101,260,400,0,400,0,0
2022-01-04T07:00,22.6,0,72,100,104.44,105,101,265,400,0,400,0,0
2022-01-04T08:00,22.9,0,71,92,104.43,105,101,260,400,0,400,0,0
2022-01-04T09:00,22.3,0,74,100,104.42,105,101,255,396,0,396,0,0
2022-01-04T10:00,21,0,81,100,104.41,105,101,250,352,0,352,0,0
2022-01-04T11:00,19.5,0,91,98,104.4,105,101,200,0,0,0,0,0
2022-01-04T12:00,18.8,0,96,82,104.41,105,101,180,0,0,0,0,0
2022-01-04T13:00,18.3,0,98,100,104.42,105,101,170,0,0,0,0,0
2022-01-04T14:00,18,0,98,100,104.43,105,101,160,145,0,145,0,0
2022-01-04T15:00,18,0,97,73,104.43,105,101,200,334,0,334,0,0
2022-01-04T16:00,17.6,0,97,1,104.42,105,101,250,400,0,400,0,0
2022-01-04T17:00,17.4,0,97,44,104.41,105,101,255,400,0,400,0,0
2022-01-04T18:00,17.3,0,98,89,104.4,105,101,260,400,0,400,0,0
2022-01-04T19:00,17.6,0,97,100,104.39,105,101,270,400,0,400,0,0
2022-01-04T20:00,17.6,0,97,96,104.39,105,101,260,252,0,252,0,0
2022-01-04T21:00,17.1,0,97,92,104.38,105,101,265,390,0,390,0,0
2022-01-04T22:00,16.9,0,98,100,104.38,105,101,245,240,0,240,0,0
2022-01-04T23:00,16.9,0,98,100,104.37,105,101,210,254,0,254,0,0
2022-01-05T00:00,18.1,0,96,67,104.37,105,101,215,240,0,240,0,0
2022-01-05T01:00,19.4,0,89,69,104.37,105,101,235,240,0,240,0,0
2022-01-05T02:00,21.4,0,79,52,104.37,105,101,240,240,0,240,0,0
2022-01-05T03:00,22.5,0,74,100,104.37,105,101,245,240,0,240,0,0
2022-01-05T04:00,22.7,0.1,74,100,104.37,105,101,250,240,0,240,0,0
2022-01-05T05:00,23.3,0,71,25,104.37,105,101,255,240,0,240,0,0
2022-01-05T06:00,24.1,0.1,69,17,104.36,105,101,245,326,0,326,0,0
2022-01-05T07:00,24,0.1,68,34,104.35,105,101,225,326,0,326,0,0
2022-01-05T08:00,23.5,0.1,71,36,104.34,105,101,210,362,0,362,0,0
2022-01-05T09:00,22.6,0,76,35,104.34,105,101,215,0,0,0,0,0
2022-01-05T10:00,21.5,0,81,36,104.35,105,101,210,0,0,0,0,0
2022-01-05T11:00,20.1,0,90,53,104.36,105,101,170,0,0,0,0,0
2022-01-05T12:00,19,0,97,73,104.37,105,101,150,0,0,0,0,0
2022-01-05T13:00,18.8,0,99,99,104.38,105,101,145,0,0,0,0,0
2022-01-05T14:00,18.4,0,100,100,104.39,105,101,140,0,0,0,0,0
2022-01-05T15:00,18.1,0,99,41,104.39,105,101,215,240,0,240,0,0
2022-01-05T16:00,17.8,0,98,97,104.38,105,101,230,362,0,362,0,0
2022-01-05T17:00,17.9,0,97,25,104.37,105,101,220,326,0,326,0,0
2022-01-05T18:00,17.5,0,96,90,104.36,105,101,245,389,0,389,0,0
2022-01-05T19:00,17.3,0,95,100,104.35,105,101,235,327,0,327,0,0
2022-01-05T20:00,17.4,0,94,100,104.34,105,101,230,327,0,327,0,0
2022-01-05T21:00,17.3,0,94,98,104.33,105,101,220,327,0,327,0,0
2022-01-05T22:00,17,0,95,19,104.32,105,101,225,327,0,327,0,0
2022-01-05T23:00,16.9,0,96,96,104.32,105,101,265,327,0,327,0,0
2022-01-06T00:00,17.8,0,96,87,104.32,105,101,270,240,0,240,0,0
2022-01-06T01:00,19.9,0,86,49,104.32,105,101,275,0,0,0,0,0
2022-01-06T02:00,21.7,0,77,100,104.33,105,101,265,0,0,0,0,0
2022-01-06T03:00,22.4,0.1,74,100,104.34,105,101,260,0,0,0,0,0
2022-01-06T04:00,22.5,0.2,75,85,104.35,105,101,270,0,0,0,0,0
2022-01-06T05:00,23.2,0.2,73,71,104.37,105,101,265,0,0,0,0,0
2022-01-06T06:00,23.2,0.1,73,36,104.37,105,101,250,162,0,162,0,0
2022-01-06T07:00,22.8,0.4,75,49,104.38,105,101,255,175,0,175,0,0
2022-01-06T08:00,22.6,0.4,74,92,104.37,105,101,245,352,0,352,0,0
2022-01-06T09:00,21.9,0.2,80,100,104.37,105,101,220,120,0,120,0,0
2022-01-06T10:00,20.8,0,83,83,104.38,105,101,210,0,0,0,0,0
2022-01-06T11:00,19.7,0,88,20,104.39,105,101,190,0,0,0,0,0
2022-01-06T12:00,18.7,0,92,52,104.4,105,101,185,0,0,0,0,0
2022-01-06T13:00,18.2,0,94,42,104.42,105,101,180,0,0,0,0,0
2022-01-06T14:00,17.8,0,93,26,104.43,105,101,175,0,0,0,0,0
2022-01-06T15:00,17.5,0,91,8,104.44,105,101,200,0,0,0,0,0
2022-01-06T16:00,17.3,0,89,9,104.42,105,101,210,300,0,300,0,0
2022-01-06T17:00,17.2,0,89,3,104.4,105,101,245,390,0,390,0,0
2022-01-06T18:00,16.9,0,90,2,104.39,105,101,250,390,0,390,0,0
2022-01-06T19:00,16.6,0,91,2,104.38,105,101,260,362,0,362,0,0
2022-01-06T20:00,16.3,0,92,6,104.37,105,101,265,362,0,362,0,0
2022-01-06T21:00,16.1,0,94,6,104.36,105,101,265,362,0,362,0,0
2022-01-06T22:00,15.9,0,95,12,104.35,105,101,255,362,0,362,0,0
2022-01-06T23:00,15.9,0,94,6,104.34,105,101,245,352,0,352,0,0
2022-01-07T00:00,16.9,0,90,6,104.34,105,101,240,240,0,240,0,0
2022-01-07T01:00,18.8,0,84,9,104.33,105,101,230,327,0,327,0,0
2022-01-07T02:00,20.5,0,75,6,104.33,105,101,235,327,0,327,0,0
2022-01-07T03:00,21.9,0,65,1,104.32,105,101,225,327,0,327,0,0
2022-01-07T04:00,22.8,0,64,2,104.31,105,101,220,327,0,327,0,0
2022-01-07T05:00,24.6,0,56,13,104.31,105,101,225,352,0,352,0,0
2022-01-07T06:00,24.9,0,56,21,104.3,105,101,220,352,0,352,0,0
2022-01-07T07:00,24.6,0,59,31,104.29,105,101,210,352,0,352,0,0
2022-01-07T08:00,23.6,0,63,17,104.28,105,101,200,352,0,352,0,0
2022-01-07T09:00,23,0,64,9,104.28,105,101,180,0,0,0,0,0
2022-01-07T10:00,21.3,0,72,2,104.29,105,101,175,0,0,0,0,0
2022-01-07T11:00,19.6,0,80,1,104.3,105,101,170,0,0,0,0,0
2022-01-07T12:00,18.6,0,83,1,104.32,105,101,174,0,0,0,0,0
2022-01-07T13:00,17.7,0,86,1,104.33,105,101,176,0,0,0,0,0
2022-01-07T14:00,17,0,89,0,104.34,105,101,180,0,0,0,0,0
2022-01-07T15:00,16.4,0,87,0,104.36,105,101,190,0,0,0,0,0
2022-01-07T16:00,16.1,0,82,0,104.36,105,101,195,326,0,326,0,0
2022-01-07T17:00,16.1,0,78,8,104.35,105,101,205,400,0,400,0,0
2022-01-07T18:00,16.2,0,77,0,104.34,105,101,200,386,0,386,0,0
2022-01-07T19:00,16.2,0,80,23,104.33,105,101,210,362,0,362,0,0
2022-01-07T20:00,16.1,0,83,25,104.32,105,101,215,350,0,350,0,0
2022-01-07T21:00,16.3,0,85,2,104.33,105,101,220,0,0,0,0,0
2022-01-07T22:00,16.4,0,87,4,104.32,105,101,210,362,0,362,0,0
2022-01-07T23:00,16.5,0,88,5,104.31,105,101,205,352,0,352,0,0
2022-01-08T00:00,18.1,0,86,20,104.29,105,101,200,326,0,326,0,0
2022-01-08T01:00,20.6,0,80,13,104.29,105,101,195,180,0,180,0,0
2022-01-08T02:00,22.4,0,75,21,104.29,105,101,195,180,0,180,0,0
2022-01-08T03:00,23.6,0,69,43,104.29,105,101,180,180,0,180,0,0
2022-01-08T04:00,24,0,68,34,104.29,105,101,180,180,0,180,0,0
2022-01-08T05:00,23.9,0.1,68,30,104.29,105,101,195,180,0,180,0,0
2022-01-08T06:00,24,0.2,67,38,104.29,105,101,195,180,0,180,0,0
2022-01-08T07:00,23.5,0.2,71,37,104.29,105,101,195,175,0,175,0,0
2022-01-08T08:00,23.5,0,72,100,104.29,105,101,195,175,0,175,0,0
2022-01-08T09:00,22.7,0,75,82,104.29,105,101,160,0,0,0,0,0
2022-01-08T10:00,20.9,0.1,84,100,104.29,105,101,160,0,0,0,0,0
2022-01-08T11:00,19.7,0.1,93,66,104.3,105,101,176,0,0,0,0,0
2022-01-08T12:00,19.1,0,92,89,104.3,105,101,176,0,0,0,0,0
2022-01-08T13:00,18.8,0,95,100,104.31,105,101,170,120,0,120,0,0
2022-01-08T14:00,19.2,0,94,100,104.31,105,101,170,120,0,120,0,0
2022-01-08T15:00,19.1,0,94,90,104.33,105,101,162,0,0,0,0,0
2022-01-08T16:00,19,0,95,83,104.33,105,101,162,0,0,0,0,0
2022-01-08T17:00,18.5,0,97,100,104.31,105,101,161,361,0,361,0,0
2022-01-08T18:00,18.7,0,97,100,104.31,105,101,161,361,0,361,0,0
2022-01-08T19:00,18.6,0,98,100,104.29,105,101,150,350,0,350,0,0
2022-01-08T20:00,18.6,0,98,100,104.29,105,101,150,350,0,350,0,0
2022-01-08T21:00,18.4,0,99,100,104.28,105,101,135,350,0,350,0,0
2022-01-08T22:00,18.3,0,98,100,104.28,105,101,135,350,0,350,0,0
2022-01-08T23:00,18.5,0,97,100,104.27,105,101,135,363,0,363,0,0
2022-01-09T00:00,19.1,0,96,100,104.27,105,101,135,363,0,363,0,0
2022-01-09T01:00,20.2,0.1,89,53,104.26,105,101,145,0,0,0,0,0
2022-01-09T02:00,21.4,0.2,82,51,104.26,105,101,145,0,0,0,0,0
2022-01-09T03:00,22.1,0.2,79,53,104.28,105,101,165,0,0,0,0,0
2022-01-09T04:00,22.7,0.4,76,50,104.28,105,101,165,0,0,0,0,0
2022-01-09T05:00,23.4,0.3,73,46,104.32,105,101,180,0,0,0,0,0
2022-01-09T06:00,23.3,0.4,73,55,104.32,105,101,180,0,0,0,0,0
2022-01-09T07:00,23,0.4,77,28,104.34,105,101,185,127,0,127,0,0
2022-01-09T08:00,22.6,0.3,78,28,104.34,105,101,185,127,0,127,0,0
2022-01-09T09:00,21.8,0.1,81,51,104.34,105,101,142,120,0,120,0,0
2022-01-09T10:00,20.5,0.1,87,44,104.34,105,101,142,120,0,120,0,0
2022-01-09T11:00,19.3,0,94,42,104.35,105,101,100,0,0,0,0,0
2022-01-09T12:00,19,0,96,100,104.35,105,101,100,0,0,0,0,0
2022-01-09T13:00,18.6,0,98,100,104.36,105,101,80,0,0,0,0,0
2022-01-09T14:00,18.3,0,98,100,104.36,105,101,80,0,0,0,0,0
2022-01-09T15:00,18.2,0,99,100,104.36,105,101,102,120,0,120,0,0
2022-01-09T16:00,18,0,100,100,104.36,105,101,102,120,0,120,0,0
2022-01-09T17:00,18,0,100,100,104.36,105,101,133,120,0,120,0,0
2022-01-09T18:00,18,0,99,100,104.36,105,101,133,120,0,120,0,0
2022-01-09T19:00,17.9,0,98,100,104.37,105,101,130,0,0,0,0,0
2022-01-09T20:00,17.9,0,99,100,104.37,105,101,130,0,0,0,0,0
2022-01-09T21:00,17.8,0,99,100,104.39,105,101,120,0,0,0,0,0
2022-01-09T22:00,17.8,0,98,100,104.39,105,101,120,0,0,0,0,0
2022-01-09T23:00,17.8,0,98,100,104.4,105,101,105,0,0,0,0,0
2022-01-10T00:00,18,0,98,100,104.4,105,101,105,0,0,0,0,0
2022-01-10T01:00,19.3,0,89,98,104.42,105,101,120,0,0,0,0,0
2022-01-10T02:00,20.9,0,81,83,104.42,105,101,120,0,0,0,0,0
2022-01-10T03:00,22,0.1,75,100,104.43,105,101,105,0,0,0,0,0
2022-01-10T04:00,22.4,0.1,74,100,104.43,105,101,105,0,0,0,0,0
2022-01-10T05:00,23.1,0.1,72,58,104.43,105,101,97,327,0,327,0,0
2022-01-10T06:00,23.8,0,69,61,104.43,105,101,97,327,0,327,0,0
2022-01-10T07:00,23.7,0,69,100,104.4,105,101,115,361,0,361,0,0
2022-01-10T08:00,22.7,0,75,77,104.4,105,101,115,361,0,361,0,0
2022-01-10T09:00,22.6,0,77,100,104.37,105,101,82,120,0,120,0,0
2022-01-10T10:00,20.7,0,85,62,104.37,105,101,82,120,0,120,0,0
2022-01-10T11:00,19.8,0,92,45,104.36,105,101,85,0,0,0,0,0
2022-01-10T12:00,19,0,98,100,104.36,105,101,85,0,0,0,0,0
2022-01-10T13:00,18.6,0.1,99,100,104.37,105,101,95,0,0,0,0,0
2022-01-10T14:00,18.5,0.1,99,100,104.37,105,101,95,0,0,0,0,0
2022-01-10T15:00,18.4,0.1,98,100,104.37,105,101,75,120,0,120,0,0
2022-01-10T16:00,18.2,0,99,100,104.37,105,101,75,120,0,120,0,0
2022-01-10T17:00,18,0,100,100,104.34,105,101,72,352,0,352,0,0
2022-01-10T18:00,17.9,0,99,100,104.34,105,101,72,352,0,352,0,0
2022-01-10T19:00,18,0,98,100,104.31,105,101,65,325,0,325,0,0
2022-01-10T20:00,17.8,0,99,48,104.31,105,101,65,325,0,325,0,0
2022-01-10T21:00,17,0,99,100,104.27,105,101,60,352,0,352,0,0
2022-01-10T22:00,16.8,0,100,100,104.27,105,101,60,352,0,352,0,0
2022-01-10T23:00,16.9,0,97,100,104.23,105,101,90,327,0,327,0,0
2022-01-11T00:00,17.2,0,96,32,104.23,105,101,90,327,0,327,0,0
2022-01-11T01:00,18.7,0,86,5,104.23,105,101,120,0,0,0,0,0
2022-01-11T02:00,20.5,0,77,22,104.23,105,101,120,0,0,0,0,0
2022-01-11T03:00,22.2,0,68,27,104.25,105,101,110,0,0,0,0,0
2022-01-11T04:00,22.9,0.1,67,100,104.25,105,101,110,0,0,0,0,0
2022-01-11T05:00,22.5,0.1,68,56,104.27,105,101,105,0,0,0,0,0
2022-01-11T06:00,23.7,0.1,63,100,104.27,105,101,105,0,0,0,0,0
2022-01-11T07:00,22.5,0.1,69,76,104.28,105,101,135,145,0,145,0,0
2022-01-11T08:00,22.1,0.1,72,57,104.28,105,101,135,145,0,145,0,0
2022-01-11T09:00,21.2,0,77,74,104.28,105,101,160,0,0,0,0,0
2022-01-11T10:00,20.1,0,80,92,104.28,105,101,160,0,0,0,0,0
2022-01-11T11:00,19.1,0,87,100,104.3,105,101,177,0,0,0,0,0
2022-01-11T12:00,18.1,0.1,95,59,104.3,105,101,177,0,0,0,0,0
2022-01-11T13:00,17.5,0.1,98,64,104.32,105,101,182,0,0,0,0,0
2022-01-11T14:00,17.1,0,99,100,104.32,105,101,182,0,0,0,0,0
2022-01-11T15:00,17.2,0,99,100,104.34,105,101,185,120,0,120,0,0
2022-01-11T16:00,17.3,0,98,100,104.34,105,101,185,120,0,120,0,0
2022-01-11T17:00,17.2,0,97,100,104.33,105,101,175,343,0,343,0,0
2022-01-11T18:00,17,0,99,100,104.33,105,101,175,343,0,343,0,0
2022-01-11T19:00,17.1,0,97,100,104.3,105,101,95,289,0,289,0,0
2022-01-11T20:00,16.8,0,98,100,104.3,105,101,95,289,0,289,0,0
2022-01-11T21:00,16.9,0,97,100,104.28,105,101,80,289,0,289,0,0
2022-01-11T22:00,17.1,0,96,100,104.28,105,101,80,289,0,289,0,0
2022-01-11T23:00,16.9,0,97,100,104.25,105,101,85,289,0,289,0,0
2022-01-12T00:00,17.5,0,98,100,104.25,105,101,85,289,0,289,0,0
2022-01-12T01:00,18.6,0.1,91,31,104.27,105,101,115,0,0,0,0,0
2022-01-12T02:00,20.5,0.2,78,71,104.27,105,101,115,0,0,0,0,0
2022-01-12T03:00,21.2,0.2,74,84,104.29,105,101,140,0,0,0,0,0
2022-01-12T04:00,21.8,0.2,73,86,104.29,105,101,140,0,0,0,0,0
2022-01-12T05:00,22.4,0.1,71,81,104.31,105,101,170,120,0,120,0,0
2022-01-12T06:00,22.4,0.1,70,61,104.31,105,101,170,120,0,120,0,0
2022-01-12T07:00,22.5,0.2,70,76,104.3,105,101,145,172,0,172,0,0
2022-01-12T08:00,21.9,0.3,74,82,104.3,105,101,145,172,0,172,0,0
2022-01-12T09:00,21.4,0.1,76,55,104.29,105,101,120,120,0,120,0,0
2022-01-12T10:00,20.2,0,81,51,104.29,105,101,120,120,0,120,0,0
2022-01-12T11:00,18.7,0,90,68,104.31,105,101,117,0,0,0,0,0
2022-01-12T12:00,18,0,97,100,104.31,105,101,117,0,0,0,0,0
2022-01-12T13:00,18,0,96,100,104.33,105,101,116,0,0,0,0,0
2022-01-12T14:00,17.8,0.1,97,100,104.33,105,101,116,0,0,0,0,0
2022-01-12T15:00,17.5,0,98,100,104.34,105,101,150,120,0,120,0,0
2022-01-12T16:00,17.4,0,98,100,104.34,105,101,150,120,0,120,0,0
2022-01-12T17:00,17.1,0,97,100,104.32,105,101,185,343,0,343,0,0
2022-01-12T18:00,16.9,0,97,100,104.32,105,101,185,343,0,343,0,0
2022-01-12T19:00,16.7,0,97,100,104.31,105,101,190,289,0,289,0,0
2022-01-12T20:00,16.5,0,98,100,104.31,105,101,190,289,0,289,0,0
2022-01-12T21:00,16.6,0,98,100,104.3,105,101,185,343,0,343,0,0
2022-01-12T22:00,16.4,0,98,100,104.3,105,101,185,343,0,343,0,0
2022-01-12T23:00,16.4,0,97,100,104.3,105,101,210,240,0,240,0,0
2022-01-13T00:00,17,0,98,100,104.3,105,101,210,240,0,240,0,0
2022-01-13T01:00,18.1,0,89,100,104.32,105,101,168,0,0,0,0,0
2022-01-13T02:00,19.8,0,80,97,104.32,105,101,168,0,0,0,0,0
2022-01-13T03:00,21,0.1,75,97,104.34,105,101,117,0,0,0,0,0
2022-01-13T04:00,21.4,0.1,73,80,104.34,105,101,117,0,0,0,0,0
2022-01-13T05:00,22.1,0,69,99,104.35,105,101,110,120,0,120,0,0
2022-01-13T06:00,22.6,0,65,94,104.35,105,101,110,120,0,120,0,0
2022-01-13T07:00,22.3,0.1,66,99,104.35,105,101,155,176,0,176,0,0
2022-01-13T08:00,21.7,0.1,69,99,104.35,105,101,155,176,0,176,0,0
2022-01-13T09:00,20.8,0,73,100,104.33,105,101,105,120,0,120,0,0
2022-01-13T10:00,19.5,0,81,100,104.33,105,101,105,120,0,120,0,0
2022-01-13T11:00,17.9,0.1,91,99,104.34,105,101,115,0,0,0,0,0
2022-01-13T12:00,17.1,0,93,77,104.34,105,101,115,0,0,0,0,0
2022-01-13T13:00,16.5,0,97,37,104.36,105,101,120,0,0,0,0,0
2022-01-13T14:00,16.2,0,97,31,104.36,105,101,120,0,0,0,0,0
2022-01-13T15:00,15.9,0,97,89,104.38,105,101,159,0,0,0,0,0
2022-01-13T16:00,15.7,0,95,86,104.38,105,101,159,0,0,0,0,0
2022-01-13T17:00,15.5,0,91,61,104.38,105,101,165,352,0,352,0,0
2022-01-13T18:00,15.3,0,92,88,104.38,105,101,165,352,0,352,0,0
2022-01-13T19:00,15.1,0,94,63,104.36,105,101,163,240,0,240,0,0
2022-01-13T20:00,15,0,94,69,104.36,105,101,163,240,0,240,0,0
2022-01-13T21:00,14.8,0,94,81,104.34,105,101,160,309,0,309,0,0
2022-01-13T22:00,14.4,0,94,89,104.34,105,101,160,309,0,309,0,0
2022-01-13T23:00,14.5,0,96,85,104.34,105,101,160,309,0,309,0,0
2022-01-14T00:00,16.4,0,96,68,104.34,105,101,160,309,0,309,0,0
2022-01-14T01:00,17.8,0,88,22,104.35,105,101,155,0,0,0,0,0
2022-01-14T02:00,19.7,0,73,42,104.35,105,101,155,0,0,0,0,0
2022-01-14T03:00,21.3,0,64,71,104.37,105,101,165,0,0,0,0,0
2022-01-14T04:00,21.9,0,65,100,104.37,105,101,165,0,0,0,0,0
2022-01-14T05:00,21.5,0,70,54,104.39,105,101,155,0,0,0,0,0
2022-01-14T06:00,22.6,0.1,66,100,104.39,105,101,155,0,0,0,0,0
2022-01-14T07:00,21.9,0,70,33,104.39,105,101,150,170,0,170,0,0
2022-01-14T08:00,22,0,69,100,104.39,105,101,150,170,0,170,0,0
2022-01-14T09:00,20.5,0.2,78,100,104.39,105,101,140,0,0,0,0,0
2022-01-14T10:00,19.6,0.3,84,78,104.39,105,101,140,0,0,0,0,0
2022-01-14T11:00,18.2,0.1,93,100,104.41,105,101,110,0,0,0,0,0
2022-01-14T12:00,17.8,0.1,96,100,104.41,105,101,110,0,0,0,0,0
2022-01-14T13:00,17.2,0.1,98,100,104.42,105,101,105,0,0,0,0,0
2022-01-14T14:00,17.2,0,97,100,104.42,105,101,105,0,0,0,0,0
2022-01-14T15:00,17.1,0.1,98,100,104.43,105,101,115,120,0,120,0,0
2022-01-14T16:00,17.1,0.1,97,100,104.43,105,101,115,120,0,120,0,0
2022-01-14T17:00,16.8,0.1,97,100,104.41,105,101,100,342,0,342,0,0
2022-01-14T18:00,16.5,0.1,98,100,104.41,105,101,100,342,0,342,0,0
2022-01-14T19:00,16.2,0,99,100,104.39,105,101,105,240,0,240,0,0
2022-01-14T20:00,16,0,100,100,104.39,105,101,105,240,0,240,0,0
2022-01-14T21:00,16.2,0,97,100,104.37,105,101,120,342,0,342,0,0
