thoi_diem,ten_ho,muc_nuoc_thuong_luu_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,is_drought_2023,flag_phys_invalid,muc_nuoc_thuong_luu_m_capped,month_x,is_event_month,month_y,luu_luong_den_ho_m3_s_capped_month_median,luu_luong_den_ho_m3_s_capped_pct_in_month,luu_luong_den_ho_m3_s_capped
2022-01-01 00:00:00,Trị An,61.29,170,0,0.0,0.0,0,0,61.29,1,0,1,130.0,0.8440860215053764,170.0
2022-01-01 01:00:00,Trị An,61.3,210,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9605174731182796,210.0
2022-01-01 02:00:00,Trị An,61.3,210,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9605174731182796,210.0
2022-01-01 03:00:00,Trị An,61.3,220,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9719422043010753,220.0
2022-01-01 04:00:00,Trị An,61.3,220,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9719422043010753,220.0
2022-01-01 05:00:00,Trị An,61.31,220,0,0.0,0.0,0,0,61.31,1,0,1,130.0,0.9719422043010753,220.0
2022-01-01 06:00:00,Trị An,61.31,220,0,0.0,0.0,0,0,61.31,1,0,1,130.0,0.9719422043010753,220.0
2022-01-01 07:00:00,Trị An,61.32,280,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9954637096774194,280.0
2022-01-01 08:00:00,Trị An,61.32,280,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9954637096774194,280.0
2022-01-01 09:00:00,Trị An,61.32,220,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9719422043010753,220.0
2022-01-01 10:00:00,Trị An,61.32,220,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9719422043010753,220.0
2022-01-01 11:00:00,Trị An,61.32,140,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.651377688172043,140.0
2022-01-01 12:00:00,Trị An,61.32,140,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.651377688172043,140.0
2022-01-01 13:00:00,Trị An,61.33,170,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.8440860215053764,170.0
2022-01-01 14:00:00,Trị An,61.33,170,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.8440860215053764,170.0
2022-01-01 15:00:00,Trị An,61.33,170,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.8440860215053764,170.0
2022-01-01 16:00:00,Trị An,61.33,170,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.8440860215053764,170.0
2022-01-01 17:00:00,Trị An,61.33,140,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.651377688172043,140.0
2022-01-01 18:00:00,Trị An,61.33,140,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.651377688172043,140.0
2022-01-01 19:00:00,Trị An,61.32,230,780,0.0,780.0,0,0,61.32,1,0,1,130.0,0.978662634408602,230.0
2022-01-01 20:00:00,Trị An,61.32,230,780,0.0,780.0,0,0,61.32,1,0,1,130.0,0.978662634408602,230.0
2022-01-01 21:00:00,Trị An,61.32,270,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9937836021505376,270.0
2022-01-01 22:00:00,Trị An,61.32,270,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9937836021505376,270.0
2022-01-01 23:00:00,Trị An,61.32,200,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9346438172043012,200.0
2022-01-02 00:00:00,Trị An,61.32,200,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9346438172043012,200.0
2022-01-02 01:00:00,Trị An,61.33,110,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.3738239247311828,110.0
2022-01-02 02:00:00,Trị An,61.33,110,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.3738239247311828,110.0
2022-01-02 03:00:00,Trị An,61.33,140,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.651377688172043,140.0
2022-01-02 04:00:00,Trị An,61.33,140,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.651377688172043,140.0
2022-01-02 05:00:00,Trị An,61.34,170,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.8440860215053764,170.0
2022-01-02 06:00:00,Trị An,61.34,170,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.8440860215053764,170.0
2022-01-02 07:00:00,Trị An,61.34,140,250,0.0,250.0,0,0,61.34,1,0,1,130.0,0.651377688172043,140.0
2022-01-02 08:00:00,Trị An,61.34,140,250,0.0,250.0,0,0,61.34,1,0,1,130.0,0.651377688172043,140.0
2022-01-02 09:00:00,Trị An,61.34,220,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.9719422043010753,220.0
2022-01-02 10:00:00,Trị An,61.34,220,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.9719422043010753,220.0
2022-01-02 11:00:00,Trị An,61.35,220,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.9719422043010753,220.0
2022-01-02 12:00:00,Trị An,61.35,220,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.9719422043010753,220.0
2022-01-02 13:00:00,Trị An,61.35,200,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.9346438172043012,200.0
2022-01-02 14:00:00,Trị An,61.35,200,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.9346438172043012,200.0
2022-01-02 15:00:00,Trị An,61.35,140,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.651377688172043,140.0
2022-01-02 16:00:00,Trị An,61.35,140,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.651377688172043,140.0
2022-01-02 17:00:00,Trị An,61.35,120,450,0.0,450.0,0,0,61.35,1,0,1,130.0,0.449260752688172,120.0
2022-01-02 18:00:00,Trị An,61.35,120,450,0.0,450.0,0,0,61.35,1,0,1,130.0,0.449260752688172,120.0
2022-01-02 19:00:00,Trị An,61.34,240,780,0.0,780.0,0,0,61.34,1,0,1,130.0,0.9816868279569892,240.0
2022-01-02 20:00:00,Trị An,61.34,240,780,0.0,780.0,0,0,61.34,1,0,1,130.0,0.9816868279569892,240.0
2022-01-02 21:00:00,Trị An,61.32,160,780,0.0,780.0,0,0,61.32,1,0,1,130.0,0.8106518817204301,160.0
2022-01-02 22:00:00,Trị An,61.32,160,780,0.0,780.0,0,0,61.32,1,0,1,130.0,0.8106518817204301,160.0
2022-01-02 23:00:00,Trị An,61.31,160,780,0.0,780.0,0,0,61.31,1,0,1,130.0,0.8106518817204301,160.0
2022-01-03 00:00:00,Trị An,61.31,160,780,0.0,780.0,0,0,61.31,1,0,1,130.0,0.8106518817204301,160.0
2022-01-03 01:00:00,Trị An,61.31,150,0,0.0,0.0,0,0,61.31,1,0,1,130.0,0.7444556451612904,150.0
2022-01-03 02:00:00,Trị An,61.31,150,0,0.0,0.0,0,0,61.31,1,0,1,130.0,0.7444556451612904,150.0
2022-01-03 03:00:00,Trị An,61.32,80,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.116263440860215,80.0
2022-01-03 04:00:00,Trị An,61.32,80,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.116263440860215,80.0
2022-01-03 05:00:00,Trị An,61.32,80,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.116263440860215,80.0
2022-01-03 06:00:00,Trị An,61.32,80,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.116263440860215,80.0
2022-01-03 07:00:00,Trị An,61.32,50,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.0248655913978494,50.0
2022-01-03 08:00:00,Trị An,61.32,50,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.0248655913978494,50.0
2022-01-03 09:00:00,Trị An,61.31,120,0,0.0,0.0,0,0,61.31,1,0,1,130.0,0.449260752688172,120.0
2022-01-03 10:00:00,Trị An,61.31,120,0,0.0,0.0,0,0,61.31,1,0,1,130.0,0.449260752688172,120.0
2022-01-03 11:00:00,Trị An,61.32,110,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.3738239247311828,110.0
2022-01-03 12:00:00,Trị An,61.32,110,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.3738239247311828,110.0
2022-01-03 13:00:00,Trị An,61.32,180,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.8815524193548387,180.0
2022-01-03 14:00:00,Trị An,61.32,180,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.8815524193548387,180.0
2022-01-03 15:00:00,Trị An,61.3,190,770,0.0,770.0,0,0,61.3,1,0,1,130.0,0.907258064516129,190.0
2022-01-03 16:00:00,Trị An,61.3,190,770,0.0,770.0,0,0,61.3,1,0,1,130.0,0.907258064516129,190.0
2022-01-03 17:00:00,Trị An,61.29,160,780,0.0,780.0,0,0,61.29,1,0,1,130.0,0.8106518817204301,160.0
2022-01-03 18:00:00,Trị An,61.29,160,780,0.0,780.0,0,0,61.29,1,0,1,130.0,0.8106518817204301,160.0
2022-01-03 19:00:00,Trị An,61.27,160,780,0.0,780.0,0,0,61.27,1,0,1,130.0,0.8106518817204301,160.0
2022-01-03 20:00:00,Trị An,61.27,160,780,0.0,780.0,0,0,61.27,1,0,1,130.0,0.8106518817204301,160.0
2022-01-03 21:00:00,Trị An,61.26,170,500,0.0,500.0,0,0,61.26,1,0,1,130.0,0.8440860215053764,170.0
2022-01-03 22:00:00,Trị An,61.26,170,500,0.0,500.0,0,0,61.26,1,0,1,130.0,0.8440860215053764,170.0
2022-01-03 23:00:00,Trị An,61.26,150,120,0.0,120.0,0,0,61.26,1,0,1,130.0,0.7444556451612904,150.0
2022-01-04 00:00:00,Trị An,61.26,150,120,0.0,120.0,0,0,61.26,1,0,1,130.0,0.7444556451612904,150.0
2022-01-04 01:00:00,Trị An,61.26,120,0,0.0,0.0,0,0,61.26,1,0,1,130.0,0.449260752688172,120.0
2022-01-04 02:00:00,Trị An,61.26,120,0,0.0,0.0,0,0,61.26,1,0,1,130.0,0.449260752688172,120.0
2022-01-04 03:00:00,Trị An,61.27,110,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.3738239247311828,110.0
2022-01-04 04:00:00,Trị An,61.27,110,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.3738239247311828,110.0
2022-01-04 05:00:00,Trị An,61.27,80,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.116263440860215,80.0
2022-01-04 06:00:00,Trị An,61.27,80,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.116263440860215,80.0
2022-01-04 07:00:00,Trị An,61.27,110,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.3738239247311828,110.0
2022-01-04 08:00:00,Trị An,61.27,110,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.3738239247311828,110.0
2022-01-04 09:00:00,Trị An,61.27,80,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.116263440860215,80.0
2022-01-04 10:00:00,Trị An,61.27,80,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.116263440860215,80.0
2022-01-04 11:00:00,Trị An,61.28,110,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.3738239247311828,110.0
2022-01-04 12:00:00,Trị An,61.28,110,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.3738239247311828,110.0
2022-01-04 13:00:00,Trị An,61.28,110,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.3738239247311828,110.0
2022-01-04 14:00:00,Trị An,61.28,110,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.3738239247311828,110.0
2022-01-04 15:00:00,Trị An,61.28,170,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.8440860215053764,170.0
2022-01-04 16:00:00,Trị An,61.28,170,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.8440860215053764,170.0
2022-01-04 17:00:00,Trị An,61.28,130,370,0.0,370.0,0,0,61.28,1,0,1,130.0,0.5515793010752689,130.0
2022-01-04 18:00:00,Trị An,61.28,130,370,0.0,370.0,0,0,61.28,1,0,1,130.0,0.5515793010752689,130.0
2022-01-04 19:00:00,Trị An,61.27,140,540,0.0,540.0,0,0,61.27,1,0,1,130.0,0.651377688172043,140.0
2022-01-04 20:00:00,Trị An,61.27,140,540,0.0,540.0,0,0,61.27,1,0,1,130.0,0.651377688172043,140.0
2022-01-04 21:00:00,Trị An,61.26,140,770,0.0,770.0,0,0,61.26,1,0,1,130.0,0.651377688172043,140.0
2022-01-04 22:00:00,Trị An,61.26,140,770,0.0,770.0,0,0,61.26,1,0,1,130.0,0.651377688172043,140.0
2022-01-04 23:00:00,Trị An,61.26,140,190,0.0,190.0,0,0,61.26,1,0,1,130.0,0.651377688172043,140.0
2022-01-05 00:00:00,Trị An,61.26,140,190,0.0,190.0,0,0,61.26,1,0,1,130.0,0.651377688172043,140.0
2022-01-05 01:00:00,Trị An,61.26,150,0,0.0,0.0,0,0,61.26,1,0,1,130.0,0.7444556451612904,150.0
2022-01-05 02:00:00,Trị An,61.26,150,0,0.0,0.0,0,0,61.26,1,0,1,130.0,0.7444556451612904,150.0
2022-01-05 03:00:00,Trị An,61.26,200,0,0.0,0.0,0,0,61.26,1,0,1,130.0,0.9346438172043012,200.0
2022-01-05 04:00:00,Trị An,61.26,200,0,0.0,0.0,0,0,61.26,1,0,1,130.0,0.9346438172043012,200.0
2022-01-05 05:00:00,Trị An,61.27,250,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 06:00:00,Trị An,61.27,250,0,0.0,0.0,0,0,61.27,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 07:00:00,Trị An,61.28,250,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 08:00:00,Trị An,61.28,250,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 09:00:00,Trị An,61.28,250,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 10:00:00,Trị An,61.28,250,0,0.0,0.0,0,0,61.28,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 11:00:00,Trị An,61.29,250,0,0.0,0.0,0,0,61.29,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 12:00:00,Trị An,61.29,250,0,0.0,0.0,0,0,61.29,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 13:00:00,Trị An,61.3,250,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 14:00:00,Trị An,61.3,250,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 15:00:00,Trị An,61.3,250,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 16:00:00,Trị An,61.3,250,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9880712365591398,250.0
2022-01-05 17:00:00,Trị An,61.3,210,370,0.0,370.0,0,0,61.3,1,0,1,130.0,0.9605174731182796,210.0
2022-01-05 18:00:00,Trị An,61.3,210,370,0.0,370.0,0,0,61.3,1,0,1,130.0,0.9605174731182796,210.0
2022-01-05 19:00:00,Trị An,61.29,190,760,0.0,760.0,0,0,61.29,1,0,1,130.0,0.907258064516129,190.0
2022-01-05 20:00:00,Trị An,61.29,190,760,0.0,760.0,0,0,61.29,1,0,1,130.0,0.907258064516129,190.0
2022-01-05 21:00:00,Trị An,61.28,150,380,0.0,380.0,0,0,61.28,1,0,1,130.0,0.7444556451612904,150.0
2022-01-05 22:00:00,Trị An,61.28,150,380,0.0,380.0,0,0,61.28,1,0,1,130.0,0.7444556451612904,150.0
2022-01-05 23:00:00,Trị An,61.28,140,120,0.0,120.0,0,0,61.28,1,0,1,130.0,0.651377688172043,140.0
2022-01-06 00:00:00,Trị An,61.28,140,120,0.0,120.0,0,0,61.28,1,0,1,130.0,0.651377688172043,140.0
2022-01-06 01:00:00,Trị An,61.29,160,0,0.0,0.0,0,0,61.29,1,0,1,130.0,0.8106518817204301,160.0
2022-01-06 02:00:00,Trị An,61.29,160,0,0.0,0.0,0,0,61.29,1,0,1,130.0,0.8106518817204301,160.0
2022-01-06 03:00:00,Trị An,61.29,200,0,0.0,0.0,0,0,61.29,1,0,1,130.0,0.9346438172043012,200.0
2022-01-06 04:00:00,Trị An,61.29,200,0,0.0,0.0,0,0,61.29,1,0,1,130.0,0.9346438172043012,200.0
2022-01-06 05:00:00,Trị An,61.3,220,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9719422043010753,220.0
2022-01-06 06:00:00,Trị An,61.3,220,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9719422043010753,220.0
2022-01-06 07:00:00,Trị An,61.3,280,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9954637096774194,280.0
2022-01-06 08:00:00,Trị An,61.3,280,0,0.0,0.0,0,0,61.3,1,0,1,130.0,0.9954637096774194,280.0
2022-01-06 09:00:00,Trị An,61.31,310,0,0.0,0.0,0,0,61.31,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 10:00:00,Trị An,61.31,310,0,0.0,0.0,0,0,61.31,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 11:00:00,Trị An,61.32,370,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 12:00:00,Trị An,61.32,370,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 13:00:00,Trị An,61.33,390,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 14:00:00,Trị An,61.33,390,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 15:00:00,Trị An,61.34,360,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 16:00:00,Trị An,61.34,360,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 17:00:00,Trị An,61.34,290,370,0.0,370.0,0,0,61.34,1,0,1,130.0,0.9964717741935484,290.0
2022-01-06 18:00:00,Trị An,61.34,290,370,0.0,370.0,0,0,61.34,1,0,1,130.0,0.9964717741935484,290.0
2022-01-06 19:00:00,Trị An,61.33,330,780,0.0,780.0,0,0,61.33,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 20:00:00,Trị An,61.33,330,780,0.0,780.0,0,0,61.33,1,0,1,130.0,0.9984879032258064,305.0
2022-01-06 21:00:00,Trị An,61.32,270,770,0.0,770.0,0,0,61.32,1,0,1,130.0,0.9937836021505376,270.0
2022-01-06 22:00:00,Trị An,61.32,270,770,0.0,770.0,0,0,61.32,1,0,1,130.0,0.9937836021505376,270.0
2022-01-06 23:00:00,Trị An,61.32,270,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9937836021505376,270.0
2022-01-07 00:00:00,Trị An,61.32,270,0,0.0,0.0,0,0,61.32,1,0,1,130.0,0.9937836021505376,270.0
2022-01-07 01:00:00,Trị An,61.33,220,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.9719422043010753,220.0
2022-01-07 02:00:00,Trị An,61.33,220,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.9719422043010753,220.0
2022-01-07 03:00:00,Trị An,61.33,220,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.9719422043010753,220.0
2022-01-07 04:00:00,Trị An,61.33,220,0,0.0,0.0,0,0,61.33,1,0,1,130.0,0.9719422043010753,220.0
2022-01-07 05:00:00,Trị An,61.34,200,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.9346438172043012,200.0
2022-01-07 06:00:00,Trị An,61.34,200,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.9346438172043012,200.0
2022-01-07 07:00:00,Trị An,61.34,200,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.9346438172043012,200.0
2022-01-07 08:00:00,Trị An,61.34,200,0,0.0,0.0,0,0,61.34,1,0,1,130.0,0.9346438172043012,200.0
2022-01-07 09:00:00,Trị An,61.35,200,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.9346438172043012,200.0
2022-01-07 10:00:00,Trị An,61.35,200,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.9346438172043012,200.0
2022-01-07 11:00:00,Trị An,61.35,220,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.9719422043010753,220.0
2022-01-07 12:00:00,Trị An,61.35,220,0,0.0,0.0,0,0,61.35,1,0,1,130.0,0.9719422043010753,220.0
2022-01-07 13:00:00,Trị An,61.36,250,0,0.0,0.0,0,0,61.36,1,0,1,130.0,0.9880712365591398,250.0
2022-01-07 14:00:00,Trị An,61.36,250,0,0.0,0.0,0,0,61.36,1,0,1,130.0,0.9880712365591398,250.0
2022-01-07 15:00:00,Trị An,61.36,250,0,0.0,0.0,0,0,61.36,1,0,1,130.0,0.9880712365591398,250.0
2022-01-07 16:00:00,Trị An,61.36,250,0,0.0,0.0,0,0,61.36,1,0,1,130.0,0.9880712365591398,250.0
2022-01-07 17:00:00,Trị An,61.36,240,740,0.0,740.0,0,0,61.36,1,0,1,130.0,0.9816868279569892,240.0
2022-01-07 18:00:00,Trị An,61.36,240,740,0.0,740.0,0,0,61.36,1,0,1,130.0,0.9816868279569892,240.0
2022-01-07 19:00:00,Trị An,61.35,240,470,0.0,470.0,0,0,61.35,1,0,1,130.0,0.9816868279569892,240.0
2022-01-07 20:00:00,Trị An,61.35,240,470,0.0,470.0,0,0,61.35,1,0,1,130.0,0.9816868279569892,240.0
2022-01-07 21:00:00,Trị An,61.35,240,750,0.0,750.0,0,0,61.35,1,0,1,130.0,0.9816868279569892,240.0
2022-01-07 22:00:00,Trị An,61.35,240,750,0.0,750.0,0,0,61.35,1,0,1,130.0,0.9816868279569892,240.0
2022-01-07 23:00:00,Trị An,61.35,210,120,0.0,120.0,0,0,61.35,1,0,1,130.0,0.9605174731182796,210.0
2022-01-08 00:00:00,Trị An,61.35,210,120,0.0,120.0,0,0,61.35,1,0,1,130.0,0.9605174731182796,210.0
2022-01-08 01:00:00,Trị An,61.36,230,0,0.0,0.0,0,0,61.36,1,0,1,130.0,0.978662634408602,230.0
2022-01-08 02:00:00,Trị An,61.36,230,0,0.0,0.0,0,0,61.36,1,0,1,130.0,0.978662634408602,230.0
2022-01-08 03:00:00,Trị An,61.36,250,0,0.0,0.0,0,0,61.36,1,0,1,130.0,0.9880712365591398,250.0
2022-01-08 04:00:00,Trị An,61.36,250,0,0.0,0.0,0,0,61.36,1,0,1,130.0,0.9880712365591398,250.0
2022-01-08 05:00:00,Trị An,61.37,250,0,0.0,0.0,0,0,61.37,1,0,1,130.0,0.9880712365591398,250.0
2022-01-08 06:00:00,Trị An,61.37,250,0,0.0,0.0,0,0,61.37,1,0,1,130.0,0.9880712365591398,250.0
2022-01-08 07:00:00,Trị An,61.38,250,0,0.0,0.0,0,0,61.38,1,0,1,130.0,0.9880712365591398,250.0
2022-01-08 08:00:00,Trị An,61.38,250,0,0.0,0.0,0,0,61.38,1,0,1,130.0,0.9880712365591398,250.0
2022-01-08 09:00:00,Trị An,61.38,200,0,0.0,0.0,0,0,61.38,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 10:00:00,Trị An,61.38,200,0,0.0,0.0,0,0,61.38,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 11:00:00,Trị An,61.38,170,0,0.0,0.0,0,0,61.38,1,0,1,130.0,0.8440860215053764,170.0
2022-01-08 12:00:00,Trị An,61.38,170,0,0.0,0.0,0,0,61.38,1,0,1,130.0,0.8440860215053764,170.0
2022-01-08 13:00:00,Trị An,61.39,200,0,0.0,0.0,0,0,61.39,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 14:00:00,Trị An,61.39,200,0,0.0,0.0,0,0,61.39,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 15:00:00,Trị An,61.39,200,0,0.0,0.0,0,0,61.39,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 16:00:00,Trị An,61.39,200,0,0.0,0.0,0,0,61.39,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 17:00:00,Trị An,61.4,200,0,0.0,0.0,0,0,61.4,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 18:00:00,Trị An,61.4,200,0,0.0,0.0,0,0,61.4,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 19:00:00,Trị An,61.39,200,370,0.0,370.0,0,0,61.39,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 20:00:00,Trị An,61.39,200,370,0.0,370.0,0,0,61.39,1,0,1,130.0,0.9346438172043012,200.0
2022-01-08 21:00:00,Trị An,61.38,220,750,0.0,750.0,0,0,61.38,1,0,1,130.0,0.9719422043010753,220.0
2022-01-08 22:00:00,Trị An,61.38,220,750,0.0,750.0,0,0,61.38,1,0,1,130.0,0.9719422043010753,220.0
2022-01-08 23:00:00,Trị An,61.39,170,0,0.0,0.0,0,0,61.39,1,0,1,130.0,0.8440860215053764,170.0
2022-01-09 00:00:00,Trị An,61.39,170,0,0.0,0.0,0,0,61.39,1,0,1,130.0,0.8440860215053764,170.0
2022-01-09 01:00:00,Trị An,61.39,200,0,0.0,0.0,0,0,61.39,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 02:00:00,Trị An,61.39,200,0,0.0,0.0,0,0,61.39,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 03:00:00,Trị An,61.4,200,0,0.0,0.0,0,0,61.4,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 04:00:00,Trị An,61.4,200,0,0.0,0.0,0,0,61.4,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 05:00:00,Trị An,61.4,170,0,0.0,0.0,0,0,61.4,1,0,1,130.0,0.8440860215053764,170.0
2022-01-09 06:00:00,Trị An,61.4,170,0,0.0,0.0,0,0,61.4,1,0,1,130.0,0.8440860215053764,170.0
2022-01-09 07:00:00,Trị An,61.41,200,0,0.0,0.0,0,0,61.41,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 08:00:00,Trị An,61.41,200,0,0.0,0.0,0,0,61.41,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 09:00:00,Trị An,61.41,250,0,0.0,0.0,0,0,61.41,1,0,1,130.0,0.9880712365591398,250.0
2022-01-09 10:00:00,Trị An,61.41,250,0,0.0,0.0,0,0,61.41,1,0,1,130.0,0.9880712365591398,250.0
2022-01-09 11:00:00,Trị An,61.42,220,0,0.0,0.0,0,0,61.42,1,0,1,130.0,0.9719422043010753,220.0
2022-01-09 12:00:00,Trị An,61.42,220,0,0.0,0.0,0,0,61.42,1,0,1,130.0,0.9719422043010753,220.0
2022-01-09 13:00:00,Trị An,61.42,200,0,0.0,0.0,0,0,61.42,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 14:00:00,Trị An,61.42,200,0,0.0,0.0,0,0,61.42,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 15:00:00,Trị An,61.43,200,0,0.0,0.0,0,0,61.43,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 16:00:00,Trị An,61.43,200,0,0.0,0.0,0,0,61.43,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 17:00:00,Trị An,61.43,200,180,0.0,180.0,0,0,61.43,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 18:00:00,Trị An,61.43,200,180,0.0,180.0,0,0,61.43,1,0,1,130.0,0.9346438172043012,200.0
2022-01-09 19:00:00,Trị An,61.42,210,470,0.0,470.0,0,0,61.42,1,0,1,130.0,0.9605174731182796,210.0
