ten_ho,thoi_diem,muc_nuoc_thuong_luu_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,muc_nuoc_thuong_luu_m_filled
Sông Ba Hạ,2022-01-01 00:00:00,104.94,410.0,450.0,50.0,400.0,104.94
Sông Ba Hạ,2022-01-01 01:00:00,104.93,405.0,450.0,50.0,400.0,104.93
Sông Ba Hạ,2022-01-01 02:00:00,104.93,415.0,450.0,50.0,400.0,104.93
Sông Ba Hạ,2022-01-01 03:00:00,104.92,420.0,450.0,50.0,400.0,104.92
Sông Ba Hạ,2022-01-01 04:00:00,104.92,425.0,450.0,50.0,400.0,104.92
Sông Ba Hạ,2022-01-01 05:00:00,104.91,410.0,450.0,50.0,400.0,104.91
Sông Ba Hạ,2022-01-01 06:00:00,104.91,415.0,450.0,50.0,400.0,104.91
Sông Ba Hạ,2022-01-01 07:00:00,104.9,405.0,450.0,50.0,400.0,104.9
Sông Ba Hạ,2022-01-01 08:00:00,104.9,410.0,450.0,50.0,400.0,104.9
Sông Ba Hạ,2022-01-01 09:00:00,104.89,415.0,450.0,50.0,400.0,104.89
Sông Ba Hạ,2022-01-01 10:00:00,104.89,420.0,250.0,50.0,200.0,104.89
Sông Ba Hạ,2022-01-01 11:00:00,104.9,425.0,250.0,50.0,200.0,104.9
Sông Ba Hạ,2022-01-01 12:00:00,104.91,410.0,250.0,50.0,200.0,104.91
Sông Ba Hạ,2022-01-01 13:00:00,104.92,405.0,250.0,50.0,200.0,104.92
Sông Ba Hạ,2022-01-01 14:00:00,104.93,415.0,250.0,50.0,200.0,104.93
Sông Ba Hạ,2022-01-01 15:00:00,104.93,400.0,370.0,50.0,320.0,104.93
Sông Ba Hạ,2022-01-01 16:00:00,104.92,410.0,450.0,50.0,400.0,104.92
Sông Ba Hạ,2022-01-01 17:00:00,104.92,420.0,450.0,50.0,400.0,104.92
Sông Ba Hạ,2022-01-01 18:00:00,104.91,415.0,450.0,50.0,400.0,104.91
Sông Ba Hạ,2022-01-01 19:00:00,104.91,425.0,450.0,50.0,400.0,104.91
Sông Ba Hạ,2022-01-01 20:00:00,104.89,370.0,450.0,50.0,400.0,104.89
Sông Ba Hạ,2022-01-01 21:00:00,104.88,360.0,450.0,50.0,400.0,104.88
Sông Ba Hạ,2022-01-01 22:00:00,104.87,365.0,450.0,50.0,400.0,104.87
Sông Ba Hạ,2022-01-01 23:00:00,104.86,345.0,450.0,50.0,400.0,104.86
Sông Ba Hạ,2022-01-02 00:00:00,104.85,355.0,450.0,50.0,400.0,104.85
Sông Ba Hạ,2022-01-02 01:00:00,104.84,350.0,450.0,50.0,400.0,104.84
Sông Ba Hạ,2022-01-02 02:00:00,104.83,360.0,450.0,50.0,400.0,104.83
Sông Ba Hạ,2022-01-02 03:00:00,104.82,345.0,450.0,50.0,400.0,104.82
Sông Ba Hạ,2022-01-02 04:00:00,104.81,365.0,450.0,50.0,400.0,104.81
Sông Ba Hạ,2022-01-02 05:00:00,104.8,355.0,450.0,50.0,400.0,104.8
Sông Ba Hạ,2022-01-02 06:00:00,104.79,360.0,450.0,50.0,400.0,104.79
Sông Ba Hạ,2022-01-02 07:00:00,104.78,355.0,450.0,50.0,400.0,104.78
Sông Ba Hạ,2022-01-02 08:00:00,104.77,365.0,450.0,50.0,400.0,104.77
Sông Ba Hạ,2022-01-02 09:00:00,104.76,360.0,450.0,50.0,400.0,104.76
Sông Ba Hạ,2022-01-02 10:00:00,104.75,350.0,450.0,50.0,400.0,104.75
Sông Ba Hạ,2022-01-02 11:00:00,104.74,355.0,450.0,50.0,400.0,104.74
Sông Ba Hạ,2022-01-02 12:00:00,104.75,340.0,250.0,50.0,200.0,104.75
Sông Ba Hạ,2022-01-02 13:00:00,104.76,335.0,250.0,50.0,200.0,104.76
Sông Ba Hạ,2022-01-02 14:00:00,104.76,345.0,250.0,50.0,200.0,104.76
Sông Ba Hạ,2022-01-02 15:00:00,104.75,330.0,450.0,50.0,400.0,104.75
Sông Ba Hạ,2022-01-02 16:00:00,104.74,270.0,400.0,0.0,400.0,104.74
Sông Ba Hạ,2022-01-02 17:00:00,104.73,275.0,400.0,0.0,400.0,104.73
Sông Ba Hạ,2022-01-02 18:00:00,104.72,280.0,400.0,0.0,400.0,104.72
Sông Ba Hạ,2022-01-02 19:00:00,104.71,285.0,400.0,0.0,400.0,104.71
Sông Ba Hạ,2022-01-02 20:00:00,104.7,275.0,400.0,0.0,400.0,104.7
Sông Ba Hạ,2022-01-02 21:00:00,104.69,270.0,400.0,0.0,400.0,104.69
Sông Ba Hạ,2022-01-02 22:00:00,104.68,280.0,400.0,0.0,400.0,104.68
Sông Ba Hạ,2022-01-02 23:00:00,104.67,290.0,400.0,0.0,400.0,104.67
Sông Ba Hạ,2022-01-03 00:00:00,104.66,280.0,400.0,0.0,400.0,104.66
Sông Ba Hạ,2022-01-03 01:00:00,104.65,275.0,400.0,0.0,400.0,104.65
Sông Ba Hạ,2022-01-03 02:00:00,104.64,270.0,400.0,0.0,400.0,104.64
Sông Ba Hạ,2022-01-03 03:00:00,104.63,265.0,400.0,0.0,400.0,104.63
Sông Ba Hạ,2022-01-03 04:00:00,104.62,270.0,400.0,0.0,400.0,104.62
Sông Ba Hạ,2022-01-03 05:00:00,104.61,280.0,400.0,0.0,400.0,104.61
Sông Ba Hạ,2022-01-03 06:00:00,104.6,275.0,400.0,0.0,400.0,104.6
Sông Ba Hạ,2022-01-03 07:00:00,104.59,285.0,400.0,0.0,400.0,104.59
Sông Ba Hạ,2022-01-03 08:00:00,104.58,280.0,400.0,0.0,400.0,104.58
Sông Ba Hạ,2022-01-03 09:00:00,104.57,275.0,400.0,0.0,400.0,104.57
Sông Ba Hạ,2022-01-03 10:00:00,104.56,270.0,200.0,0.0,200.0,104.56
Sông Ba Hạ,2022-01-03 11:00:00,104.57,230.0,0.0,0.0,0.0,104.57
Sông Ba Hạ,2022-01-03 12:00:00,104.58,190.0,0.0,0.0,0.0,104.58
Sông Ba Hạ,2022-01-03 13:00:00,104.58,155.0,0.0,0.0,0.0,104.58
Sông Ba Hạ,2022-01-03 14:00:00,104.59,110.0,0.0,0.0,0.0,104.59
Sông Ba Hạ,2022-01-03 15:00:00,104.59,145.0,120.0,0.0,120.0,104.59
Sông Ba Hạ,2022-01-03 16:00:00,104.58,170.0,400.0,0.0,400.0,104.58
Sông Ba Hạ,2022-01-03 17:00:00,104.57,195.0,400.0,0.0,400.0,104.57
Sông Ba Hạ,2022-01-03 18:00:00,104.57,245.0,400.0,0.0,400.0,104.57
Sông Ba Hạ,2022-01-03 19:00:00,104.56,250.0,400.0,0.0,400.0,104.56
Sông Ba Hạ,2022-01-03 20:00:00,104.55,265.0,400.0,0.0,400.0,104.55
Sông Ba Hạ,2022-01-03 21:00:00,104.54,260.0,400.0,0.0,400.0,104.54
Sông Ba Hạ,2022-01-03 22:00:00,104.53,255.0,400.0,0.0,400.0,104.53
Sông Ba Hạ,2022-01-03 23:00:00,104.52,260.0,400.0,0.0,400.0,104.52
Sông Ba Hạ,2022-01-04 00:00:00,104.51,265.0,400.0,0.0,400.0,104.51
Sông Ba Hạ,2022-01-04 01:00:00,104.5,260.0,340.0,0.0,340.0,104.5
Sông Ba Hạ,2022-01-04 02:00:00,104.49,250.0,340.0,0.0,340.0,104.49
Sông Ba Hạ,2022-01-04 03:00:00,104.48,255.0,340.0,0.0,340.0,104.48
Sông Ba Hạ,2022-01-04 04:00:00,104.47,250.0,352.0,0.0,352.0,104.47
Sông Ba Hạ,2022-01-04 05:00:00,104.46,255.0,352.0,0.0,352.0,104.46
Sông Ba Hạ,2022-01-04 06:00:00,104.45,260.0,400.0,0.0,400.0,104.45
Sông Ba Hạ,2022-01-04 07:00:00,104.44,265.0,400.0,0.0,400.0,104.44
Sông Ba Hạ,2022-01-04 08:00:00,104.43,260.0,400.0,0.0,400.0,104.43
Sông Ba Hạ,2022-01-04 09:00:00,104.42,255.0,396.0,0.0,396.0,104.42
Sông Ba Hạ,2022-01-04 10:00:00,104.41,250.0,352.0,0.0,352.0,104.41
Sông Ba Hạ,2022-01-04 11:00:00,104.4,200.0,0.0,0.0,0.0,104.4
Sông Ba Hạ,2022-01-04 12:00:00,104.41,180.0,0.0,0.0,0.0,104.41
Sông Ba Hạ,2022-01-04 13:00:00,104.42,170.0,0.0,0.0,0.0,104.42
Sông Ba Hạ,2022-01-04 14:00:00,104.43,160.0,145.0,0.0,145.0,104.43
Sông Ba Hạ,2022-01-04 15:00:00,104.43,200.0,334.0,0.0,334.0,104.43
Sông Ba Hạ,2022-01-04 16:00:00,104.42,250.0,400.0,0.0,400.0,104.42
Sông Ba Hạ,2022-01-04 17:00:00,104.41,255.0,400.0,0.0,400.0,104.41
Sông Ba Hạ,2022-01-04 18:00:00,104.4,260.0,400.0,0.0,400.0,104.4
Sông Ba Hạ,2022-01-04 19:00:00,104.39,270.0,400.0,0.0,400.0,104.39
Sông Ba Hạ,2022-01-04 20:00:00,104.39,260.0,252.0,0.0,252.0,104.39
Sông Ba Hạ,2022-01-04 21:00:00,104.38,265.0,390.0,0.0,390.0,104.38
Sông Ba Hạ,2022-01-04 22:00:00,104.38,245.0,240.0,0.0,240.0,104.38
Sông Ba Hạ,2022-01-04 23:00:00,104.37,210.0,254.0,0.0,254.0,104.37
Sông Ba Hạ,2022-01-05 00:00:00,104.37,215.0,240.0,0.0,240.0,104.37
Sông Ba Hạ,2022-01-05 01:00:00,104.37,235.0,240.0,0.0,240.0,104.37
Sông Ba Hạ,2022-01-05 02:00:00,104.37,240.0,240.0,0.0,240.0,104.37
Sông Ba Hạ,2022-01-05 03:00:00,104.37,245.0,240.0,0.0,240.0,104.37
Sông Ba Hạ,2022-01-05 04:00:00,104.37,250.0,240.0,0.0,240.0,104.37
Sông Ba Hạ,2022-01-05 05:00:00,104.37,255.0,240.0,0.0,240.0,104.37
Sông Ba Hạ,2022-01-05 06:00:00,104.36,245.0,326.0,0.0,326.0,104.36
Sông Ba Hạ,2022-01-05 07:00:00,104.35,225.0,326.0,0.0,326.0,104.35
Sông Ba Hạ,2022-01-05 08:00:00,104.34,210.0,362.0,0.0,362.0,104.34
Sông Ba Hạ,2022-01-05 09:00:00,104.34,215.0,0.0,0.0,0.0,104.34
Sông Ba Hạ,2022-01-05 10:00:00,104.35,210.0,0.0,0.0,0.0,104.35
Sông Ba Hạ,2022-01-05 11:00:00,104.36,170.0,0.0,0.0,0.0,104.36
Sông Ba Hạ,2022-01-05 12:00:00,104.37,150.0,0.0,0.0,0.0,104.37
Sông Ba Hạ,2022-01-05 13:00:00,104.38,145.0,0.0,0.0,0.0,104.38
Sông Ba Hạ,2022-01-05 14:00:00,104.39,140.0,0.0,0.0,0.0,104.39
Sông Ba Hạ,2022-01-05 15:00:00,104.39,215.0,240.0,0.0,240.0,104.39
Sông Ba Hạ,2022-01-05 16:00:00,104.38,230.0,362.0,0.0,362.0,104.38
Sông Ba Hạ,2022-01-05 17:00:00,104.37,220.0,326.0,0.0,326.0,104.37
Sông Ba Hạ,2022-01-05 18:00:00,104.36,245.0,389.0,0.0,389.0,104.36
Sông Ba Hạ,2022-01-05 19:00:00,104.35,235.0,327.0,0.0,327.0,104.35
Sông Ba Hạ,2022-01-05 20:00:00,104.34,230.0,327.0,0.0,327.0,104.34
Sông Ba Hạ,2022-01-05 21:00:00,104.33,220.0,327.0,0.0,327.0,104.33
Sông Ba Hạ,2022-01-05 22:00:00,104.32,225.0,327.0,0.0,327.0,104.32
Sông Ba Hạ,2022-01-05 23:00:00,104.32,265.0,327.0,0.0,327.0,104.32
Sông Ba Hạ,2022-01-06 00:00:00,104.32,270.0,240.0,0.0,240.0,104.32
Sông Ba Hạ,2022-01-06 01:00:00,104.32,275.0,0.0,0.0,0.0,104.32
Sông Ba Hạ,2022-01-06 02:00:00,104.33,265.0,0.0,0.0,0.0,104.33
Sông Ba Hạ,2022-01-06 03:00:00,104.34,260.0,0.0,0.0,0.0,104.34
Sông Ba Hạ,2022-01-06 04:00:00,104.35,270.0,0.0,0.0,0.0,104.35
Sông Ba Hạ,2022-01-06 05:00:00,104.37,265.0,0.0,0.0,0.0,104.37
Sông Ba Hạ,2022-01-06 06:00:00,104.37,250.0,162.0,0.0,162.0,104.37
Sông Ba Hạ,2022-01-06 07:00:00,104.38,255.0,175.0,0.0,175.0,104.38
Sông Ba Hạ,2022-01-06 08:00:00,104.37,245.0,352.0,0.0,352.0,104.37
Sông Ba Hạ,2022-01-06 09:00:00,104.37,220.0,120.0,0.0,120.0,104.37
Sông Ba Hạ,2022-01-06 10:00:00,104.38,210.0,0.0,0.0,0.0,104.38
Sông Ba Hạ,2022-01-06 11:00:00,104.39,190.0,0.0,0.0,0.0,104.39
Sông Ba Hạ,2022-01-06 12:00:00,104.4,185.0,0.0,0.0,0.0,104.4
Sông Ba Hạ,2022-01-06 13:00:00,104.42,180.0,0.0,0.0,0.0,104.42
Sông Ba Hạ,2022-01-06 14:00:00,104.43,175.0,0.0,0.0,0.0,104.43
Sông Ba Hạ,2022-01-06 15:00:00,104.44,200.0,0.0,0.0,0.0,104.44
Sông Ba Hạ,2022-01-06 16:00:00,104.42,210.0,300.0,0.0,300.0,104.42
Sông Ba Hạ,2022-01-06 17:00:00,104.4,245.0,390.0,0.0,390.0,104.4
Sông Ba Hạ,2022-01-06 18:00:00,104.39,250.0,390.0,0.0,390.0,104.39
Sông Ba Hạ,2022-01-06 19:00:00,104.38,260.0,362.0,0.0,362.0,104.38
Sông Ba Hạ,2022-01-06 20:00:00,104.37,265.0,362.0,0.0,362.0,104.37
Sông Ba Hạ,2022-01-06 21:00:00,104.36,265.0,362.0,0.0,362.0,104.36
Sông Ba Hạ,2022-01-06 22:00:00,104.35,255.0,362.0,0.0,362.0,104.35
Sông Ba Hạ,2022-01-06 23:00:00,104.34,245.0,352.0,0.0,352.0,104.34
Sông Ba Hạ,2022-01-07 00:00:00,104.34,240.0,240.0,0.0,240.0,104.34
Sông Ba Hạ,2022-01-07 01:00:00,104.33,230.0,327.0,0.0,327.0,104.33
Sông Ba Hạ,2022-01-07 02:00:00,104.33,235.0,327.0,0.0,327.0,104.33
Sông Ba Hạ,2022-01-07 03:00:00,104.32,225.0,327.0,0.0,327.0,104.32
Sông Ba Hạ,2022-01-07 04:00:00,104.31,220.0,327.0,0.0,327.0,104.31
Sông Ba Hạ,2022-01-07 05:00:00,104.31,225.0,352.0,0.0,352.0,104.31
Sông Ba Hạ,2022-01-07 06:00:00,104.3,220.0,352.0,0.0,352.0,104.3
Sông Ba Hạ,2022-01-07 07:00:00,104.29,210.0,352.0,0.0,352.0,104.29
Sông Ba Hạ,2022-01-07 08:00:00,104.28,200.0,352.0,0.0,352.0,104.28
Sông Ba Hạ,2022-01-07 09:00:00,104.28,180.0,0.0,0.0,0.0,104.28
Sông Ba Hạ,2022-01-07 10:00:00,104.29,175.0,0.0,0.0,0.0,104.29
Sông Ba Hạ,2022-01-07 11:00:00,104.3,170.0,0.0,0.0,0.0,104.3
Sông Ba Hạ,2022-01-07 12:00:00,104.32,174.0,0.0,0.0,0.0,104.32
Sông Ba Hạ,2022-01-07 13:00:00,104.33,176.0,0.0,0.0,0.0,104.33
Sông Ba Hạ,2022-01-07 14:00:00,104.34,180.0,0.0,0.0,0.0,104.34
Sông Ba Hạ,2022-01-07 15:00:00,104.36,190.0,0.0,0.0,0.0,104.36
Sông Ba Hạ,2022-01-07 16:00:00,104.36,195.0,326.0,0.0,326.0,104.36
Sông Ba Hạ,2022-01-07 17:00:00,104.35,205.0,400.0,0.0,400.0,104.35
Sông Ba Hạ,2022-01-07 18:00:00,104.34,200.0,386.0,0.0,386.0,104.34
Sông Ba Hạ,2022-01-07 19:00:00,104.33,210.0,362.0,0.0,362.0,104.33
Sông Ba Hạ,2022-01-07 20:00:00,104.32,215.0,350.0,0.0,350.0,104.32
Sông Ba Hạ,2022-01-07 21:00:00,104.33,220.0,0.0,0.0,0.0,104.33
Sông Ba Hạ,2022-01-07 22:00:00,104.32,210.0,362.0,0.0,362.0,104.32
Sông Ba Hạ,2022-01-07 23:00:00,104.31,205.0,352.0,0.0,352.0,104.31
Sông Ba Hạ,2022-01-08 00:00:00,104.29,200.0,326.0,0.0,326.0,104.29
Sông Ba Hạ,2022-01-08 01:00:00,104.29,195.0,180.0,0.0,180.0,104.29
Sông Ba Hạ,2022-01-08 02:00:00,104.29,195.0,180.0,0.0,180.0,104.29
Sông Ba Hạ,2022-01-08 03:00:00,104.29,180.0,180.0,0.0,180.0,104.29
Sông Ba Hạ,2022-01-08 04:00:00,104.29,180.0,180.0,0.0,180.0,104.29
Sông Ba Hạ,2022-01-08 05:00:00,104.29,195.0,180.0,0.0,180.0,104.29
Sông Ba Hạ,2022-01-08 06:00:00,104.29,195.0,180.0,0.0,180.0,104.29
Sông Ba Hạ,2022-01-08 07:00:00,104.29,195.0,175.0,0.0,175.0,104.29
Sông Ba Hạ,2022-01-08 08:00:00,104.29,195.0,175.0,0.0,175.0,104.29
Sông Ba Hạ,2022-01-08 09:00:00,104.29,160.0,0.0,0.0,0.0,104.29
Sông Ba Hạ,2022-01-08 10:00:00,104.29,160.0,0.0,0.0,0.0,104.29
Sông Ba Hạ,2022-01-08 11:00:00,104.3,176.0,0.0,0.0,0.0,104.3
Sông Ba Hạ,2022-01-08 12:00:00,104.3,176.0,0.0,0.0,0.0,104.3
Sông Ba Hạ,2022-01-08 13:00:00,104.31,170.0,120.0,0.0,120.0,104.31
Sông Ba Hạ,2022-01-08 14:00:00,104.31,170.0,120.0,0.0,120.0,104.31
Sông Ba Hạ,2022-01-08 15:00:00,104.33,162.0,0.0,0.0,0.0,104.33
Sông Ba Hạ,2022-01-08 16:00:00,104.33,162.0,0.0,0.0,0.0,104.33
Sông Ba Hạ,2022-01-08 17:00:00,104.31,161.0,361.0,0.0,361.0,104.31
Sông Ba Hạ,2022-01-08 18:00:00,104.31,161.0,361.0,0.0,361.0,104.31
Sông Ba Hạ,2022-01-08 19:00:00,104.29,150.0,350.0,0.0,350.0,104.29
Sông Ba Hạ,2022-01-08 20:00:00,104.29,150.0,350.0,0.0,350.0,104.29
Sông Ba Hạ,2022-01-08 21:00:00,104.28,135.0,350.0,0.0,350.0,104.28
Sông Ba Hạ,2022-01-08 22:00:00,104.28,135.0,350.0,0.0,350.0,104.28
Sông Ba Hạ,2022-01-08 23:00:00,104.27,135.0,363.0,0.0,363.0,104.27
Sông Ba Hạ,2022-01-09 00:00:00,104.27,135.0,363.0,0.0,363.0,104.27
Sông Ba Hạ,2022-01-09 01:00:00,104.26,145.0,0.0,0.0,0.0,104.26
Sông Ba Hạ,2022-01-09 02:00:00,104.26,145.0,0.0,0.0,0.0,104.26
Sông Ba Hạ,2022-01-09 03:00:00,104.28,165.0,0.0,0.0,0.0,104.28
Sông Ba Hạ,2022-01-09 04:00:00,104.28,165.0,0.0,0.0,0.0,104.28
Sông Ba Hạ,2022-01-09 05:00:00,104.32,180.0,0.0,0.0,0.0,104.32
Sông Ba Hạ,2022-01-09 06:00:00,104.32,180.0,0.0,0.0,0.0,104.32
Sông Ba Hạ,2022-01-09 07:00:00,104.34,185.0,127.0,0.0,127.0,104.34
Sông Ba Hạ,2022-01-09 08:00:00,104.34,185.0,127.0,0.0,127.0,104.34
Sông Ba Hạ,2022-01-09 09:00:00,104.34,142.0,120.0,0.0,120.0,104.34
Sông Ba Hạ,2022-01-09 10:00:00,104.34,142.0,120.0,0.0,120.0,104.34
Sông Ba Hạ,2022-01-09 11:00:00,104.35,100.0,0.0,0.0,0.0,104.35
Sông Ba Hạ,2022-01-09 12:00:00,104.35,100.0,0.0,0.0,0.0,104.35
Sông Ba Hạ,2022-01-09 13:00:00,104.36,80.0,0.0,0.0,0.0,104.36
Sông Ba Hạ,2022-01-09 14:00:00,104.36,80.0,0.0,0.0,0.0,104.36
Sông Ba Hạ,2022-01-09 15:00:00,104.36,102.0,120.0,0.0,120.0,104.36
Sông Ba Hạ,2022-01-09 16:00:00,104.36,102.0,120.0,0.0,120.0,104.36
Sông Ba Hạ,2022-01-09 17:00:00,104.36,133.0,120.0,0.0,120.0,104.36
Sông Ba Hạ,2022-01-09 18:00:00,104.36,133.0,120.0,0.0,120.0,104.36
Sông Ba Hạ,2022-01-09 19:00:00,104.37,130.0,0.0,0.0,0.0,104.37
Sông Ba Hạ,2022-01-09 20:00:00,104.37,130.0,0.0,0.0,0.0,104.37
Sông Ba Hạ,2022-01-09 21:00:00,104.39,120.0,0.0,0.0,0.0,104.39
Sông Ba Hạ,2022-01-09 22:00:00,104.39,120.0,0.0,0.0,0.0,104.39
Sông Ba Hạ,2022-01-09 23:00:00,104.4,105.0,0.0,0.0,0.0,104.4
Sông Ba Hạ,2022-01-10 00:00:00,104.4,105.0,0.0,0.0,0.0,104.4
Sông Ba Hạ,2022-01-10 01:00:00,104.42,120.0,0.0,0.0,0.0,104.42
Sông Ba Hạ,2022-01-10 02:00:00,104.42,120.0,0.0,0.0,0.0,104.42
Sông Ba Hạ,2022-01-10 03:00:00,104.43,105.0,0.0,0.0,0.0,104.43
Sông Ba Hạ,2022-01-10 04:00:00,104.43,105.0,0.0,0.0,0.0,104.43
Sông Ba Hạ,2022-01-10 05:00:00,104.43,97.0,327.0,0.0,327.0,104.43
Sông Ba Hạ,2022-01-10 06:00:00,104.43,97.0,327.0,0.0,327.0,104.43
Sông Ba Hạ,2022-01-10 07:00:00,104.4,115.0,361.0,0.0,361.0,104.4
Sông Ba Hạ,2022-01-10 08:00:00,104.4,115.0,361.0,0.0,361.0,104.4
Sông Ba Hạ,2022-01-10 09:00:00,104.37,82.0,120.0,0.0,120.0,104.37
Sông Ba Hạ,2022-01-10 10:00:00,104.37,82.0,120.0,0.0,120.0,104.37
Sông Ba Hạ,2022-01-10 11:00:00,104.36,85.0,0.0,0.0,0.0,104.36
Sông Ba Hạ,2022-01-10 12:00:00,104.36,85.0,0.0,0.0,0.0,104.36
Sông Ba Hạ,2022-01-10 13:00:00,104.37,95.0,0.0,0.0,0.0,104.37
Sông Ba Hạ,2022-01-10 14:00:00,104.37,95.0,0.0,0.0,0.0,104.37
Sông Ba Hạ,2022-01-10 15:00:00,104.37,75.0,120.0,0.0,120.0,104.37
Sông Ba Hạ,2022-01-10 16:00:00,104.37,75.0,120.0,0.0,120.0,104.37
Sông Ba Hạ,2022-01-10 17:00:00,104.34,72.0,352.0,0.0,352.0,104.34
Sông Ba Hạ,2022-01-10 18:00:00,104.34,72.0,352.0,0.0,352.0,104.34
Sông Ba Hạ,2022-01-10 19:00:00,104.31,65.0,325.0,0.0,325.0,104.31
Sông Ba Hạ,2022-01-10 20:00:00,104.31,65.0,325.0,0.0,325.0,104.31
Sông Ba Hạ,2022-01-10 21:00:00,104.27,60.0,352.0,0.0,352.0,104.27
Sông Ba Hạ,2022-01-10 22:00:00,104.27,60.0,352.0,0.0,352.0,104.27
Sông Ba Hạ,2022-01-10 23:00:00,104.23,90.0,327.0,0.0,327.0,104.23
Sông Ba Hạ,2022-01-11 00:00:00,104.23,90.0,327.0,0.0,327.0,104.23
Sông Ba Hạ,2022-01-11 01:00:00,104.23,120.0,0.0,0.0,0.0,104.23
Sông Ba Hạ,2022-01-11 02:00:00,104.23,120.0,0.0,0.0,0.0,104.23
Sông Ba Hạ,2022-01-11 03:00:00,104.25,110.0,0.0,0.0,0.0,104.25
Sông Ba Hạ,2022-01-11 04:00:00,104.25,110.0,0.0,0.0,0.0,104.25
Sông Ba Hạ,2022-01-11 05:00:00,104.27,105.0,0.0,0.0,0.0,104.27
Sông Ba Hạ,2022-01-11 06:00:00,104.27,105.0,0.0,0.0,0.0,104.27
Sông Ba Hạ,2022-01-11 07:00:00,104.28,135.0,145.0,0.0,145.0,104.28
Sông Ba Hạ,2022-01-11 08:00:00,104.28,135.0,145.0,0.0,145.0,104.28
Sông Ba Hạ,2022-01-11 09:00:00,104.28,160.0,0.0,0.0,0.0,104.28
Sông Ba Hạ,2022-01-11 10:00:00,104.28,160.0,0.0,0.0,0.0,104.28
Sông Ba Hạ,2022-01-11 11:00:00,104.3,177.0,0.0,0.0,0.0,104.3
Sông Ba Hạ,2022-01-11 12:00:00,104.3,177.0,0.0,0.0,0.0,104.3
Sông Ba Hạ,2022-01-11 13:00:00,104.32,182.0,0.0,0.0,0.0,104.32
Sông Ba Hạ,2022-01-11 14:00:00,104.32,182.0,0.0,0.0,0.0,104.32
Sông Ba Hạ,2022-01-11 15:00:00,104.34,185.0,120.0,0.0,120.0,104.34
Sông Ba Hạ,2022-01-11 16:00:00,104.34,185.0,120.0,0.0,120.0,104.34
Sông Ba Hạ,2022-01-11 17:00:00,104.33,175.0,343.0,0.0,343.0,104.33
Sông Ba Hạ,2022-01-11 18:00:00,104.33,175.0,343.0,0.0,343.0,104.33
Sông Ba Hạ,2022-01-11 19:00:00,104.3,95.0,289.0,0.0,289.0,104.3
Sông Ba Hạ,2022-01-11 20:00:00,104.3,95.0,289.0,0.0,289.0,104.3
Sông Ba Hạ,2022-01-11 21:00:00,104.28,80.0,289.0,0.0,289.0,104.28
Sông Ba Hạ,2022-01-11 22:00:00,104.28,80.0,289.0,0.0,289.0,104.28
Sông Ba Hạ,2022-01-11 23:00:00,104.25,85.0,289.0,0.0,289.0,104.25
Sông Ba Hạ,2022-01-12 00:00:00,104.25,85.0,289.0,0.0,289.0,104.25
Sông Ba Hạ,2022-01-12 01:00:00,104.27,115.0,0.0,0.0,0.0,104.27
Sông Ba Hạ,2022-01-12 02:00:00,104.27,115.0,0.0,0.0,0.0,104.27
Sông Ba Hạ,2022-01-12 03:00:00,104.29,140.0,0.0,0.0,0.0,104.29
Sông Ba Hạ,2022-01-12 04:00:00,104.29,140.0,0.0,0.0,0.0,104.29
Sông Ba Hạ,2022-01-12 05:00:00,104.31,170.0,120.0,0.0,120.0,104.31
Sông Ba Hạ,2022-01-12 06:00:00,104.31,170.0,120.0,0.0,120.0,104.31
Sông Ba Hạ,2022-01-12 07:00:00,104.3,145.0,172.0,0.0,172.0,104.3
Sông Ba Hạ,2022-01-12 08:00:00,104.3,145.0,172.0,0.0,172.0,104.3
Sông Ba Hạ,2022-01-12 09:00:00,104.29,120.0,120.0,0.0,120.0,104.29
Sông Ba Hạ,2022-01-12 10:00:00,104.29,120.0,120.0,0.0,120.0,104.29
Sông Ba Hạ,2022-01-12 11:00:00,104.31,117.0,0.0,0.0,0.0,104.31
Sông Ba Hạ,2022-01-12 12:00:00,104.31,117.0,0.0,0.0,0.0,104.31
Sông Ba Hạ,2022-01-12 13:00:00,104.33,116.0,0.0,0.0,0.0,104.33
Sông Ba Hạ,2022-01-12 14:00:00,104.33,116.0,0.0,0.0,0.0,104.33
Sông Ba Hạ,2022-01-12 15:00:00,104.34,150.0,120.0,0.0,120.0,104.34
Sông Ba Hạ,2022-01-12 16:00:00,104.34,150.0,120.0,0.0,120.0,104.34
Sông Ba Hạ,2022-01-12 17:00:00,104.32,185.0,343.0,0.0,343.0,104.32
Sông Ba Hạ,2022-01-12 18:00:00,104.32,185.0,343.0,0.0,343.0,104.32
Sông Ba Hạ,2022-01-12 19:00:00,104.31,190.0,289.0,0.0,289.0,104.31
Sông Ba Hạ,2022-01-12 20:00:00,104.31,190.0,289.0,0.0,289.0,104.31
Sông Ba Hạ,2022-01-12 21:00:00,104.3,185.0,343.0,0.0,343.0,104.3
Sông Ba Hạ,2022-01-12 22:00:00,104.3,185.0,343.0,0.0,343.0,104.3
Sông Ba Hạ,2022-01-12 23:00:00,104.3,210.0,240.0,0.0,240.0,104.3
Sông Ba Hạ,2022-01-13 00:00:00,104.3,210.0,240.0,0.0,240.0,104.3
