thoi_diem,muc_nuoc_thuong_luu_m,muc_nuoc_dang_binh_thuong_m,muc_nuoc_chet_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,so_cua_xa_sau,so_cua_xa_mat
1/1/2022 0:00,61.29,62,50,170,0,0,0,0,0
1/1/2022 1:00,61.3,62,50,210,0,0,0,0,0
1/1/2022 2:00,61.3,62,50,210,0,0,0,0,0
1/1/2022 3:00,61.3,62,50,220,0,0,0,0,0
1/1/2022 4:00,61.3,62,50,220,0,0,0,0,0
1/1/2022 5:00,61.31,62,50,220,0,0,0,0,0
1/1/2022 6:00,61.31,62,50,220,0,0,0,0,0
1/1/2022 7:00,61.32,62,50,280,0,0,0,0,0
1/1/2022 8:00,61.32,62,50,280,0,0,0,0,0
1/1/2022 9:00,61.32,62,50,220,0,0,0,0,0
1/1/2022 10:00,61.32,62,50,220,0,0,0,0,0
1/1/2022 11:00,61.32,62,50,140,0,0,0,0,0
1/1/2022 12:00,61.32,62,50,140,0,0,0,0,0
1/1/2022 13:00,61.33,62,50,170,0,0,0,0,0
1/1/2022 14:00,61.33,62,50,170,0,0,0,0,0
1/1/2022 15:00,61.33,62,50,170,0,0,0,0,0
1/1/2022 16:00,61.33,62,50,170,0,0,0,0,0
1/1/2022 17:00,61.33,62,50,140,0,0,0,0,0
1/1/2022 18:00,61.33,62,50,140,0,0,0,0,0
1/1/2022 19:00,61.32,62,50,230,780,0,780,0,0
1/1/2022 20:00,61.32,62,50,230,780,0,780,0,0
1/1/2022 21:00,61.32,62,50,270,0,0,0,0,0
1/1/2022 22:00,61.32,62,50,270,0,0,0,0,0
1/1/2022 23:00,61.32,62,50,200,0,0,0,0,0
1/2/2022 0:00,61.32,62,50,200,0,0,0,0,0
1/2/2022 1:00,61.33,62,50,110,0,0,0,0,0
1/2/2022 2:00,61.33,62,50,110,0,0,0,0,0
1/2/2022 3:00,61.33,62,50,140,0,0,0,0,0
1/2/2022 4:00,61.33,62,50,140,0,0,0,0,0
1/2/2022 5:00,61.34,62,50,170,0,0,0,0,0
1/2/2022 6:00,61.34,62,50,170,0,0,0,0,0
1/2/2022 7:00,61.34,62,50,140,250,0,250,0,0
1/2/2022 8:00,61.34,62,50,140,250,0,250,0,0
1/2/2022 9:00,61.34,62,50,220,0,0,0,0,0
1/2/2022 10:00,61.34,62,50,220,0,0,0,0,0
1/2/2022 11:00,61.35,62,50,220,0,0,0,0,0
1/2/2022 12:00,61.35,62,50,220,0,0,0,0,0
1/2/2022 13:00,61.35,62,50,200,0,0,0,0,0
1/2/2022 14:00,61.35,62,50,200,0,0,0,0,0
1/2/2022 15:00,61.35,62,50,140,0,0,0,0,0
1/2/2022 16:00,61.35,62,50,140,0,0,0,0,0
1/2/2022 17:00,61.35,62,50,120,450,0,450,0,0
1/2/2022 18:00,61.35,62,50,120,450,0,450,0,0
1/2/2022 19:00,61.34,62,50,240,780,0,780,0,0
1/2/2022 20:00,61.34,62,50,240,780,0,780,0,0
1/2/2022 21:00,61.32,62,50,160,780,0,780,0,0
1/2/2022 22:00,61.32,62,50,160,780,0,780,0,0
1/2/2022 23:00,61.31,62,50,160,780,0,780,0,0
1/3/2022 0:00,61.31,62,50,160,780,0,780,0,0
1/3/2022 1:00,61.31,62,50,150,0,0,0,0,0
1/3/2022 2:00,61.31,62,50,150,0,0,0,0,0
1/3/2022 3:00,61.32,62,50,80,0,0,0,0,0
1/3/2022 4:00,61.32,62,50,80,0,0,0,0,0
1/3/2022 5:00,61.32,62,50,80,0,0,0,0,0
1/3/2022 6:00,61.32,62,50,80,0,0,0,0,0
1/3/2022 7:00,61.32,62,50,50,0,0,0,0,0
1/3/2022 8:00,61.32,62,50,50,0,0,0,0,0
1/3/2022 9:00,61.31,62,50,120,0,0,0,0,0
1/3/2022 10:00,61.31,62,50,120,0,0,0,0,0
1/3/2022 11:00,61.32,62,50,110,0,0,0,0,0
1/3/2022 12:00,61.32,62,50,110,0,0,0,0,0
1/3/2022 13:00,61.32,62,50,180,0,0,0,0,0
1/3/2022 14:00,61.32,62,50,180,0,0,0,0,0
1/3/2022 15:00,61.3,62,50,190,770,0,770,0,0
1/3/2022 16:00,61.3,62,50,190,770,0,770,0,0
1/3/2022 17:00,61.29,62,50,160,780,0,780,0,0
1/3/2022 18:00,61.29,62,50,160,780,0,780,0,0
1/3/2022 19:00,61.27,62,50,160,780,0,780,0,0
1/3/2022 20:00,61.27,62,50,160,780,0,780,0,0
1/3/2022 21:00,61.26,62,50,170,500,0,500,0,0
1/3/2022 22:00,61.26,62,50,170,500,0,500,0,0
1/3/2022 23:00,61.26,62,50,150,120,0,120,0,0
1/4/2022 0:00,61.26,62,50,150,120,0,120,0,0
1/4/2022 1:00,61.26,62,50,120,0,0,0,0,0
1/4/2022 2:00,61.26,62,50,120,0,0,0,0,0
1/4/2022 3:00,61.27,62,50,110,0,0,0,0,0
1/4/2022 4:00,61.27,62,50,110,0,0,0,0,0
1/4/2022 5:00,61.27,62,50,80,0,0,0,0,0
1/4/2022 6:00,61.27,62,50,80,0,0,0,0,0
1/4/2022 7:00,61.27,62,50,110,0,0,0,0,0
1/4/2022 8:00,61.27,62,50,110,0,0,0,0,0
1/4/2022 9:00,61.27,62,50,80,0,0,0,0,0
1/4/2022 10:00,61.27,62,50,80,0,0,0,0,0
1/4/2022 11:00,61.28,62,50,110,0,0,0,0,0
1/4/2022 12:00,61.28,62,50,110,0,0,0,0,0
1/4/2022 13:00,61.28,62,50,110,0,0,0,0,0
1/4/2022 14:00,61.28,62,50,110,0,0,0,0,0
1/4/2022 15:00,61.28,62,50,170,0,0,0,0,0
1/4/2022 16:00,61.28,62,50,170,0,0,0,0,0
1/4/2022 17:00,61.28,62,50,130,370,0,370,0,0
1/4/2022 18:00,61.28,62,50,130,370,0,370,0,0
1/4/2022 19:00,61.27,62,50,140,540,0,540,0,0
1/4/2022 20:00,61.27,62,50,140,540,0,540,0,0
1/4/2022 21:00,61.26,62,50,140,770,0,770,0,0
1/4/2022 22:00,61.26,62,50,140,770,0,770,0,0
1/4/2022 23:00,61.26,62,50,140,190,0,190,0,0
1/5/2022 0:00,61.26,62,50,140,190,0,190,0,0
1/5/2022 1:00,61.26,62,50,150,0,0,0,0,0
1/5/2022 2:00,61.26,62,50,150,0,0,0,0,0
1/5/2022 3:00,61.26,62,50,200,0,0,0,0,0
1/5/2022 4:00,61.26,62,50,200,0,0,0,0,0
1/5/2022 5:00,61.27,62,50,250,0,0,0,0,0
1/5/2022 6:00,61.27,62,50,250,0,0,0,0,0
1/5/2022 7:00,61.28,62,50,250,0,0,0,0,0
1/5/2022 8:00,61.28,62,50,250,0,0,0,0,0
1/5/2022 9:00,61.28,62,50,250,0,0,0,0,0
1/5/2022 10:00,61.28,62,50,250,0,0,0,0,0
1/5/2022 11:00,61.29,62,50,250,0,0,0,0,0
1/5/2022 12:00,61.29,62,50,250,0,0,0,0,0
1/5/2022 13:00,61.3,62,50,250,0,0,0,0,0
1/5/2022 14:00,61.3,62,50,250,0,0,0,0,0
1/5/2022 15:00,61.3,62,50,250,0,0,0,0,0
1/5/2022 16:00,61.3,62,50,250,0,0,0,0,0
1/5/2022 17:00,61.3,62,50,210,370,0,370,0,0
1/5/2022 18:00,61.3,62,50,210,370,0,370,0,0
1/5/2022 19:00,61.29,62,50,190,760,0,760,0,0
1/5/2022 20:00,61.29,62,50,190,760,0,760,0,0
1/5/2022 21:00,61.28,62,50,150,380,0,380,0,0
1/5/2022 22:00,61.28,62,50,150,380,0,380,0,0
1/5/2022 23:00,61.28,62,50,140,120,0,120,0,0
1/6/2022 0:00,61.28,62,50,140,120,0,120,0,0
1/6/2022 1:00,61.29,62,50,160,0,0,0,0,0
1/6/2022 2:00,61.29,62,50,160,0,0,0,0,0
1/6/2022 3:00,61.29,62,50,200,0,0,0,0,0
1/6/2022 4:00,61.29,62,50,200,0,0,0,0,0
1/6/2022 5:00,61.3,62,50,220,0,0,0,0,0
1/6/2022 6:00,61.3,62,50,220,0,0,0,0,0
1/6/2022 7:00,61.3,62,50,280,0,0,0,0,0
1/6/2022 8:00,61.3,62,50,280,0,0,0,0,0
1/6/2022 9:00,61.31,62,50,310,0,0,0,0,0
1/6/2022 10:00,61.31,62,50,310,0,0,0,0,0
1/6/2022 11:00,61.32,62,50,370,0,0,0,0,0
1/6/2022 12:00,61.32,62,50,370,0,0,0,0,0
1/6/2022 13:00,61.33,62,50,390,0,0,0,0,0
1/6/2022 14:00,61.33,62,50,390,0,0,0,0,0
1/6/2022 15:00,61.34,62,50,360,0,0,0,0,0
1/6/2022 16:00,61.34,62,50,360,0,0,0,0,0
1/6/2022 17:00,61.34,62,50,290,370,0,370,0,0
1/6/2022 18:00,61.34,62,50,290,370,0,370,0,0
1/6/2022 19:00,61.33,62,50,330,780,0,780,0,0
1/6/2022 20:00,61.33,62,50,330,780,0,780,0,0
1/6/2022 21:00,61.32,62,50,270,770,0,770,0,0
1/6/2022 22:00,61.32,62,50,270,770,0,770,0,0
1/6/2022 23:00,61.32,62,50,270,0,0,0,0,0
1/7/2022 0:00,61.32,62,50,270,0,0,0,0,0
1/7/2022 1:00,61.33,62,50,220,0,0,0,0,0
1/7/2022 2:00,61.33,62,50,220,0,0,0,0,0
1/7/2022 3:00,61.33,62,50,220,0,0,0,0,0
1/7/2022 4:00,61.33,62,50,220,0,0,0,0,0
1/7/2022 5:00,61.34,62,50,200,0,0,0,0,0
1/7/2022 6:00,61.34,62,50,200,0,0,0,0,0
1/7/2022 7:00,61.34,62,50,200,0,0,0,0,0
1/7/2022 8:00,61.34,62,50,200,0,0,0,0,0
1/7/2022 9:00,61.35,62,50,200,0,0,0,0,0
1/7/2022 10:00,61.35,62,50,200,0,0,0,0,0
1/7/2022 11:00,61.35,62,50,220,0,0,0,0,0
1/7/2022 12:00,61.35,62,50,220,0,0,0,0,0
1/7/2022 13:00,61.36,62,50,250,0,0,0,0,0
1/7/2022 14:00,61.36,62,50,250,0,0,0,0,0
1/7/2022 15:00,61.36,62,50,250,0,0,0,0,0
1/7/2022 16:00,61.36,62,50,250,0,0,0,0,0
1/7/2022 17:00,61.36,62,50,240,740,0,740,0,0
1/7/2022 18:00,61.36,62,50,240,740,0,740,0,0
1/7/2022 19:00,61.35,62,50,240,470,0,470,0,0
1/7/2022 20:00,61.35,62,50,240,470,0,470,0,0
1/7/2022 21:00,61.35,62,50,240,750,0,750,0,0
1/7/2022 22:00,61.35,62,50,240,750,0,750,0,0
1/7/2022 23:00,61.35,62,50,210,120,0,120,0,0
1/8/2022 0:00,61.35,62,50,210,120,0,120,0,0
1/8/2022 1:00,61.36,62,50,230,0,0,0,0,0
1/8/2022 2:00,61.36,62,50,230,0,0,0,0,0
1/8/2022 3:00,61.36,62,50,250,0,0,0,0,0
1/8/2022 4:00,61.36,62,50,250,0,0,0,0,0
1/8/2022 5:00,61.37,62,50,250,0,0,0,0,0
1/8/2022 6:00,61.37,62,50,250,0,0,0,0,0
1/8/2022 7:00,61.38,62,50,250,0,0,0,0,0
1/8/2022 8:00,61.38,62,50,250,0,0,0,0,0
1/8/2022 9:00,61.38,62,50,200,0,0,0,0,0
1/8/2022 10:00,61.38,62,50,200,0,0,0,0,0
1/8/2022 11:00,61.38,62,50,170,0,0,0,0,0
1/8/2022 12:00,61.38,62,50,170,0,0,0,0,0
1/8/2022 13:00,61.39,62,50,200,0,0,0,0,0
1/8/2022 14:00,61.39,62,50,200,0,0,0,0,0
1/8/2022 15:00,61.39,62,50,200,0,0,0,0,0
1/8/2022 16:00,61.39,62,50,200,0,0,0,0,0
1/8/2022 17:00,61.4,62,50,200,0,0,0,0,0
1/8/2022 18:00,61.4,62,50,200,0,0,0,0,0
1/8/2022 19:00,61.39,62,50,200,370,0,370,0,0
1/8/2022 20:00,61.39,62,50,200,370,0,370,0,0
1/8/2022 21:00,61.38,62,50,220,750,0,750,0,0
1/8/2022 22:00,61.38,62,50,220,750,0,750,0,0
1/8/2022 23:00,61.39,62,50,170,0,0,0,0,0
1/9/2022 0:00,61.39,62,50,170,0,0,0,0,0
1/9/2022 1:00,61.39,62,50,200,0,0,0,0,0
1/9/2022 2:00,61.39,62,50,200,0,0,0,0,0
1/9/2022 3:00,61.4,62,50,200,0,0,0,0,0
1/9/2022 4:00,61.4,62,50,200,0,0,0,0,0
1/9/2022 5:00,61.4,62,50,170,0,0,0,0,0
1/9/2022 6:00,61.4,62,50,170,0,0,0,0,0
1/9/2022 7:00,61.41,62,50,200,0,0,0,0,0
1/9/2022 8:00,61.41,62,50,200,0,0,0,0,0
1/9/2022 9:00,61.41,62,50,250,0,0,0,0,0
1/9/2022 10:00,61.41,62,50,250,0,0,0,0,0
1/9/2022 11:00,61.42,62,50,220,0,0,0,0,0
1/9/2022 12:00,61.42,62,50,220,0,0,0,0,0
1/9/2022 13:00,61.42,62,50,200,0,0,0,0,0
1/9/2022 14:00,61.42,62,50,200,0,0,0,0,0
1/9/2022 15:00,61.43,62,50,200,0,0,0,0,0
1/9/2022 16:00,61.43,62,50,200,0,0,0,0,0
1/9/2022 17:00,61.43,62,50,200,180,0,180,0,0
1/9/2022 18:00,61.43,62,50,200,180,0,180,0,0
1/9/2022 19:00,61.42,62,50,210,470,0,470,0,0
1/9/2022 20:00,61.42,62,50,210,470,0,470,0,0
1/9/2022 21:00,61.42,62,50,210,520,0,520,0,0
1/9/2022 22:00,61.42,62,50,210,520,0,520,0,0
1/9/2022 23:00,61.41,62,50,170,380,0,380,0,0
1/10/2022 0:00,61.41,62,50,170,380,0,380,0,0
1/10/2022 1:00,61.41,62,50,200,120,0,120,0,0
1/10/2022 2:00,61.41,62,50,200,120,0,120,0,0
1/10/2022 3:00,61.42,62,50,180,0,0,0,0,0
1/10/2022 4:00,61.42,62,50,180,0,0,0,0,0
1/10/2022 5:00,61.42,62,50,170,0,0,0,0,0
1/10/2022 6:00,61.42,62,50,170,0,0,0,0,0
1/10/2022 7:00,61.42,62,50,200,0,0,0,0,0
1/10/2022 8:00,61.42,62,50,200,0,0,0,0,0
1/10/2022 9:00,61.43,62,50,170,0,0,0,0,0
1/10/2022 10:00,61.43,62,50,170,0,0,0,0,0
1/10/2022 11:00,61.43,62,50,200,0,0,0,0,0
1/10/2022 12:00,61.43,62,50,200,0,0,0,0,0
1/10/2022 13:00,61.44,62,50,170,0,0,0,0,0
1/10/2022 14:00,61.44,62,50,170,0,0,0,0,0
1/10/2022 15:00,61.44,62,50,170,0,0,0,0,0
1/10/2022 16:00,61.44,62,50,170,0,0,0,0,0
1/10/2022 17:00,61.44,62,50,170,180,0,180,0,0
1/10/2022 18:00,61.44,62,50,170,180,0,180,0,0
1/10/2022 19:00,61.43,62,50,180,570,0,570,0,0
1/10/2022 20:00,61.43,62,50,180,570,0,570,0,0
1/10/2022 21:00,61.43,62,50,220,460,0,460,0,0
1/10/2022 22:00,61.43,62,50,220,460,0,460,0,0
1/10/2022 23:00,61.43,62,50,200,190,0,190,0,0
1/11/2022 0:00,61.43,62,50,200,190,0,190,0,0
1/11/2022 1:00,61.43,62,50,190,190,0,190,0,0
1/11/2022 2:00,61.43,62,50,190,190,0,190,0,0
1/11/2022 3:00,61.43,62,50,180,0,0,0,0,0
1/11/2022 4:00,61.43,62,50,180,0,0,0,0,0
1/11/2022 5:00,61.43,62,50,170,0,0,0,0,0
1/11/2022 6:00,61.43,62,50,170,0,0,0,0,0
1/11/2022 7:00,61.44,62,50,200,0,0,0,0,0
1/11/2022 8:00,61.44,62,50,200,0,0,0,0,0
1/11/2022 9:00,61.44,62,50,170,0,0,0,0,0
1/11/2022 10:00,61.44,62,50,170,0,0,0,0,0
1/11/2022 11:00,61.45,62,50,170,0,0,0,0,0
1/11/2022 12:00,61.45,62,50,170,0,0,0,0,0
1/11/2022 13:00,61.45,62,50,200,0,0,0,0,0
1/11/2022 14:00,61.45,62,50,200,0,0,0,0,0
1/11/2022 15:00,61.46,62,50,170,0,0,0,0,0
1/11/2022 16:00,61.46,62,50,170,0,0,0,0,0
1/11/2022 17:00,61.45,62,50,190,600,0,600,0,0
1/11/2022 18:00,61.45,62,50,190,600,0,600,0,0
1/11/2022 19:00,61.44,62,50,180,780,0,780,0,0
1/11/2022 20:00,61.44,62,50,180,780,0,780,0,0
1/11/2022 21:00,61.43,62,50,180,310,0,310,0,0
1/11/2022 22:00,61.43,62,50,180,310,0,310,0,0
1/11/2022 23:00,61.44,62,50,160,0,0,0,0,0
1/12/2022 0:00,61.44,62,50,160,0,0,0,0,0
1/12/2022 1:00,61.44,62,50,200,0,0,0,0,0
1/12/2022 2:00,61.44,62,50,200,0,0,0,0,0
1/12/2022 3:00,61.45,62,50,200,0,0,0,0,0
1/12/2022 4:00,61.45,62,50,200,0,0,0,0,0
1/12/2022 5:00,61.45,62,50,170,0,0,0,0,0
1/12/2022 6:00,61.45,62,50,170,0,0,0,0,0
1/12/2022 7:00,61.45,62,50,140,0,0,0,0,0
1/12/2022 8:00,61.45,62,50,140,0,0,0,0,0
1/12/2022 9:00,61.46,62,50,110,0,0,0,0,0
1/12/2022 10:00,61.46,62,50,110,0,0,0,0,0
1/12/2022 11:00,61.46,62,50,110,0,0,0,0,0
1/12/2022 12:00,61.46,62,50,110,0,0,0,0,0
1/12/2022 13:00,61.46,62,50,140,0,0,0,0,0
1/12/2022 14:00,61.46,62,50,140,0,0,0,0,0
1/12/2022 15:00,61.47,62,50,140,0,0,0,0,0
1/12/2022 16:00,61.47,62,50,140,0,0,0,0,0
1/12/2022 17:00,61.46,62,50,170,760,0,760,0,0
1/12/2022 18:00,61.46,62,50,170,760,0,760,0,0
1/12/2022 19:00,61.45,62,50,140,490,0,490,0,0
1/12/2022 20:00,61.45,62,50,140,490,0,490,0,0
1/12/2022 21:00,61.44,62,50,180,560,0,560,0,0
1/12/2022 22:00,61.44,62,50,180,560,0,560,0,0
1/12/2022 23:00,61.44,62,50,200,0,0,0,0,0
1/13/2022 0:00,61.44,62,50,200,0,0,0,0,0
1/13/2022 1:00,61.45,62,50,170,0,0,0,0,0
1/13/2022 2:00,61.45,62,50,170,0,0,0,0,0
1/13/2022 3:00,61.45,62,50,170,0,0,0,0,0
1/13/2022 4:00,61.45,62,50,170,0,0,0,0,0
1/13/2022 5:00,61.46,62,50,170,0,0,0,0,0
1/13/2022 6:00,61.46,62,50,170,0,0,0,0,0
1/13/2022 7:00,61.46,62,50,170,0,0,0,0,0
1/13/2022 8:00,61.46,62,50,170,0,0,0,0,0
1/13/2022 9:00,61.46,62,50,170,0,0,0,0,0
1/13/2022 10:00,61.46,62,50,170,0,0,0,0,0
1/13/2022 11:00,61.47,62,50,110,0,0,0,0,0
1/13/2022 12:00,61.47,62,50,110,0,0,0,0,0
1/13/2022 13:00,61.47,62,50,110,0,0,0,0,0
1/13/2022 14:00,61.47,62,50,110,0,0,0,0,0
1/13/2022 15:00,61.47,62,50,80,0,0,0,0,0
1/13/2022 16:00,61.47,62,50,80,0,0,0,0,0
1/13/2022 17:00,61.47,62,50,80,160,0,160,0,0
1/13/2022 18:00,61.47,62,50,80,160,0,160,0,0
1/13/2022 19:00,61.46,62,50,110,780,0,780,0,0
1/13/2022 20:00,61.46,62,50,110,780,0,780,0,0
1/13/2022 21:00,61.44,62,50,130,660,0,660,0,0
1/13/2022 22:00,61.44,62,50,130,660,0,660,0,0
1/13/2022 23:00,61.44,62,50,110,0,0,0,0,0
1/14/2022 0:00,61.44,62,50,110,0,0,0,0,0
1/14/2022 1:00,61.45,62,50,170,0,0,0,0,0
1/14/2022 2:00,61.45,62,50,170,0,0,0,0,0
1/14/2022 3:00,61.45,62,50,200,0,0,0,0,0
1/14/2022 4:00,61.45,62,50,200,0,0,0,0,0
1/14/2022 5:00,61.46,62,50,220,0,0,0,0,0
1/14/2022 6:00,61.46,62,50,220,0,0,0,0,0
1/14/2022 7:00,61.46,62,50,170,0,0,0,0,0
1/14/2022 8:00,61.46,62,50,170,0,0,0,0,0
1/14/2022 9:00,61.47,62,50,170,0,0,0,0,0
1/14/2022 10:00,61.47,62,50,170,0,0,0,0,0
1/14/2022 11:00,61.47,62,50,170,0,0,0,0,0
1/14/2022 12:00,61.47,62,50,170,0,0,0,0,0
1/14/2022 13:00,61.47,62,50,140,0,0,0,0,0
1/14/2022 14:00,61.47,62,50,140,0,0,0,0,0
1/14/2022 15:00,61.48,62,50,140,0,0,0,0,0
1/14/2022 16:00,61.48,62,50,140,0,0,0,0,0
1/14/2022 17:00,61.47,62,50,140,750,0,750,0,0
1/14/2022 18:00,61.47,62,50,140,750,0,750,0,0
1/14/2022 19:00,61.46,62,50,120,780,0,780,0,0
1/14/2022 20:00,61.46,62,50,120,780,0,780,0,0
1/14/2022 21:00,61.44,62,50,140,750,0,750,0,0
1/14/2022 22:00,61.44,62,50,140,750,0,750,0,0
1/14/2022 23:00,61.44,62,50,160,0,0,0,0,0
1/15/2022 0:00,61.44,62,50,160,0,0,0,0,0
1/15/2022 1:00,61.44,62,50,140,0,0,0,0,0
1/15/2022 2:00,61.44,62,50,140,0,0,0,0,0
1/15/2022 3:00,61.45,62,50,110,0,0,0,0,0
1/15/2022 4:00,61.45,62,50,110,0,0,0,0,0
1/15/2022 5:00,61.45,62,50,80,0,0,0,0,0
1/15/2022 6:00,61.45,62,50,80,0,0,0,0,0
1/15/2022 7:00,61.45,62,50,80,0,0,0,0,0
1/15/2022 8:00,61.45,62,50,80,0,0,0,0,0
1/15/2022 9:00,61.45,62,50,80,0,0,0,0,0
1/15/2022 10:00,61.45,62,50,80,0,0,0,0,0
1/15/2022 11:00,61.46,62,50,80,0,0,0,0,0
1/15/2022 12:00,61.46,62,50,80,0,0,0,0,0
1/15/2022 13:00,61.46,62,50,80,0,0,0,0,0
1/15/2022 14:00,61.46,62,50,80,0,0,0,0,0
1/15/2022 15:00,61.46,62,50,80,0,0,0,0,0
1/15/2022 16:00,61.46,62,50,80,0,0,0,0,0
1/15/2022 17:00,61.46,62,50,100,550,0,550,0,0
1/15/2022 18:00,61.46,62,50,100,550,0,550,0,0
1/15/2022 19:00,61.44,62,50,130,580,0,580,0,0
1/15/2022 20:00,61.44,62,50,130,580,0,580,0,0
1/15/2022 21:00,61.44,62,50,140,760,0,760,0,0
1/15/2022 22:00,61.44,62,50,140,760,0,760,0,0
1/15/2022 23:00,61.44,62,50,170,0,0,0,0,0
1/16/2022 0:00,61.44,62,50,170,0,0,0,0,0
1/16/2022 1:00,61.44,62,50,140,0,0,0,0,0
1/16/2022 2:00,61.44,62,50,140,0,0,0,0,0
1/16/2022 3:00,61.44,62,50,140,0,0,0,0,0
1/16/2022 4:00,61.44,62,50,140,0,0,0,0,0
1/16/2022 5:00,61.44,62,50,170,0,0,0,0,0
1/16/2022 6:00,61.44,62,50,170,0,0,0,0,0
1/16/2022 7:00,61.45,62,50,170,0,0,0,0,0
1/16/2022 8:00,61.45,62,50,170,0,0,0,0,0
1/16/2022 9:00,61.45,62,50,140,0,0,0,0,0
1/16/2022 10:00,61.45,62,50,140,0,0,0,0,0
1/16/2022 11:00,61.46,62,50,140,0,0,0,0,0
1/16/2022 12:00,61.46,62,50,140,0,0,0,0,0
1/16/2022 13:00,61.46,62,50,140,0,0,0,0,0
1/16/2022 14:00,61.46,62,50,140,0,0,0,0,0
1/16/2022 15:00,61.46,62,50,140,0,0,0,0,0
1/16/2022 16:00,61.46,62,50,140,0,0,0,0,0
1/16/2022 17:00,61.46,62,50,120,370,0,370,0,0
1/16/2022 18:00,61.46,62,50,120,370,0,370,0,0
1/16/2022 19:00,61.45,62,50,130,380,0,380,0,0
1/16/2022 20:00,61.45,62,50,130,380,0,380,0,0
1/16/2022 21:00,61.44,62,50,140,670,0,670,0,0
1/16/2022 22:00,61.44,62,50,140,670,0,670,0,0
1/16/2022 23:00,61.44,62,50,140,380,0,380,0,0
1/17/2022 0:00,61.44,62,50,140,380,0,380,0,0
1/17/2022 1:00,61.44,62,50,150,130,0,130,0,0
1/17/2022 2:00,61.44,62,50,150,130,0,130,0,0
1/17/2022 3:00,61.44,62,50,170,0,0,0,0,0
1/17/2022 4:00,61.44,62,50,170,0,0,0,0,0
1/17/2022 5:00,61.44,62,50,170,0,0,0,0,0
1/17/2022 6:00,61.44,62,50,170,0,0,0,0,0
1/17/2022 7:00,61.45,62,50,170,0,0,0,0,0
1/17/2022 8:00,61.45,62,50,170,0,0,0,0,0
1/17/2022 9:00,61.45,62,50,140,0,0,0,0,0
1/17/2022 10:00,61.45,62,50,140,0,0,0,0,0
1/17/2022 11:00,61.46,62,50,140,0,0,0,0,0
1/17/2022 12:00,61.46,62,50,140,0,0,0,0,0
1/17/2022 13:00,61.46,62,50,140,0,0,0,0,0
1/17/2022 14:00,61.46,62,50,140,0,0,0,0,0
1/17/2022 15:00,61.46,62,50,140,0,0,0,0,0
1/17/2022 16:00,61.46,62,50,140,0,0,0,0,0
1/17/2022 17:00,61.46,62,50,140,570,0,570,0,0
1/17/2022 18:00,61.46,62,50,140,570,0,570,0,0
1/17/2022 19:00,61.44,62,50,140,780,0,780,0,0
1/17/2022 20:00,61.44,62,50,140,780,0,780,0,0
1/17/2022 21:00,61.43,62,50,160,420,0,420,0,0
1/17/2022 22:00,61.43,62,50,160,420,0,420,0,0
1/17/2022 23:00,61.44,62,50,110,0,0,0,0,0
1/18/2022 0:00,61.44,62,50,110,0,0,0,0,0
1/18/2022 1:00,61.44,62,50,110,0,0,0,0,0
1/18/2022 2:00,61.44,62,50,110,0,0,0,0,0
1/18/2022 3:00,61.44,62,50,80,0,0,0,0,0
1/18/2022 4:00,61.44,62,50,80,0,0,0,0,0
1/18/2022 5:00,61.44,62,50,80,0,0,0,0,0
1/18/2022 6:00,61.44,62,50,80,0,0,0,0,0
1/18/2022 7:00,61.44,62,50,80,0,0,0,0,0
1/18/2022 8:00,61.44,62,50,80,0,0,0,0,0
1/18/2022 9:00,61.45,62,50,110,0,0,0,0,0
1/18/2022 10:00,61.45,62,50,110,0,0,0,0,0
1/18/2022 11:00,61.45,62,50,110,0,0,0,0,0
1/18/2022 12:00,61.45,62,50,110,0,0,0,0,0
1/18/2022 13:00,61.45,62,50,80,0,0,0,0,0
1/18/2022 14:00,61.45,62,50,80,0,0,0,0,0
1/18/2022 15:00,61.45,62,50,100,0,0,0,0,0
1/18/2022 16:00,61.45,62,50,100,0,0,0,0,0
1/18/2022 17:00,61.45,62,50,200,570,0,570,0,0
1/18/2022 18:00,61.45,62,50,200,570,0,570,0,0
1/18/2022 19:00,61.44,62,50,180,570,0,570,0,0
1/18/2022 20:00,61.44,62,50,180,570,0,570,0,0
1/18/2022 21:00,61.43,62,50,150,380,0,380,0,0
1/18/2022 22:00,61.43,62,50,150,380,0,380,0,0
1/18/2022 23:00,61.43,62,50,130,150,0,150,0,0
1/19/2022 0:00,61.43,62,50,130,150,0,150,0,0
1/19/2022 1:00,61.43,62,50,140,0,0,0,0,0
1/19/2022 2:00,61.43,62,50,140,0,0,0,0,0
1/19/2022 3:00,61.44,62,50,140,0,0,0,0,0
1/19/2022 4:00,61.44,62,50,140,0,0,0,0,0
1/19/2022 5:00,61.44,62,50,110,0,0,0,0,0
1/19/2022 6:00,61.44,62,50,110,0,0,0,0,0
1/19/2022 7:00,61.44,62,50,110,0,0,0,0,0
1/19/2022 8:00,61.44,62,50,110,0,0,0,0,0
1/19/2022 9:00,61.45,62,50,110,0,0,0,0,0
1/19/2022 10:00,61.45,62,50,110,0,0,0,0,0
1/19/2022 11:00,61.45,62,50,50,0,0,0,0,0
1/19/2022 12:00,61.45,62,50,50,0,0,0,0,0
1/19/2022 13:00,61.45,62,50,110,0,0,0,0,0
